Unnamed: 0,Year,Name,AcresBurned,Fire Size Rank,Cause,SOURCE_REPORTING_UNIT_NAME,DaysBurn,Discovery Month,Discovered DOY,Contained Month,Contained DOY,Latitude,Longitude,County,CountyIds,State,OWNER_DESCR,NOAA Station,Link,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Snow Station,River Basin,Mar_SP,Mar_WC,Mar_Dens
220,2017,Hill Fire,1598.0,F,,,168.0,Jun,,Jan,9.0,35.4025,-120.4992,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-06-01 00:00:00,8.9,63.0,0.0,3.0,0.0,66.3,79.2,53.4,22.42,25.28,1.0,4.0,0,,,0,0,0
221,2017,Derrick Fire,1538.0,F,,,174.0,Jul,,Jan,9.0,36.269125,-120.620791,Fresno,10,CA,,USW00023110,USW00023110 2017-07-01 00:00:00,8.3,567.0,0.0,31.0,0.0,83.3,102.6,63.9,6.96,9.83,35.0,1.0,1,big_meadows,Kings,73.5,37.5,0.51
222,2017,Highway Fire,1522.0,F,,,160.0,Jun,,Jan,9.0,35.53456,-118.66733,Kern,15,CA,,USW00023155,USW00023155 2017-06-01 00:00:00,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
223,2017,Holcomb Fire,1503.0,F,,,161.0,Jun,,Jan,9.0,34.2976,-116.826,San Bernardino,36,CA,,USW00093138,USW00093138 2017-06-01 00:00:00,7.6,810.0,0.0,29.0,0.0,92.0,108.5,75.5,6.69,6.98,42.0,0.0,0,,,0,0,0
224,2017,Oakwood Fire,1431.0,F,,,152.0,Jun,,Jan,9.0,37.0825,-119.8011,Madera,20,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,snow_flat,Merced,169.0,85.0,0.5
225,2017,Garden Fire,1350.0,F,,,202.0,Jul,,Jan,9.0,35.543,-118.654,Kern,15,CA,,USW00023155,USW00023155 2017-07-01 00:00:00,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,mineral_king,Kaweah,86.5,44.0,0.51
226,2017,Opera Fire,1350.0,F,,,111.0,Apr,,Jan,9.0,34.00566,-117.30693,Riverside,33,CA,,USW00003171,USW00003171 2017-04-01 00:00:00,5.6,73.0,1.0,3.0,0.1,66.3,80.6,52.1,13.1,13.2,2.0,8.0,0,,,0,0,0
227,2017,Caldwell Fire,1319.0,F,,,235.0,Sep,,Jan,9.0,35.76,-118.406,Kern,15,CA,,USW00093104,USW00093104 2017-09-01 00:00:00,7.6,358.0,1.0,22.0,0.19,76.5,92.3,60.7,0.1,4.33,59.0,0.0,1,mineral_king,Kaweah,86.5,44.0,0.51
228,2017,Latrobe Fire,1286.0,F,,,198.0,Jul,,Jan,9.0,38.5181,-121.104,Sacramento,34,CA,,USW00023232,USW00023232 2017-07-01 00:00:00,6.5,414.0,0.0,28.0,0.0,78.3,95.8,60.9,23.630000000000003,32.93,23.0,1.0,0,,,0,0,0
229,2017,Tarina Fire ,1200.0,F,,,172.0,Jun,,Jan,9.0,35.38298,-118.80123,Kern,15,CA,,USW00023155,USW00023155 2017-06-01 00:00:00,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
230,2017,Buffalo Fire,1088.0,F,,,281.0,Oct,,Jan,9.0,33.402411,-117.402445,San Diego,37,CA,,USW00003154,USW00003154 2017-10-01 00:00:00,,,,,,,,,0.0,0.0,0.0,0.0,0,,,0,0,0
231,2017,Hudson Fire,1083.0,F,,,190.0,Jul,,Jan,9.0,34.94373,-119.44751,Kern,15,CA,,USW00023155,USW00023155 2017-07-01 00:00:00,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,mineral_king,Kaweah,86.5,44.0,0.51
232,2017,Blaine Fire,1044.0,F,,,216.0,Aug,,Jan,9.0,33.98212,-117.30819,Riverside,33,CA,,USW00003171,USW00003171 2017-08-01 00:00:00,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0,0,,,0,0,0
233,2017,Mission Fire,1035.0,F,,,237.0,Sep,,Jan,9.0,37.21616,-119.48067,Madera,20,CA,,USW00093193,USW00093193 2017-09-01 00:00:00,6.3,369.0,1.0,16.0,0.16,77.2,90.1,64.2,4.62,17.09,61.0,0.0,1,mammoth_pass,Owens,178.5,82.0,0.46
234,2017,Chilcoot Fire,1020.0,F,,,209.0,Aug,,Jan,9.0,39.75371,-120.1397,Plumas,32,CA,,USW00023185,USW00023185 2017-08-01 00:00:00,5.8,425.0,0.0,28.0,0.17,78.7,94.5,62.9,5.760000000000001,14.349999999999998,47.0,0.0,1,eureka_lake,Feather,87.0,41.0,0.47
235,2017,Range Fire,1000.0,F,,,136.0,May,,Jan,9.0,33.34988,-117.39818,San Diego,37,CA,,USW00003154,USW00003154 2017-05-01 00:00:00,,,,,,,,,0.0,0.0,0.0,0.0,0,,,0,0,0
236,2017,Berry Fire,995.0,E,,,246.0,Sep,,Jan,9.0,40.98352,-121.81623,Shasta,45,CA,,USW00024257,USW00024257 2017-09-01 00:00:00,5.6,360.0,1.0,16.0,0.61,76.7,91.5,62.0,9.38,46.22,62.0,1.0,1,brewer_creek,McCloud,87.5,43.0,0.49
237,2017,El Dorado Fire,976.0,E,,,109.0,Apr,,Jan,9.0,36.530836,-120.206592,Fresno,10,CA,,USW00023110,USW00023110 2017-04-01 00:00:00,9.8,2.0,3.0,0.0,0.67,60.5,76.4,44.7,9.16,9.83,0.0,10.0,1,big_meadows,Kings,73.5,37.5,0.51
238,2017,Grade Fire,900.0,E,,,188.0,Jul,,Jan,9.0,39.30125,-123.28825,Mendocino,23,CA,,USW00023275,USW00023275 2017-07-01 00:00:00,4.3,356.0,0.0,29.0,0.0,76.5,96.5,56.4,34.529999999999994,52.06,22.0,0.0,0,,,0,0,0
239,2017,Beale Fire,867.0,E,,,223.0,Aug,,Jan,9.0,39.1234,-121.32957,Yuba,58,CA,,USW00093205,USW00093205 2017-08-01 00:00:00,6.0,473.0,0.0,28.0,0.0,80.3,97.2,63.4,13.29,27.78,50.0,1.0,1,eureka_lake,Feather,87.0,41.0,0.47
240,2017,Wildomar Fire,866.0,E,,,290.0,Oct,,Jan,9.0,33.60247,-117.34192,Riverside,33,CA,,USW00003154,USW00003154 2017-10-01 00:00:00,,,,,,,,,0.0,0.0,0.0,0.0,0,,,0,0,0
241,2017,Poslin Fire,859.0,E,,,209.0,Aug,,Jan,9.0,39.888,-120.066,Lassen,18,CA,,USW00023185,USW00023185 2017-08-01 00:00:00,5.8,425.0,0.0,28.0,0.17,78.7,94.5,62.9,5.760000000000001,14.349999999999998,47.0,0.0,1,eureka_lake,Feather,87.0,41.0,0.47
242,2017,Lobo Fire (Wind Complex),821.0,E,,,242.0,Oct,,Feb,40.0,39.24549,-121.12792,Nevada,29,CA,,USW00023225,USW00023225 2017-10-01 00:00:00,5.1,24.0,2.0,0.0,0.89,57.7,65.7,49.7,14.82,87.17999999999999,4.0,4.0,1,eureka_lake,Feather,87.0,41.0,0.47
243,2017,Lake Fire,800.0,E,,,159.0,Jun,,Jan,9.0,34.55607,-118.60703,Los Angeles,19,CA,,USW00023187,USW00023187 2017-06-01 00:00:00,14.3,349.0,0.0,15.0,0.0,75.3,87.0,63.5,11.41,12.78,3.0,0.0,0,,,0,0,0
244,2017,Yankee Fire,775.0,E,,,214.0,Aug,,Jan,9.0,35.7908,-120.77485,San Luis Obispo,40,CA,,USW00093209,USW00093209 2017-08-01 00:00:00,6.7,366.0,0.0,24.0,0.0,76.7,96.0,57.5,5.56,15.97,49.0,0.0,0,,,0,0,0
245,2017,Placerita Fire,760.0,E,,,167.0,Jun,,Jan,9.0,34.37443,-118.49343,Los Angeles,19,CA,,USW00023130,USW00023130 2017-06-01 00:00:00,5.4,303.0,0.0,13.0,0.0,75.1,88.2,62.0,15.37,16.859999999999996,10.0,0.0,0,,,0,0,0
246,2017,Farad Fire,747.0,E,,,182.0,Jul,,Jan,9.0,39.439722,-120.027222,Sierra,46,CA,,USW00023185,USW00023185 2017-07-01 00:00:00,6.5,479.0,0.0,31.0,0.04,80.5,97.2,63.7,11.289999999999996,14.349999999999998,18.0,1.0,1,ward_creek_2,Lake Tahoe,138.0,51.0,0.37
247,2017,Jacksonville Fire,690.0,E,,,201.0,Jul,,Jan,9.0,37.905545,-120.408135,Tuolumne,55,CA,,USW00023258,USW00023258 2017-07-01 00:00:00,7.8,560.0,0.0,31.0,0.0,83.1,99.9,66.3,11.9,16.779999999999998,33.0,1.0,1,eagle_meadow,Stanislaus,106.5,44.5,0.42
248,2017,Peak Fire,680.0,E,,,237.0,Sep,,Jan,9.0,37.37397,-119.83556,Mariposa,22,CA,,USW00093242,USW00093242 2017-09-01 00:00:00,6.0,317.0,0.0,16.0,0.08,75.8,90.8,60.7,1.09,14.18,61.0,0.0,1,snow_flat,Merced,169.0,85.0,0.5
249,2017,Mart Fire,670.0,E,,,169.0,Jun,,Jan,9.0,34.14575,-117.17813,San Bernardino,36,CA,,USW00003171,USW00003171 2017-06-01 00:00:00,5.8,335.0,0.0,18.0,0.0,76.2,91.3,61.0,11.3,13.2,12.0,1.0,0,,,0,0,0
250,2017,Ben Fire,630.0,E,,,170.0,Jun,,Jan,9.0,37.3762,-119.9646,Mariposa,22,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,snow_flat,Merced,169.0,85.0,0.5
251,2017,Battle Fire,562.0,E,,,170.0,Jun,,Jan,9.0,41.85763,-121.29581,Modoc,25,CA,,USW00024257,USW00024257 2017-06-01 00:00:00,6.7,477.0,2.0,22.0,0.59,80.5,95.1,66.0,33.77,46.22,14.0,8.0,1,brewer_creek,McCloud,87.5,43.0,0.49
252,2017,Mias Fire,545.0,E,,,217.0,Aug,,Jan,9.0,33.95036,-116.88066,Riverside,33,CA,,USW00093138,USW00093138 2017-08-01 00:00:00,6.7,936.0,1.0,31.0,0.71,95.2,108.9,81.5,1.73,6.98,60.0,0.0,0,,,0,0,0
253,2017,W-2 Fire,530.0,E,,,209.0,Aug,,Jan,9.0,41.11989,-120.74968,Lassen,18,CA,,USW00024257,USW00024257 2017-08-01 00:00:00,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,cedar_pass,Pit,51.5,20.0,0.39
254,2017,Ming Fire,506.0,E,,,131.0,May,,Jan,9.0,35.4605,-118.85896,Kern,15,CA,,USW00023155,USW00023155 2017-05-01 00:00:00,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
255,2017,Deluz Fire,486.0,E,,,130.0,May,,Jan,9.0,33.3906,-117.32348,San Diego,37,CA,,USW00003154,USW00003154 2017-05-01 00:00:00,,,,,,,,,0.0,0.0,0.0,0.0,0,,,0,0,0
256,2017,Fay Fire,469.0,E,,,177.0,Jul,,Jan,9.0,41.3975,-122.8428,Siskiyou,47,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,parks_creek,Shasta,77.0,24.5,0.32
257,2017,Red Fire,460.0,E,,,205.0,Aug,,Jan,9.0,35.40357,-120.28037,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-08-01 00:00:00,6.9,119.0,0.0,1.0,0.0,68.8,79.9,57.6,9.23,25.28,6.0,0.0,0,,,0,0,0
258,2017,Bridge Fire,460.0,E,,,93.0,Jul,,Apr,102.0,34.09773,-117.10567,San Bernardino,36,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,,,0,0,0
259,2017,Monterey Fire,450.0,E,,,153.0,Jun,,Jan,9.0,36.616986,-120.369347,Fresno,10,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,big_meadows,Kings,73.5,37.5,0.51
260,2017,Rucker Fire,444.0,E,,,263.0,Sep,,Jan,9.0,34.67403,-120.4393,Santa Barbara,42,CA,,USW00023273,USW00023273 2017-09-01 00:00:00,6.7,122.0,2.0,3.0,0.47,68.1,80.1,56.1,2.38,18.130000000000003,0.0,0.0,0,,,0,0,0
261,2017,Eastman Fire,429.0,E,,,252.0,Sep,,Jan,9.0,37.14624,-120.015509,Madera,20,CA,,USW00093242,USW00093242 2017-09-01 00:00:00,6.0,317.0,0.0,16.0,0.08,75.8,90.8,60.7,1.09,14.18,61.0,0.0,1,snow_flat,Merced,169.0,85.0,0.5
262,2017,Table Fire,426.0,E,,,277.0,Oct,,Jan,9.0,38.848,-120.287,El Dorado,9,CA,,USW00093230,USW00093230 2017-10-01 00:00:00,3.6,0.0,1.0,0.0,0.47,44.8,63.1,26.5,6.48,45.99,0.0,3.0,1,echo_summit,American,102.5,46.0,0.45
263,2017,Skirball Fire,422.0,E,,,317.0,Dec,,Jan,23.0,34.09454,-118.48178,Los Angeles,19,CA,,USW00093197,USW00093197 2017-12-01 00:00:00,4.0,11.0,0.0,0.0,0.0,60.1,71.1,49.0,0.18,17.87,5.0,0.0,0,,,0,0,0
264,2017,Elephant Fire,416.0,E,,,192.0,Jul,,Jan,9.0,36.22265,-119.06598,Tulare,54,CA,,USW00053119,USW00053119 2017-07-01 00:00:00,6.3,582.0,0.0,31.0,0.0,83.8,101.6,66.0,8.2,10.669999999999998,35.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
265,2017,Dode Fire,410.0,E,,,185.0,Jul,,Jan,9.0,41.72163,-121.30451,Modoc,25,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,brewer_creek,McCloud,87.5,43.0,0.49
266,2017,Jennings Fire,400.0,E,,,183.0,Jul,,Jan,9.0,32.84796,-116.85396,San Diego,37,CA,,USW00053120,USW00053120 2017-07-01 00:00:00,5.4,360.0,0.0,25.0,0.01,76.6,92.2,61.0,15.71,21.59,16.0,2.0,0,,,0,0,0
267,2017,Sonoma Fire,400.0,E,,,121.0,May,,Jan,9.0,36.45491,-120.2445,Fresno,10,CA,,USW00023110,USW00023110 2017-05-01 00:00:00,8.5,176.0,1.0,12.0,0.37,69.5,86.0,53.0,9.24,9.83,0.0,4.0,1,big_meadows,Kings,73.5,37.5,0.51
268,2017,Pleasant Fire,392.0,E,,,233.0,Aug,,Jan,9.0,39.34292,-121.12004,Nevada,29,CA,,USW00023225,USW00023225 2017-08-01 00:00:00,4.5,266.0,1.0,1.0,0.11,73.5,80.9,66.2,49.74,87.17999999999999,0.0,3.0,1,eureka_lake,Feather,87.0,41.0,0.47
269,2017,Bear Fire,391.0,E,,,280.0,Oct,,Jan,9.0,37.18356,-122.07012,Santa Cruz,44,CA,,USW00023293,USW00023293 2017-10-01 00:00:00,5.1,77.0,1.0,3.0,0.22,66.0,79.5,52.4,1.74,18.4,14.0,0.0,0,,,0,0,0
270,2017,West Fire,380.0,E,,,84.0,Apr,,Jan,9.0,41.16716,-120.58342,Modoc,25,CA,,USW00024257,USW00024257 2017-04-01 00:00:00,6.5,9.0,7.0,0.0,3.9,57.7,68.6,46.7,42.32,46.22,0.0,22.0,1,cedar_pass,Pit,51.5,20.0,0.39
271,2017,Chris Fire,370.0,E,,,308.0,Nov,,Jan,9.0,38.46111,-119.48284,Mono,26,CA,,USW00093230,USW00093230 2017-11-01 00:00:00,8.1,0.0,6.0,0.0,6.22,40.8,51.8,29.8,3.1,45.99,0.0,3.0,1,eagle_meadow,Stanislaus,106.5,44.5,0.42
272,2017,Willow Fire,370.0,E,,,180.0,Jul,,Jan,9.0,38.02929,-122.25544,Contra Costa,7,CA,,USW00023254,USW00023254 2017-07-01 00:00:00,9.4,352.0,0.0,23.0,0.0,76.4,93.7,59.0,19.24,24.97,20.0,0.0,0,,,0,0,0
273,2017,Creek Fire,357.0,E,,,165.0,Jun,,Jan,9.0,36.27306,-120.65185,Fresno,10,CA,,USW00023110,USW00023110 2017-06-01 00:00:00,9.2,392.0,0.0,23.0,0.0,77.8,96.2,59.5,8.159999999999998,9.83,12.0,4.0,1,big_meadows,Kings,73.5,37.5,0.51
274,2017,Stone Fire,340.0,E,,,181.0,Jul,,Jan,9.0,35.42433,-120.47322,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-07-01 00:00:00,6.5,109.0,0.0,3.0,0.0,68.3,81.6,55.0,19.71,25.28,4.0,1.0,0,,,0,0,0
275,2017,Dinely Fire,339.0,E,,,149.0,Jun,,Jan,9.0,36.45809,-118.87676,Tulare,54,CA,,USW00053119,USW00053119 2017-06-01 00:00:00,7.8,430.0,0.0,23.0,0.01,79.2,95.5,62.8,10.06,10.669999999999998,12.0,3.0,1,mineral_king,Kaweah,86.5,44.0,0.51
276,2017,Rose Fire,338.0,E,,,213.0,Aug,,Jan,9.0,34.92907,-118.9267,Kern,15,CA,,USW00023187,USW00023187 2017-08-01 00:00:00,11.0,454.0,2.0,16.0,0.88,79.6,90.7,68.4,5.75,12.78,39.0,0.0,1,mineral_king,Kaweah,86.5,44.0,0.51
277,2017,Bryant Fire,325.0,E,,,206.0,Aug,,Jan,9.0,34.08492,-117.03826,San Bernardino,36,CA,,USW00003171,USW00003171 2017-08-01 00:00:00,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0,0,,,0,0,0
278,2017,Marble Fire,319.0,E,,,191.0,Jul,,Jan,9.0,41.478,-123.506,Del Norte,8,CA,,USW00024283,USW00024283 2017-07-01 00:00:00,5.6,0.0,0.0,0.0,0.01,56.5,62.4,50.5,42.66,68.14000000000001,0.0,7.0,0,,,0,0,0
279,2017,Liberty Fire,300.0,E,,,332.0,Dec,,Jan,9.0,33.59257,-117.14979,Riverside,33,CA,,USW00003154,USW00003154 2017-12-01 00:00:00,,,,,,,,,0.0,0.0,0.0,0.0,0,,,0,0,0
280,2017,Bravo Fire,288.0,D,,,126.0,May,,Jan,9.0,35.41283,-118.84466,Kern,15,CA,,USW00023155,USW00023155 2017-05-01 00:00:00,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
281,2017,Little Mountain Fire,260.0,D,,,330.0,Dec,,Jan,9.0,34.16564,-117.33334,San Bernardino,36,CA,,USW00003171,USW00003171 2017-12-01 00:00:00,5.8,2.0,0.0,0.0,0.0,60.0,74.5,45.5,0.54,13.2,19.0,0.0,0,,,0,0,0
282,2017,Lost Fire,255.0,D,,,101.0,Jul,,Apr,102.0,33.34659,-116.66107,San Diego,37,CA,,USW00053120,USW00053120 2017-07-01 00:00:00,5.4,360.0,0.0,25.0,0.01,76.6,92.2,61.0,15.71,21.59,16.0,2.0,0,,,0,0,0
283,2017,Huasna Fire,245.0,D,,,254.0,Sep,,Jan,9.0,35.12269,-120.39387,San Luis Obispo,40,CA,,USW00023273,USW00023273 2017-09-01 00:00:00,6.7,122.0,2.0,3.0,0.47,68.1,80.1,56.1,2.38,18.130000000000003,0.0,0.0,0,,,0,0,0
284,2017,Murphy Fire,237.0,D,,,253.0,Sep,,Jan,9.0,36.24653,-120.31598,Fresno,10,CA,,USW00023110,USW00023110 2017-09-01 00:00:00,7.6,395.0,0.0,21.0,0.0,78.1,94.6,61.5,1.63,9.83,61.0,0.0,1,big_meadows,Kings,73.5,37.5,0.51
285,2017,Largo Fire,236.0,D,,,202.0,Jul,,Jan,9.0,38.538332,-121.039267,El Dorado,9,CA,,USW00023232,USW00023232 2017-07-01 00:00:00,6.5,414.0,0.0,28.0,0.0,78.3,95.8,60.9,23.630000000000003,32.93,23.0,1.0,1,hams_station,Mokelumne,0.0,0.0,0.0
286,2017,Deer Complex,231.0,D,,,180.0,Jul,,Jan,9.0,37.87808,-121.78677,Contra Costa,7,CA,,USW00023285,USW00023285 2017-07-01 00:00:00,7.2,303.0,0.0,19.0,0.0,75.1,92.3,57.9,18.92,25.51,14.0,0.0,0,,,0,0,0
287,2017,Spring Fire,225.0,D,,,174.0,Jul,,Jan,9.0,37.4591,-119.921,Mariposa,22,CA,,USW00093242,USW00093242 2017-07-01 00:00:00,6.9,548.0,0.0,31.0,0.0,82.7,100.8,64.6,10.12,14.18,33.0,0.0,1,snow_flat,Merced,169.0,85.0,0.5
288,2017,Camp Fire,225.0,D,,,129.0,May,,Jan,9.0,35.34541,-120.76464,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-05-01 00:00:00,8.3,28.0,1.0,1.0,0.27,62.6,73.4,51.7,23.45,25.28,0.0,5.0,0,,,0,0,0
289,2017,Arrow Fire,225.0,D,,,126.0,May,,Jan,9.0,35.21177,-119.87525,San Luis Obispo,40,CA,,USW00023273,USW00023273 2017-05-01 00:00:00,8.1,4.0,1.0,0.0,0.34,59.0,69.6,48.5,16.84,18.130000000000003,0.0,6.0,0,,,0,0,0
290,2017,Bodfish Fire,206.0,D,,,152.0,Jun,,Jan,9.0,35.59804,-118.47939,Kern,15,CA,,USW00023155,USW00023155 2017-06-01 00:00:00,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
291,2017,Eagle Fire,205.0,D,,,176.0,Jul,,Jan,9.0,33.85323,-117.48195,Riverside,33,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,,,0,0,0
292,2017,Skeleton Fire,200.0,D,,,246.0,Sep,,Jan,9.0,39.44543,-122.85194,Lake,17,CA,,USW00023275,USW00023275 2017-09-01 00:00:00,3.8,176.0,0.0,12.0,0.03,69.6,87.0,52.2,7.35,52.06,56.0,0.0,0,,,0,0,0
293,2017,Range Fire,200.0,D,,,225.0,Aug,,Jan,9.0,37.72543,-121.90516,Alameda,1,CA,,USW00023285,USW00023285 2017-08-01 00:00:00,8.1,277.0,0.0,11.0,0.07,73.9,88.2,59.6,10.81,25.51,27.0,0.0,0,,,0,0,0
294,2017,Eclipse Fire,200.0,D,,,224.0,Aug,,Jan,9.0,32.65003,-116.42907,San Diego,37,CA,,USW00003164,USW00003164 2017-08-01 00:00:00,7.6,308.0,0.0,21.0,0.0,74.8,93.3,56.3,4.85,15.69,43.0,1.0,0,,,0,0,0
295,2017,Rose Fire,200.0,D,,,203.0,Jul,,Jan,9.0,33.689092,-117.396404,Riverside,33,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,,,0,0,0
296,2017,Tehama Fire,194.0,D,,,290.0,Oct,,Jan,9.0,40.02261,-121.91425,Tehama,52,CA,,USW00024216,USW00024216 2017-10-01 00:00:00,8.3,77.0,1.0,5.0,0.66,65.9,81.8,50.0,3.31,27.11,47.0,1.0,1,eureka_lake,Feather,87.0,41.0,0.47
297,2017,Wasioja Fire,190.0,D,,,131.0,May,,Jan,9.0,34.9465,-119.8036,Santa Barbara,42,CA,,USW00023190,USW00023190 2017-05-01 00:00:00,6.3,4.0,1.0,0.0,0.12,60.3,69.2,51.3,23.380000000000003,24.110000000000003,0.0,4.0,0,,,0,0,0
298,2017,Toll Fire,186.0,D,,,223.0,Aug,,Jan,9.0,39.9864,-120.89746,Plumas,32,CA,,USW00023225,USW00023225 2017-08-01 00:00:00,4.5,266.0,1.0,1.0,0.11,73.5,80.9,66.2,49.74,87.17999999999999,0.0,3.0,1,eureka_lake,Feather,87.0,41.0,0.47
299,2017,Wild Fire,186.0,D,,,153.0,Jun,,Jan,9.0,36.704679,-120.405077,Fresno,10,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,big_meadows,Kings,73.5,37.5,0.51
300,2017,Rolling Fire,184.0,D,,,195.0,Oct,,Apr,93.0,35.3091,-118.701,Kern,15,CA,,USW00023155,USW00023155 2017-10-01 00:00:00,5.4,128.0,0.0,4.0,0.0,68.2,82.5,53.8,0.93,7.76,48.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
301,2017,Quarry Fire,183.0,D,,,276.0,Oct,,Jan,9.0,35.19008,-118.76152,Kern,15,CA,,USW00023155,USW00023155 2017-10-01 00:00:00,5.4,128.0,0.0,4.0,0.0,68.2,82.5,53.8,0.93,7.76,48.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
302,2017,Laverne Fire,180.0,D,,,190.0,Jul,,Jan,9.0,40.47106,-122.43608,Shasta,45,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,red_rock_mountain,Trinity,112.0,56.0,0.5
303,2017,High Fire,170.0,D,,,195.0,Jul,,Jan,9.0,34.41204,-117.03031,San Bernardino,36,CA,,USW00023161,USW00023161 2017-07-01 00:00:00,11.0,851.0,0.0,31.0,0.03,92.5,107.9,77.0,1.94,4.22,46.0,0.0,0,,,0,0,0
304,2017,Hills Fire,168.0,D,,,222.0,Aug,,Jan,9.0,33.87679,-117.00258,Riverside,33,CA,,USW00003171,USW00003171 2017-08-01 00:00:00,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0,0,,,0,0,0
305,2017,Evans Fire,168.0,D,,,161.0,Jun,,Jan,9.0,39.71101,-120.02325,Sierra,46,CA,,USW00023185,USW00023185 2017-06-01 00:00:00,7.4,271.0,0.0,16.0,0.12,72.5,88.1,56.9,12.38,14.349999999999998,2.0,4.0,1,eureka_lake,Feather,87.0,41.0,0.47
306,2017,Honcut Fire,166.0,D,,,182.0,Jul,,Jan,9.0,39.37192,-121.53865,Butte,4,CA,,USW00093205,USW00093205 2017-07-01 00:00:00,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0,0,,,0,0,0
307,2017,Peg Fire,157.0,D,,,229.0,Aug,,Jan,9.0,40.80968,-120.48641,Lassen,18,CA,,USW00024257,USW00024257 2017-08-01 00:00:00,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,cedar_pass,Pit,51.5,20.0,0.39
308,2017,26 Fire,157.0,D,,,149.0,Jun,,Jan,9.0,37.12759,-120.0193,Madera,20,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,snow_flat,Merced,169.0,85.0,0.5
309,2017,Corral Fire,155.0,D,,,167.0,Sep,,Apr,95.0,37.63358,-121.49925,Alameda,1,CA,,USW00023285,USW00023285 2017-09-01 00:00:00,6.3,232.0,0.0,10.0,0.0,72.3,86.1,58.6,3.95,25.51,30.0,0.0,0,,,0,0,0
