,Year,Name,AcresBurned,Fire Size Rank,Cause,SOURCE_REPORTING_UNIT_NAME,DaysBurn,Discovery Month,Discovered DOY,Contained Month,Contained DOY,Latitude,Longitude,County,CountyIds,State,OWNER_DESCR,NOAA Station,Link,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M
280,2017,Ben Fire,630.0,E,,,170.0,Jun,,Jan,9.0,37.3762,-119.9646,Mariposa,22,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0
281,2017,Battle Fire,562.0,E,,,170.0,Jun,,Jan,9.0,41.85763,-121.29581,Modoc,25,CA,,USW00024257,USW00024257 2017-06-01 00:00:00,6.7,477.0,2.0,22.0,0.59,80.5,95.1,66.0,33.77,46.22,14.0,8.0
282,2017,Mias Fire,545.0,E,,,217.0,Aug,,Jan,9.0,33.95036,-116.88066,Riverside,33,CA,,USW00093138,USW00093138 2017-08-01 00:00:00,6.7,936.0,1.0,31.0,0.71,95.2,108.9,81.5,1.73,6.98,60.0,0.0
283,2017,W-2 Fire,530.0,E,,,209.0,Aug,,Jan,9.0,41.11989,-120.74968,Lassen,18,CA,,USW00024257,USW00024257 2017-08-01 00:00:00,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0
284,2017,Ming Fire,506.0,E,,,131.0,May,,Jan,9.0,35.4605,-118.85896,Kern,15,CA,,USW00023155,USW00023155 2017-05-01 00:00:00,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0
285,2017,Deluz Fire,486.0,E,,,130.0,May,,Jan,9.0,33.3906,-117.32348,San Diego,37,CA,,USW00003154,USW00003154 2017-05-01 00:00:00,,,,,,,,,0,0,0,0
286,2017,Fay Fire,469.0,E,,,177.0,Jul,,Jan,9.0,41.3975,-122.8428,Siskiyou,47,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0
287,2017,Red Fire,460.0,E,,,205.0,Aug,,Jan,9.0,35.40357,-120.28037,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-08-01 00:00:00,6.9,119.0,0.0,1.0,0.0,68.8,79.9,57.6,9.23,25.279999999999998,6.0,0.0
288,2017,Bridge Fire,460.0,E,,,93.0,Jul,,Apr,102.0,34.09773,-117.10567,San Bernardino,36,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0
289,2017,Monterey Fire,450.0,E,,,153.0,Jun,,Jan,9.0,36.616986,-120.369347,Fresno,10,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0
290,2017,Rucker Fire,444.0,E,,,263.0,Sep,,Jan,9.0,34.67403,-120.4393,Santa Barbara,42,CA,,USW00023273,USW00023273 2017-09-01 00:00:00,6.7,122.0,2.0,3.0,0.47,68.1,80.1,56.1,2.38,18.130000000000003,0.0,0.0
291,2017,Eastman Fire,429.0,E,,,252.0,Sep,,Jan,9.0,37.14624,-120.015509,Madera,20,CA,,USW00093242,USW00093242 2017-09-01 00:00:00,6.0,317.0,0.0,16.0,0.08,75.8,90.8,60.7,1.09,14.18,61.0,0.0
292,2017,Table Fire,426.0,E,,,277.0,Oct,,Jan,9.0,38.848,-120.287,El Dorado,9,CA,,USW00093230,USW00093230 2017-10-01 00:00:00,3.6,0.0,1.0,0.0,0.47,44.8,63.1,26.5,6.48,45.989999999999995,0.0,3.0
293,2017,Skirball Fire,422.0,E,,,317.0,Dec,,Jan,23.0,34.09454,-118.48178,Los Angeles,19,CA,,USW00093197,USW00093197 2017-12-01 00:00:00,4.0,11.0,0.0,0.0,0.0,60.1,71.1,49.0,0.18,17.87,5.0,0.0
294,2017,Elephant Fire,416.0,E,,,192.0,Jul,,Jan,9.0,36.22265,-119.06598,Tulare,54,CA,,USW00053119,USW00053119 2017-07-01 00:00:00,6.3,582.0,0.0,31.0,0.0,83.8,101.6,66.0,8.2,10.669999999999998,35.0,1.0
295,2017,Dode Fire,410.0,E,,,185.0,Jul,,Jan,9.0,41.72163,-121.30451,Modoc,25,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0
296,2017,Jennings Fire,400.0,E,,,183.0,Jul,,Jan,9.0,32.84796,-116.85396,San Diego,37,CA,,USW00053120,USW00053120 2017-07-01 00:00:00,5.4,360.0,0.0,25.0,0.01,76.6,92.2,61.0,15.709999999999999,21.59,16.0,2.0
297,2017,Sonoma Fire,400.0,E,,,121.0,May,,Jan,9.0,36.45491,-120.2445,Fresno,10,CA,,USW00023110,USW00023110 2017-05-01 00:00:00,8.5,176.0,1.0,12.0,0.37,69.5,86.0,53.0,9.24,9.83,0.0,4.0
298,2017,Pleasant Fire,392.0,E,,,233.0,Aug,,Jan,9.0,39.34292,-121.12004,Nevada,29,CA,,USW00023225,USW00023225 2017-08-01 00:00:00,4.5,266.0,1.0,1.0,0.11,73.5,80.9,66.2,49.739999999999995,87.17999999999999,0.0,3.0
299,2017,Bear Fire,391.0,E,,,280.0,Oct,,Jan,9.0,37.18356,-122.07012,Santa Cruz,44,CA,,USW00023293,USW00023293 2017-10-01 00:00:00,5.1,77.0,1.0,3.0,0.22,66.0,79.5,52.4,1.74,18.4,14.0,0.0
300,2017,West Fire,380.0,E,,,84.0,Apr,,Jan,9.0,41.16716,-120.58342,Modoc,25,CA,,USW00024257,USW00024257 2017-04-01 00:00:00,6.5,9.0,7.0,0.0,3.9,57.7,68.6,46.7,42.32,46.22,0.0,22.0
301,2017,Chris Fire,370.0,E,,,308.0,Nov,,Jan,9.0,38.46111,-119.48284,Mono,26,CA,,USW00093230,USW00093230 2017-11-01 00:00:00,8.1,0.0,6.0,0.0,6.22,40.8,51.8,29.8,3.0999999999999996,45.989999999999995,0.0,3.0
302,2017,Willow Fire,370.0,E,,,180.0,Jul,,Jan,9.0,38.02929,-122.25544,Contra Costa,7,CA,,USW00023254,USW00023254 2017-07-01 00:00:00,9.4,352.0,0.0,23.0,0.0,76.4,93.7,59.0,19.240000000000002,24.970000000000002,20.0,0.0
303,2017,Creek Fire,357.0,E,,,165.0,Jun,,Jan,9.0,36.27306,-120.65185,Fresno,10,CA,,USW00023110,USW00023110 2017-06-01 00:00:00,9.2,392.0,0.0,23.0,0.0,77.8,96.2,59.5,8.159999999999998,9.83,12.0,4.0
304,2017,Stone Fire,340.0,E,,,181.0,Jul,,Jan,9.0,35.42433,-120.47322,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-07-01 00:00:00,6.5,109.0,0.0,3.0,0.0,68.3,81.6,55.0,19.71,25.279999999999998,4.0,1.0
305,2017,Dinely Fire,339.0,E,,,149.0,Jun,,Jan,9.0,36.45809,-118.87676,Tulare,54,CA,,USW00053119,USW00053119 2017-06-01 00:00:00,7.8,430.0,0.0,23.0,0.01,79.2,95.5,62.8,10.059999999999999,10.669999999999998,12.0,3.0
306,2017,Rose Fire,338.0,E,,,213.0,Aug,,Jan,9.0,34.92907,-118.9267,Kern,15,CA,,USW00023187,USW00023187 2017-08-01 00:00:00,11.0,454.0,2.0,16.0,0.88,79.6,90.7,68.4,5.75,12.780000000000001,39.0,0.0
307,2017,Bryant Fire,325.0,E,,,206.0,Aug,,Jan,9.0,34.08492,-117.03826,San Bernardino,36,CA,,USW00003171,USW00003171 2017-08-01 00:00:00,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0
308,2017,Marble Fire,319.0,E,,,191.0,Jul,,Jan,9.0,41.478,-123.506,Del Norte,8,CA,,USW00024283,USW00024283 2017-07-01 00:00:00,5.6,0.0,0.0,0.0,0.01,56.5,62.4,50.5,42.66,68.14000000000001,0.0,7.0
309,2017,Liberty Fire,300.0,E,,,332.0,Dec,,Jan,9.0,33.59257,-117.14979,Riverside,33,CA,,USW00003154,USW00003154 2017-12-01 00:00:00,,,,,,,,,0,0,0,0
310,2017,Bravo Fire,288.0,D,,,126.0,May,,Jan,9.0,35.41283,-118.84466,Kern,15,CA,,USW00023155,USW00023155 2017-05-01 00:00:00,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0
311,2017,Little Mountain Fire,260.0,D,,,330.0,Dec,,Jan,9.0,34.16564,-117.33334,San Bernardino,36,CA,,USW00003171,USW00003171 2017-12-01 00:00:00,5.8,2.0,0.0,0.0,0.0,60.0,74.5,45.5,0.54,13.2,19.0,0.0
312,2017,Lost Fire,255.0,D,,,101.0,Jul,,Apr,102.0,33.34659,-116.66107,San Diego,37,CA,,USW00053120,USW00053120 2017-07-01 00:00:00,5.4,360.0,0.0,25.0,0.01,76.6,92.2,61.0,15.709999999999999,21.59,16.0,2.0
313,2017,Huasna Fire,245.0,D,,,254.0,Sep,,Jan,9.0,35.12269,-120.39387,San Luis Obispo,40,CA,,USW00023273,USW00023273 2017-09-01 00:00:00,6.7,122.0,2.0,3.0,0.47,68.1,80.1,56.1,2.38,18.130000000000003,0.0,0.0
314,2017,Murphy Fire,237.0,D,,,253.0,Sep,,Jan,9.0,36.24653,-120.31598,Fresno,10,CA,,USW00023110,USW00023110 2017-09-01 00:00:00,7.6,395.0,0.0,21.0,0.0,78.1,94.6,61.5,1.63,9.83,61.0,0.0
315,2017,Largo Fire,236.0,D,,,202.0,Jul,,Jan,9.0,38.538332,-121.039267,El Dorado,9,CA,,USW00023232,USW00023232 2017-07-01 00:00:00,6.5,414.0,0.0,28.0,0.0,78.3,95.8,60.9,23.630000000000003,32.93,23.0,1.0
316,2017,Deer Complex,231.0,D,,,180.0,Jul,,Jan,9.0,37.87808,-121.78677,Contra Costa,7,CA,,USW00023285,USW00023285 2017-07-01 00:00:00,7.2,303.0,0.0,19.0,0.0,75.1,92.3,57.9,18.919999999999998,25.51,14.0,0.0
317,2017,Spring Fire,225.0,D,,,174.0,Jul,,Jan,9.0,37.4591,-119.921,Mariposa,22,CA,,USW00093242,USW00093242 2017-07-01 00:00:00,6.9,548.0,0.0,31.0,0.0,82.7,100.8,64.6,10.12,14.18,33.0,0.0
318,2017,Camp Fire,225.0,D,,,129.0,May,,Jan,9.0,35.34541,-120.76464,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-05-01 00:00:00,8.3,28.0,1.0,1.0,0.27,62.6,73.4,51.7,23.45,25.279999999999998,0.0,5.0
319,2017,Arrow Fire,225.0,D,,,126.0,May,,Jan,9.0,35.21177,-119.87525,San Luis Obispo,40,CA,,USW00023273,USW00023273 2017-05-01 00:00:00,8.1,4.0,1.0,0.0,0.34,59.0,69.6,48.5,16.84,18.130000000000003,0.0,6.0
320,2017,Bodfish Fire,206.0,D,,,152.0,Jun,,Jan,9.0,35.59804,-118.47939,Kern,15,CA,,USW00023155,USW00023155 2017-06-01 00:00:00,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0
321,2017,Eagle Fire,205.0,D,,,176.0,Jul,,Jan,9.0,33.85323,-117.48195,Riverside,33,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0
322,2017,Skeleton Fire,200.0,D,,,246.0,Sep,,Jan,9.0,39.44543,-122.85194,Lake,17,CA,,USW00023275,USW00023275 2017-09-01 00:00:00,3.8,176.0,0.0,12.0,0.03,69.6,87.0,52.2,7.3500000000000005,52.06,56.0,0.0
323,2017,Range Fire,200.0,D,,,225.0,Aug,,Jan,9.0,37.72543,-121.90516,Alameda,1,CA,,USW00023285,USW00023285 2017-08-01 00:00:00,8.1,277.0,0.0,11.0,0.07,73.9,88.2,59.6,10.809999999999999,25.51,27.0,0.0
324,2017,Eclipse Fire,200.0,D,,,224.0,Aug,,Jan,9.0,32.65003,-116.42907,San Diego,37,CA,,USW00003164,USW00003164 2017-08-01 00:00:00,7.6,308.0,0.0,21.0,0.0,74.8,93.3,56.3,4.85,15.69,43.0,1.0
325,2017,Rose Fire,200.0,D,,,203.0,Jul,,Jan,9.0,33.689092,-117.396404,Riverside,33,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0
326,2017,Tehama Fire,194.0,D,,,290.0,Oct,,Jan,9.0,40.02261,-121.91425,Tehama,52,CA,,USW00024216,USW00024216 2017-10-01 00:00:00,8.3,77.0,1.0,5.0,0.66,65.9,81.8,50.0,3.3099999999999996,27.109999999999996,47.0,1.0
327,2017,Wasioja Fire,190.0,D,,,131.0,May,,Jan,9.0,34.9465,-119.8036,Santa Barbara,42,CA,,USW00023190,USW00023190 2017-05-01 00:00:00,6.3,4.0,1.0,0.0,0.12,60.3,69.2,51.3,23.380000000000003,24.110000000000003,0.0,4.0
328,2017,Toll Fire,186.0,D,,,223.0,Aug,,Jan,9.0,39.9864,-120.89746,Plumas,32,CA,,USW00023225,USW00023225 2017-08-01 00:00:00,4.5,266.0,1.0,1.0,0.11,73.5,80.9,66.2,49.739999999999995,87.17999999999999,0.0,3.0
329,2017,Wild Fire,186.0,D,,,153.0,Jun,,Jan,9.0,36.704679,-120.405077,Fresno,10,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0
330,2017,Rolling Fire,184.0,D,,,195.0,Oct,,Apr,93.0,35.3091,-118.701,Kern,15,CA,,USW00023155,USW00023155 2017-10-01 00:00:00,5.4,128.0,0.0,4.0,0.0,68.2,82.5,53.8,0.9299999999999999,7.76,48.0,1.0
331,2017,Quarry Fire,183.0,D,,,276.0,Oct,,Jan,9.0,35.19008,-118.76152,Kern,15,CA,,USW00023155,USW00023155 2017-10-01 00:00:00,5.4,128.0,0.0,4.0,0.0,68.2,82.5,53.8,0.9299999999999999,7.76,48.0,1.0
332,2017,Laverne Fire,180.0,D,,,190.0,Jul,,Jan,9.0,40.47106,-122.43608,Shasta,45,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0
333,2017,High Fire,170.0,D,,,195.0,Jul,,Jan,9.0,34.41204,-117.03031,San Bernardino,36,CA,,USW00023161,USW00023161 2017-07-01 00:00:00,11.0,851.0,0.0,31.0,0.03,92.5,107.9,77.0,1.94,4.22,46.0,0.0
334,2017,Hills Fire,168.0,D,,,222.0,Aug,,Jan,9.0,33.87679,-117.00258,Riverside,33,CA,,USW00003171,USW00003171 2017-08-01 00:00:00,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0
335,2017,Evans Fire,168.0,D,,,161.0,Jun,,Jan,9.0,39.71101,-120.02325,Sierra,46,CA,,USW00023185,USW00023185 2017-06-01 00:00:00,7.4,271.0,0.0,16.0,0.12,72.5,88.1,56.9,12.379999999999999,14.349999999999998,2.0,4.0
336,2017,Honcut Fire,166.0,D,,,182.0,Jul,,Jan,9.0,39.37192,-121.53865,Butte,4,CA,,USW00093205,USW00093205 2017-07-01 00:00:00,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0
337,2017,Peg Fire,157.0,D,,,229.0,Aug,,Jan,9.0,40.80968,-120.48641,Lassen,18,CA,,USW00024257,USW00024257 2017-08-01 00:00:00,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0
338,2017,26 Fire,157.0,D,,,149.0,Jun,,Jan,9.0,37.12759,-120.0193,Madera,20,CA,,USW00093242,USW00093242 2017-06-01 00:00:00,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0
339,2017,Corral Fire,155.0,D,,,167.0,Sep,,Apr,95.0,37.63358,-121.49925,Alameda,1,CA,,USW00023285,USW00023285 2017-09-01 00:00:00,6.3,232.0,0.0,10.0,0.0,72.3,86.1,58.6,3.9499999999999997,25.51,30.0,0.0
340,2017,Hill Fire,155.0,D,,,201.0,Jul,,Jan,9.0,41.9808,-121.9741,Siskiyou,47,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0
341,2017,Smiley Fire,153.0,D,,,160.0,Jun,,Jan,9.0,33.98639,-117.21314,Riverside,33,CA,,USW00003171,USW00003171 2017-06-01 00:00:00,5.8,335.0,0.0,18.0,0.0,76.2,91.3,61.0,11.299999999999999,13.2,12.0,1.0
342,2017,Honey Fire,150.0,D,,,273.0,Oct,,Jan,9.0,39.74679,-121.67261,Butte,4,CA,,USW00024216,USW00024216 2017-10-01 00:00:00,8.3,77.0,1.0,5.0,0.66,65.9,81.8,50.0,3.3099999999999996,27.109999999999996,47.0,1.0
343,2017,Olive Fire,150.0,D,,,196.0,Jul,,Jan,9.0,35.7751,-120.23656,San Luis Obispo,40,CA,,USW00093209,USW00093209 2017-07-01 00:00:00,7.2,372.0,0.0,27.0,0.0,77.0,98.7,55.3,12.469999999999999,15.969999999999999,32.0,1.0
344,2017,Lucy Fire,150.0,D,,,156.0,Jun,,Jan,9.0,35.6871,-120.3187,San Luis Obispo,40,CA,,USW00093209,USW00093209 2017-06-01 00:00:00,8.5,247.0,0.0,22.0,0.0,72.8,93.3,52.2,13.5,15.969999999999999,11.0,5.0
345,2017,41 Fire,150.0,D,,,128.0,May,,Jan,9.0,36.90967,-119.79315,Madera,20,CA,,USW00093193,USW00093193 2017-05-01 00:00:00,8.1,214.0,1.0,12.0,0.12,71.0,84.0,57.9,16.42,17.09,0.0,6.0
346,2017,Tower Fire,150.0,D,,,111.0,Apr,,Jan,9.0,34.30104,-117.45646,San Bernardino,36,CA,,USW00003102,USW00003102 2017-04-01 00:00:00,6.5,71.0,0.0,2.0,0.04,66.3,79.7,52.8,15.030000000000001,15.07,2.0,9.0
347,2017,River Fire,148.0,D,,,278.0,Oct,,Jan,9.0,40.46836,-123.51619,Trinity,53,CA,,USW00024213,USW00024213 2017-10-01 00:00:00,4.0,0.0,2.0,0.0,1.64,53.1,62.0,44.2,8.49,60.839999999999996,0.0,3.0
348,2017,Grape Fire,146.0,D,,,253.0,Sep,,Jan,9.0,39.02482,-123.1362,Mendocino,23,CA,,USW00023275,USW00023275 2017-09-01 00:00:00,3.8,176.0,0.0,12.0,0.03,69.6,87.0,52.2,7.3500000000000005,52.06,56.0,0.0
349,2017,Soda Fire,143.0,D,,,262.0,Sep,,Jan,9.0,40.07613,-121.56858,Butte,4,CA,,USW00024216,USW00024216 2017-09-01 00:00:00,6.9,351.0,1.0,16.0,0.42,76.6,91.2,62.1,5.0,27.109999999999996,62.0,0.0
350,2017,Ranch Fire,140.0,D,,,198.0,Jul,,Jan,9.0,38.559707,-120.70013,El Dorado,9,CA,,USW00023232,USW00023232 2017-07-01 00:00:00,6.5,414.0,0.0,28.0,0.0,78.3,95.8,60.9,23.630000000000003,32.93,23.0,1.0
351,2017,French Fire,136.0,D,,,251.0,Sep,,Jan,9.0,38.5758,-120.915,El Dorado,9,CA,,USW00023232,USW00023232 2017-09-01 00:00:00,5.6,259.0,0.0,13.0,0.0,73.5,88.0,59.0,5.46,32.93,48.0,0.0
352,2017,Gorman Fire,135.0,D,,,200.0,Jul,,Jan,9.0,34.792882,-118.851943,Los Angeles,19,CA,,USW00023187,USW00023187 2017-07-01 00:00:00,13.0,499.0,0.0,24.0,0.0,81.1,92.5,69.7,8.98,12.780000000000001,18.0,0.0
353,2017,King Fire,135.0,D,,,155.0,Jun,,Jan,9.0,35.8556,-118.74542,Tulare,54,CA,,USW00023155,USW00023155 2017-06-01 00:00:00,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0
354,2017,Skyway Fire,134.0,D,,,158.0,Jun,,Jan,9.0,39.69717,-121.75417,Butte,4,CA,,USW00024216,USW00024216 2017-06-01 00:00:00,8.5,457.0,1.0,21.0,0.13,79.9,94.2,65.6,20.849999999999998,27.109999999999996,14.0,5.0
355,2017,Point Fire,130.0,D,,,273.0,Oct,,Jan,9.0,38.40234,-120.52953,Calaveras,5,CA,,USW00093230,USW00093230 2017-10-01 00:00:00,3.6,0.0,1.0,0.0,0.47,44.8,63.1,26.5,6.48,45.989999999999995,0.0,3.0
356,2017,Border Fire,130.0,D,,,235.0,Sep,,Jan,9.0,32.6001,-116.76997,San Diego,37,CA,,USW00003178,USW00003178 2017-09-01 00:00:00,4.9,193.0,0.0,3.0,0.13,71.3,81.3,61.3,1.4200000000000002,13.379999999999999,1.0,0.0
357,2017,Olive Fire,130.0,D,,,113.0,May,,Jan,9.0,35.78286,-120.22647,San Luis Obispo,40,CA,,USW00093209,USW00093209 2017-05-01 00:00:00,8.5,87.0,1.0,10.0,0.18,65.3,82.1,48.5,14.579999999999998,15.969999999999999,1.0,7.0
358,2017,Oak Fire,128.0,D,,,173.0,Jul,,Jan,9.0,40.69554,-122.0122,Shasta,45,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0
359,2017,Tumey Fire,126.0,D,,,110.0,Apr,,Jan,9.0,36.5355,-120.6585,Fresno,10,CA,,USW00023110,USW00023110 2017-04-01 00:00:00,9.8,2.0,3.0,0.0,0.67,60.5,76.4,44.7,9.16,9.83,0.0,10.0
360,2017,Coronado Fire,125.0,D,,,216.0,Aug,,Jan,9.0,37.62823,-120.30046,Mariposa,22,CA,,USW00023257,USW00023257 2017-08-01 00:00:00,6.5,488.0,0.0,27.0,0.0,80.7,96.8,64.6,6.210000000000001,15.81,52.0,0.0
361,2017,Twist Fire,124.0,D,,,202.0,Jul,,Jan,9.0,37.90014,-120.36005,Tuolumne,55,CA,,USW00023258,USW00023258 2017-07-01 00:00:00,7.8,560.0,0.0,31.0,0.0,83.1,99.9,66.3,11.9,16.779999999999998,33.0,1.0
362,2017,Stewart Fire,122.0,D,,,207.0,Aug,,Jan,9.0,34.009026,-117.239099,Riverside,33,CA,,USW00003171,USW00003171 2017-08-01 00:00:00,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0
363,2017,Margarita Fire,120.0,D,,,237.0,Sep,,Jan,9.0,35.31886,-120.50886,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-09-01 00:00:00,7.2,186.0,0.0,6.0,0.0,70.8,83.9,57.7,2.65,25.279999999999998,4.0,0.0
364,2017,Lamb Fire,120.0,D,,,136.0,May,,Jan,9.0,33.88287,-116.99651,Riverside,33,CA,,USW00003171,USW00003171 2017-05-01 00:00:00,5.8,135.0,0.0,9.0,0.02,68.0,80.9,55.0,12.239999999999998,13.2,5.0,2.0
365,2017,Maria Fire,117.0,D,,,189.0,Jul,,Jan,9.0,38.29113,-120.62177,Calaveras,5,CA,,USW00023237,USW00023237 2017-07-01 00:00:00,7.8,479.0,0.0,30.0,0.0,80.4,99.6,61.2,15.63,21.69,32.0,0.0
366,2017,Fallon Fire,116.0,D,,,281.0,Oct,,Jan,9.0,37.7393,-121.85663,Alameda,1,CA,,USW00023285,USW00023285 2017-10-01 00:00:00,4.7,45.0,0.0,2.0,0.13,63.9,79.8,48.0,2.1199999999999997,25.51,21.0,0.0
367,2017,Canyon Fire,114.0,D,,,214.0,Aug,,Jan,9.0,38.49336,-122.2483,Napa,28,CA,,USW00093241,USW00093241 2017-08-01 00:00:00,7.2,450.0,0.0,28.0,0.01,79.5,96.6,62.4,20.730000000000004,46.74,48.0,1.0
368,2017,Flat Fire,111.0,D,,,229.0,Aug,,Jan,9.0,36.93332,-119.43376,Fresno,10,CA,,USW00093193,USW00093193 2017-08-01 00:00:00,6.9,627.0,0.0,30.0,0.0,85.2,99.5,70.9,7.14,17.09,54.0,0.0
369,2017,Lone Fire,111.0,D,,,164.0,Jun,,Jan,9.0,39.38416,-121.5786,Butte,4,CA,,USW00093205,USW00093205 2017-06-01 00:00:00,7.2,377.0,1.0,21.0,0.16,77.1,92.7,61.6,24.560000000000002,27.78,9.0,8.0
370,2017,Poly Fire,105.0,D,,,260.0,Sep,,Jan,9.0,35.3024,-120.65279,San Luis Obispo,40,CA,,USW00093206,USW00093206 2017-09-01 00:00:00,7.2,186.0,0.0,6.0,0.0,70.8,83.9,57.7,2.65,25.279999999999998,4.0,0.0
371,2017,Canyon Fire,105.0,D,,,157.0,Jun,,Jan,9.0,33.950382,-116.884446,Riverside,33,CA,,USW00093138,USW00093138 2017-06-01 00:00:00,7.6,810.0,0.0,29.0,0.0,92.0,108.5,75.5,6.6899999999999995,6.98,42.0,0.0
372,2017,Humboldt Fire,103.0,D,,,98.0,Jul,,Apr,102.0,39.76243,-121.74121,Butte,4,CA,,USW00024216,USW00024216 2017-07-01 00:00:00,6.3,608.0,0.0,31.0,0.0,84.6,102.1,67.2,17.309999999999995,27.109999999999996,35.0,2.0
373,2017,Coalinga Fire,102.0,D,,,233.0,Aug,,Jan,9.0,36.36113,-120.32685,Fresno,10,CA,,USW00023110,USW00023110 2017-08-01 00:00:00,7.8,616.0,0.0,30.0,0.0,84.9,102.3,67.4,4.1499999999999995,9.83,54.0,0.0
374,2017,Lariat Fire,101.0,D,,,183.0,Jul,,Jan,9.0,37.39801,-121.8179,Santa Clara,43,CA,,USW00023293,USW00023293 2017-07-01 00:00:00,6.9,200.0,0.0,6.0,0.0,71.4,84.1,58.7,14.04,18.4,5.0,0.0
375,2017,Church Fire,100.0,D,,,285.0,Oct,,Jan,9.0,32.64962,-116.37345,San Diego,37,CA,,USW00003164,USW00003164 2017-10-01 00:00:00,8.7,64.0,0.0,7.0,0.0,63.5,82.4,44.6,1.26,15.69,29.0,1.0
376,2017,Oakmont Fire (Central LNU Complex),100.0,D,,,192.0,Oct,,Apr,95.0,38.46123,-122.58152,Sonoma,49,CA,,USW00023213,USW00023213 2017-10-01 00:00:00,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0
377,2017,Long Fire,100.0,D,,,278.0,Oct,,Jan,9.0,39.0199,-122.57487,Lake,17,CA,,USW00023275,USW00023275 2017-10-01 00:00:00,2.0,35.0,1.0,7.0,0.21,61.1,80.7,41.6,3.82,52.06,39.0,0.0
378,2017,Timm Fire,100.0,D,,,266.0,Oct,,Jan,9.0,38.43658,-121.97233,Solano,48,CA,,USW00093241,USW00093241 2017-10-01 00:00:00,6.3,44.0,1.0,4.0,0.14,64.9,82.1,47.7,3.8199999999999994,46.74,43.0,0.0
379,2017,Bally Fire,100.0,D,,,237.0,Sep,,Jan,9.0,36.99092,-121.59899,Santa Clara,43,CA,,USW00023277,USW00023277 2017-09-01 00:00:00,4.7,127.0,0.0,4.0,0.18,67.8,79.9,55.7,7.180000000000001,37.510000000000005,1.0,0.0
380,2017,Parkfield Fire,100.0,D,,,237.0,Sep,,Jan,9.0,36.09486,-120.52189,Fresno,10,CA,,USW00093209,USW00093209 2017-09-01 00:00:00,6.7,219.0,0.0,13.0,0.03,71.7,89.3,54.2,1.67,15.969999999999999,51.0,0.0
