,Fire Size Rank,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
222,Small,6.0,219.0,1.0,12.0,0.29,72.3,86.1,58.5,2.84,25.9,48.0,1.0,0.0,0.0,0.0,0.0,2424.5112,0,0,0,0,0,0,0,0,0,0,0,1
224,Small,7.8,24.0,2.0,7.0,0.36,63.5,84.2,42.9,2.08,10.05,59.0,2.0,1.0,98.7,53.0,0.54,8287.3008,0,0,0,0,0,0,0,0,0,0,0,1
318,Very Large,3.4,77.0,0.0,8.0,0.04,66.3,85.3,47.4,14.95,35.44,49.0,0.0,0.0,0.0,0.0,0.0,1427.148,0,0,0,0,0,0,0,0,0,0,0,1
326,Large,6.7,611.0,0.0,31.0,0.01,84.7,98.7,70.8,3.9,8.49,41.0,0.0,1.0,76.0,30.2,0.4,4757.16,0,1,0,0,0,0,0,0,0,0,0,0
331,Large,6.9,701.0,0.0,30.0,0.0,87.6,101.2,74.0,6.42,8.49,17.0,2.0,1.0,81.3,31.3,0.38,1128.5952,0,0,0,0,0,1,0,0,0,0,0,0
345,Medium,6.9,189.0,0.0,11.0,0.01,71.3,87.5,55.1,7.89,22.78,59.0,0.0,1.0,79.6,34.0,0.43,4944.1656,0,0,0,0,0,0,0,0,0,0,0,1
346,Large,5.4,531.0,0.0,31.0,0.0,82.1,100.5,63.8,15.8,32.72,39.0,2.0,1.0,44.0,14.2,0.32,4986.816,0,1,0,0,0,0,0,0,0,0,0,0
355,Large,5.6,150.0,1.0,11.0,0.22,69.8,86.5,53.1,5.26,18.290000000000003,55.0,0.0,1.0,160.8,54.3,0.34,3352.9776,0,0,0,0,0,0,0,0,0,0,0,1
419,Medium,7.8,24.0,2.0,7.0,0.36,63.5,84.2,42.9,2.08,10.05,59.0,2.0,1.0,110.0,49.7,0.45,5272.2456,0,0,0,0,0,0,0,0,0,0,0,1
471,Large,14.1,55.0,0.0,0.0,0.0,62.1,72.5,51.7,27.86,30.1,0.0,2.0,0.0,0.0,0.0,0.0,1351.6896000000002,0,0,0,0,0,0,1,0,0,0,0,0
472,Very Large,15.7,216.0,0.0,12.0,0.0,72.1,86.7,57.5,15.410000000000002,16.99,13.0,2.0,0.0,0.0,0.0,0.0,3129.8832,0,0,0,0,0,0,1,0,0,0,0,0
525,Very Large,4.3,169.0,0.0,0.0,0.0,70.4,77.3,63.5,38.07,49.06,0.0,4.0,1.0,79.6,34.0,0.43,4940.8848,0,1,0,0,0,0,0,0,0,0,0,0
555,Small,5.6,393.0,0.0,18.0,0.0,77.7,91.2,64.2,19.79,27.08,9.0,2.0,0.0,0.0,0.0,0.0,1564.9416,0,0,0,0,0,1,0,0,0,0,0,0
581,Small,11.4,83.0,1.0,0.0,0.32,65.0,75.2,54.8,3.21,30.1,21.0,0.0,0.0,0.0,0.0,0.0,2788.6800000000003,0,0,0,0,0,0,0,0,0,0,0,1
584,Large,10.1,131.0,1.0,10.0,0.8,69.3,86.4,52.2,1.96,16.99,61.0,1.0,0.0,0.0,0.0,0.0,3585.9144,0,0,0,0,0,0,0,0,0,0,0,1
613,Very Large,7.6,9.0,1.0,0.0,0.53,59.6,76.5,42.6,2.56,20.22,27.0,1.0,0.0,0.0,0.0,0.0,3015.0552,0,0,0,0,0,0,0,0,0,0,1,0
620,Medium,7.6,9.0,1.0,0.0,0.53,59.6,76.5,42.6,2.56,20.22,27.0,1.0,0.0,0.0,0.0,0.0,2785.3992000000003,0,0,0,0,0,0,0,0,0,0,1,0
663,Small,11.4,83.0,1.0,0.0,0.32,65.0,75.2,54.8,3.21,30.1,21.0,0.0,0.0,0.0,0.0,0.0,3323.4504,0,0,0,0,0,0,0,0,0,0,0,1
672,Very Large,4.3,0.0,0.0,0.0,0.19,53.5,60.5,46.5,21.95,36.27,0.0,0.0,1.0,110.0,49.0,0.45,2637.7632000000003,0,0,0,0,0,0,0,0,0,0,0,1
695,Medium,5.1,16.0,1.0,0.0,0.3,59.6,67.0,52.3,32.74,49.06,0.0,0.0,1.0,96.7,34.4,0.36,2470.4424,0,0,0,0,0,0,0,0,0,0,0,1
722,Very Large,12.1,632.0,1.0,31.0,0.16,85.4,101.1,69.7,11.76,16.99,25.0,1.0,1.0,76.0,30.2,0.4,3264.396,0,0,0,0,0,1,0,0,0,0,0,0
759,Medium,7.8,24.0,2.0,7.0,0.36,63.5,84.2,42.9,2.08,10.05,59.0,2.0,1.0,110.0,49.7,0.45,8018.2752,0,0,0,0,0,0,0,0,0,0,0,1
762,Large,7.4,482.0,0.0,31.0,0.02,80.6,102.1,59.0,6.109999999999999,10.05,24.0,1.0,1.0,76.0,30.2,0.4,7460.5392,0,0,0,0,0,1,0,0,0,0,0,0
776,Very Large,10.5,607.0,0.0,31.0,0.05,84.6,100.5,68.7,9.34,15.71,25.0,2.0,0.0,0.0,0.0,0.0,3261.1152,0,0,0,0,0,1,0,0,0,0,0,0
787,Medium,6.3,0.0,4.0,0.0,1.41,38.5,51.8,25.3,5.72,18.22,0.0,5.0,1.0,37.0,14.5,0.39,5380.512000000001,0,0,0,0,0,0,0,0,0,1,0,0
793,Small,7.4,482.0,0.0,31.0,0.02,80.6,102.1,59.0,6.109999999999999,10.05,24.0,1.0,1.0,169.9,68.5,0.4,7066.8432,0,0,0,0,0,1,0,0,0,0,0,0
794,Medium,7.4,482.0,0.0,31.0,0.02,80.6,102.1,59.0,6.109999999999999,10.05,24.0,1.0,1.0,169.9,68.5,0.4,6515.6688,0,0,0,0,0,1,0,0,0,0,0,0
813,Large,4.3,0.0,0.0,0.0,0.19,53.5,60.5,46.5,21.95,36.27,0.0,0.0,1.0,110.0,49.0,0.45,616.7904,0,0,0,0,0,0,0,0,0,0,0,1
849,Medium,6.5,366.0,0.0,15.0,0.0,76.8,88.8,64.8,23.540000000000003,35.32000000000001,7.0,1.0,0.0,0.0,0.0,0.0,1473.0792,0,0,0,0,0,1,0,0,0,0,0,0
877,Small,4.9,191.0,0.0,13.0,0.02,71.3,88.1,54.5,12.84,32.72,61.0,0.0,1.0,110.0,49.0,0.45,2824.7688000000003,0,0,0,0,0,0,0,0,0,0,0,1
899,Very Large,4.7,0.0,6.0,0.0,4.84,52.8,65.5,40.2,6.13,32.72,15.0,2.0,1.0,61.1,54.0,0.88,3497.3328,0,0,0,0,0,0,0,0,0,1,0,0
930,Small,4.9,159.0,1.0,5.0,0.27,70.3,82.6,57.9,3.92,35.32000000000001,28.0,0.0,0.0,0.0,0.0,0.0,941.5896,0,0,0,0,0,0,0,0,0,0,0,1
946,Medium,5.8,349.0,0.0,13.0,0.01,76.3,88.1,64.5,14.22,35.32000000000001,17.0,0.0,0.0,0.0,0.0,0.0,1637.1192,0,1,0,0,0,0,0,0,0,0,0,0
1065,Small,14.1,227.0,0.0,5.0,0.0,71.2,81.7,60.7,8.63,11.85,0.0,2.0,0.0,0.0,0.0,0.0,2785.3992000000003,0,0,0,0,0,0,1,0,0,0,0,0
1131,Medium,14.1,227.0,0.0,5.0,0.0,71.2,81.7,60.7,8.63,11.85,0.0,2.0,0.0,0.0,0.0,0.0,4202.7048,0,0,0,0,0,0,1,0,0,0,0,0
1155,Medium,11.2,430.0,1.0,20.0,0.13,78.9,89.7,68.0,8.22,11.85,5.0,0.0,0.0,0.0,0.0,0.0,1272.9504000000002,0,0,0,0,0,1,0,0,0,0,0,0
1174,Small,4.7,126.0,0.0,1.0,0.0,66.3,73.4,59.2,81.18000000000002,88.29000000000002,0.0,21.0,1.0,68.4,24.6,0.36,5190.225600000001,0,0,0,0,0,0,1,0,0,0,0,0
1220,Large,11.2,385.0,1.0,22.0,0.15,78.3,94.5,62.0,3.49,6.15,14.0,2.0,0.0,0.0,0.0,0.0,3228.3072,0,0,0,0,0,0,1,0,0,0,0,0
1268,Large,8.1,999.0,1.0,31.0,0.34,97.2,109.8,84.6,1.32,3.1300000000000003,56.0,0.0,0.0,0.0,0.0,0.0,3736.8312,0,0,0,0,0,1,0,0,0,0,0,0
1269,Medium,8.1,999.0,1.0,31.0,0.34,97.2,109.8,84.6,1.32,3.1300000000000003,56.0,0.0,0.0,0.0,0.0,0.0,3927.1176,0,0,0,0,0,1,0,0,0,0,0,0
1296,Very Large,7.8,265.0,0.0,25.0,0.06,73.7,94.5,53.0,6.619999999999999,6.819999999999999,7.0,2.0,1.0,130.1,53.0,0.41,3946.8024,0,0,0,0,0,0,1,0,0,0,0,0
1312,Very Large,5.1,51.0,0.0,2.0,0.0,64.1,82.6,45.7,13.72,29.3,0.0,2.0,1.0,143.5,32.7,0.23,8126.5416,0,0,0,0,0,1,0,0,0,0,0,0
1382,Small,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,128.0,50.0,0.39,5797.1736,0,0,0,0,0,0,1,0,0,0,0,0
1384,Medium,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,128.0,50.0,0.39,3894.3096,0,0,0,0,0,1,0,0,0,0,0,0
1385,Large,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,128.0,50.0,0.39,5108.2056,0,0,0,0,0,1,0,0,0,0,0,0
1389,Very Large,8.1,999.0,1.0,31.0,0.34,97.2,109.8,84.6,1.32,3.1300000000000003,56.0,0.0,0.0,0.0,0.0,0.0,4189.5816,0,0,0,0,0,1,0,0,0,0,0,0
1461,Very Large,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,159.3,76.6,0.48,7188.232800000001,0,0,0,0,0,0,1,0,0,0,0,0
1477,Very Large,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,159.3,76.6,0.48,3431.7168,0,0,0,0,0,1,0,0,0,0,0,0
1508,Small,4.7,126.0,0.0,1.0,0.0,66.3,73.4,59.2,81.18000000000002,88.29000000000002,0.0,21.0,1.0,68.4,24.6,0.36,4363.464,0,0,0,0,0,0,1,0,0,0,0,0
1544,Medium,10.1,388.0,0.0,28.0,0.0,78.9,96.9,60.8,2.91,6.15,46.0,1.0,0.0,0.0,0.0,0.0,4694.8248,0,1,0,0,0,0,0,0,0,0,0,0
1556,Medium,4.9,1.0,0.0,0.0,0.11,57.6,75.2,40.0,27.44,29.3,0.0,9.0,1.0,59.8,21.1,0.35,6518.9496,0,0,0,0,0,0,1,0,0,0,0,0
1560,Medium,4.9,0.0,1.0,0.0,0.49,58.5,78.3,38.6,9.79,29.3,2.0,0.0,1.0,143.5,32.7,0.23,9166.5552,0,1,0,0,0,0,0,0,0,0,0,0
1569,Very Large,11.2,430.0,1.0,20.0,0.13,78.9,89.7,68.0,8.22,11.85,5.0,0.0,1.0,85.3,26.8,0.31,2700.0984000000003,0,0,0,0,0,1,0,0,0,0,0,0
1586,Very Large,11.2,430.0,1.0,20.0,0.13,78.9,89.7,68.0,8.22,11.85,5.0,0.0,1.0,85.3,26.8,0.31,5383.7928,0,0,0,0,0,1,0,0,0,0,0,0
1601,Small,6.7,453.0,1.0,31.0,0.26,79.6,99.9,59.3,4.52,6.819999999999999,32.0,0.0,1.0,167.5,63.6,0.38,7618.0176,0,0,0,0,0,1,0,0,0,0,0,0
1662,Large,11.0,418.0,0.0,30.0,0.0,78.5,96.9,60.1,2.7500000000000004,5.5,51.0,0.0,0.0,0.0,0.0,0.0,3428.436,0,1,0,0,0,0,0,0,0,0,0,0
1698,Small,6.9,829.0,0.0,31.0,0.0,91.7,106.8,76.7,1.5300000000000002,3.1300000000000003,61.0,1.0,0.0,0.0,0.0,0.0,4767.0024,0,1,0,0,0,0,0,0,0,0,0,0
1702,Small,4.9,0.0,1.0,0.0,0.49,58.5,78.3,38.6,9.79,29.3,2.0,0.0,1.0,59.8,21.1,0.35,5347.704000000001,0,1,0,0,0,0,0,0,0,0,0,0
1707,Small,5.6,401.0,0.0,20.0,0.0,78.0,92.5,63.4,8.6,11.14,46.0,0.0,0.0,0.0,0.0,0.0,1879.8984,0,1,0,0,0,0,0,0,0,0,0,0
1738,Small,5.6,550.0,0.0,28.0,0.0,82.8,98.0,67.5,5.39,6.73,20.0,1.0,0.0,0.0,0.0,0.0,1049.856,0,0,0,0,0,1,0,0,0,0,0,0
1761,Very Large,8.1,258.0,0.0,22.0,0.0,73.3,92.3,54.3,14.0,13.46,8.0,7.0,0.0,0.0,0.0,0.0,1387.7784,0,0,0,0,0,0,1,0,0,0,0,0
1795,Very Large,6.9,829.0,0.0,31.0,0.0,91.7,106.8,76.7,1.5300000000000002,3.1300000000000003,61.0,1.0,0.0,0.0,0.0,0.0,3392.3472,0,1,0,0,0,0,0,0,0,0,0,0
1805,Very Large,7.4,803.0,0.0,30.0,0.0,91.8,107.1,76.4,1.32,3.1300000000000003,29.0,0.0,0.0,0.0,0.0,0.0,6532.0728,0,0,0,0,0,0,1,0,0,0,0,0
1808,Very Large,6.3,4.0,1.0,0.0,0.36,54.2,68.0,40.4,1.7200000000000002,6.73,0.0,1.0,0.0,0.0,0.0,0.0,5567.5176,0,0,0,0,1,0,0,0,0,0,0,0
1810,Medium,5.6,425.0,0.0,29.0,0.01,78.7,95.8,61.7,12.91,29.29,51.0,1.0,0.0,0.0,0.0,0.0,5862.7896,0,1,0,0,0,0,0,0,0,0,0,0
1814,Very Large,6.0,2.0,5.0,0.0,4.44,51.0,64.4,37.6,26.31,44.38,0.0,26.0,1.0,215.0,113.0,0.53,4081.3152,0,0,0,1,0,0,0,0,0,0,0,0
1819,Medium,4.7,0.0,0.0,0.0,0.11,55.4,61.2,49.5,23.26,59.89000000000001,0.0,1.0,1.0,159.3,76.6,0.48,2050.5,0,1,0,0,0,0,0,0,0,0,0,0
1826,Large,7.8,265.0,0.0,25.0,0.06,73.7,94.5,53.0,6.619999999999999,6.819999999999999,7.0,2.0,1.0,167.5,63.6,0.38,8923.776,0,0,0,0,0,0,1,0,0,0,0,0
1841,Very Large,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,128.0,50.0,0.39,4350.3408,0,0,0,0,0,0,1,0,0,0,0,0
1842,Very Large,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,128.0,50.0,0.39,4468.4496,0,0,0,0,0,0,1,0,0,0,0,0
1875,Medium,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,54.2,18.9,0.35,5505.182400000001,0,0,0,0,0,0,1,0,0,0,0,0
1877,Small,1.6,279.0,0.0,7.0,0.0,74.3,84.4,64.2,5.869999999999999,12.05,20.0,0.0,0.0,0.0,0.0,0.0,754.5840000000001,0,0,0,0,0,0,0,0,0,0,0,1
1885,Very Large,4.9,347.0,0.0,14.0,0.0,76.2,89.7,62.7,10.0,14.15,42.0,0.0,0.0,0.0,0.0,0.0,1889.7408,0,1,0,0,0,0,0,0,0,0,0,0
1888,Small,11.0,211.0,0.0,7.0,0.0,70.9,80.9,60.9,4.739999999999999,11.85,28.0,1.0,0.0,0.0,0.0,0.0,1902.864,0,0,0,0,0,0,0,0,0,0,0,1
1897,Large,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,54.2,18.9,0.35,5282.088000000001,0,0,0,0,0,0,1,0,0,0,0,0
1898,Very Large,7.2,243.0,0.0,12.0,0.0,72.7,88.3,57.1,9.67,9.57,3.0,8.0,1.0,68.4,24.6,0.36,6253.2048,0,0,0,0,0,0,1,0,0,0,0,0
1901,Medium,7.4,456.0,2.0,27.0,0.34,79.7,95.9,63.5,5.78,9.57,15.0,2.0,1.0,57.8,22.0,0.38,5328.019200000001,0,0,0,0,0,1,0,0,0,0,0,0
1909,Medium,4.7,267.0,0.0,0.0,0.0,73.5,80.4,66.5,47.48,88.29000000000002,1.0,5.0,1.0,68.4,24.6,0.36,3172.5336,0,0,0,0,0,1,0,0,0,0,0,0
1920,Very Large,4.5,0.0,3.0,0.0,2.68,55.7,72.8,38.6,2.8,10.22,0.0,3.0,0.0,0.0,0.0,0.0,2880.5424000000003,0,0,0,1,0,0,0,0,0,0,0,0
1923,Medium,7.2,243.0,0.0,12.0,0.0,72.7,88.3,57.1,9.67,9.57,3.0,8.0,1.0,68.4,24.6,0.36,4940.8848,0,0,0,0,0,0,1,0,0,0,0,0
1950,Very Large,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,128.0,50.0,0.39,5501.9016,0,0,0,0,0,0,1,0,0,0,0,0
1953,Small,5.4,327.0,0.0,20.0,0.0,75.8,91.2,60.4,8.379999999999999,14.17,60.0,0.0,1.0,105.3,45.6,0.43,1564.9416,0,0,0,0,0,0,0,0,0,0,0,1
1963,Medium,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,54.2,18.9,0.35,4675.14,0,0,0,0,0,1,0,0,0,0,0,0
1986,Small,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,1.0,159.3,76.6,0.48,4894.9536,0,0,0,0,0,1,0,0,0,0,0,0
2013,Medium,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,0.0,0.0,0.0,0.0,2618.0784000000003,0,0,0,0,0,1,0,0,0,0,0,0
2030,Medium,6.5,316.0,0.0,13.0,0.0,75.5,87.0,64.0,11.75,13.25,1.0,6.0,0.0,0.0,0.0,0.0,2686.9752000000003,0,0,0,0,0,0,1,0,0,0,0,0
2070,Small,5.6,550.0,0.0,28.0,0.0,82.8,98.0,67.5,5.39,6.73,20.0,1.0,0.0,0.0,0.0,0.0,2116.116,0,0,0,0,0,1,0,0,0,0,0,0
2110,Medium,6.3,266.0,0.0,21.0,0.0,73.6,90.7,56.4,4.52,9.57,39.0,2.0,1.0,68.4,24.6,0.36,6151.5,0,1,0,0,0,0,0,0,0,0,0,0
2111,Very Large,7.4,456.0,2.0,27.0,0.34,79.7,95.9,63.5,5.78,9.57,15.0,2.0,1.0,68.4,24.6,0.36,5908.7208,0,0,0,0,0,1,0,0,0,0,0,0
2146,Large,6.3,53.0,0.0,2.0,0.0,65.1,73.9,56.2,15.529999999999998,17.23,1.0,7.0,0.0,0.0,0.0,0.0,3589.1952,0,0,0,0,0,0,1,0,0,0,0,0
2148,Very Large,4.9,100.0,0.0,1.0,0.0,67.2,78.8,55.5,13.39,15.89,0.0,1.0,0.0,0.0,0.0,0.0,3497.3328,0,0,0,0,0,1,0,0,0,0,0,0
2171,Very Large,4.9,440.0,0.0,29.0,0.04,79.2,96.4,62.0,19.02,44.38,52.0,1.0,1.0,54.2,18.9,0.35,4547.1888,0,1,0,0,0,0,0,0,0,0,0,0
2176,Very Large,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,54.2,18.9,0.35,4553.7504,0,0,0,0,0,1,0,0,0,0,0,0
2191,Medium,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,54.2,18.9,0.35,4875.2688,0,0,0,0,0,1,0,0,0,0,0,0
2192,Very Large,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,54.2,18.9,0.35,5078.678400000001,0,0,0,0,0,1,0,0,0,0,0,0
2199,Medium,12.8,0.0,1.0,0.0,0.64,56.9,65.7,48.2,2.0,11.85,15.0,0.0,0.0,0.0,0.0,0.0,2736.1872000000003,0,0,0,0,0,0,0,0,0,0,1,0
2207,Large,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,54.2,18.9,0.35,4517.6616,0,0,0,0,0,0,1,0,0,0,0,0
2210,Medium,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,54.2,18.9,0.35,5685.6264,0,0,0,0,0,0,1,0,0,0,0,0
2215,Very Large,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,0.0,0.0,0.0,0.0,3106.9176,0,0,0,0,0,1,0,0,0,0,0,0
2235,Very Large,6.9,429.0,1.0,21.0,0.34,79.3,94.7,63.9,24.51,29.29,10.0,13.0,1.0,159.3,76.6,0.48,5551.113600000001,0,0,0,0,0,0,1,0,0,0,0,0
2236,Very Large,4.5,274.0,0.0,17.0,0.0,74.1,91.1,57.2,3.29,6.73,48.0,0.0,0.0,0.0,0.0,0.0,4996.6584,0,0,0,0,0,0,0,0,0,0,0,1
2254,Small,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,1.0,159.3,76.6,0.48,3635.1264,0,0,0,0,0,1,0,0,0,0,0,0
2256,Large,5.1,21.0,0.0,1.0,0.0,65.0,74.7,55.3,9.76,15.89,1.0,0.0,0.0,0.0,0.0,0.0,1348.4088000000002,0,1,0,0,0,0,0,0,0,0,0,0
2259,Small,6.7,27.0,0.0,1.0,0.01,64.9,76.1,53.7,12.169999999999998,22.95,5.0,0.0,0.0,0.0,0.0,0.0,1794.5976,0,0,0,0,0,0,0,0,0,0,0,1
2263,Very Large,5.6,102.0,0.0,0.0,0.0,65.3,72.9,57.7,31.360000000000003,88.29000000000002,0.0,0.0,1.0,57.8,22.0,0.38,2001.288,0,0,0,0,0,0,0,0,0,0,0,1
2264,Very Large,4.3,401.0,0.0,24.0,0.0,77.9,97.0,58.9,30.739999999999995,55.68000000000001,17.0,1.0,0.0,0.0,0.0,0.0,6118.692,0,0,0,0,0,1,0,0,0,0,0,0
2279,Very Large,5.6,102.0,0.0,0.0,0.0,65.3,72.9,57.7,31.360000000000003,88.29000000000002,0.0,0.0,1.0,68.4,24.6,0.36,5724.996,0,0,0,0,0,0,0,0,0,0,0,1
2280,Very Large,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,1.0,159.3,76.6,0.48,3543.264,0,0,0,0,0,1,0,0,0,0,0,0
2288,Very Large,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,1.0,159.3,76.6,0.48,3474.3672,0,0,0,0,0,1,0,0,0,0,0,0
2290,Small,4.7,0.0,0.0,0.0,0.11,55.4,61.2,49.5,23.26,59.89000000000001,0.0,1.0,1.0,159.3,76.6,0.48,3005.2128,0,1,0,0,0,0,0,0,0,0,0,0
2293,Small,6.3,623.0,0.0,30.0,0.0,85.1,101.7,68.5,17.17,29.29,29.0,2.0,1.0,159.3,76.6,0.48,5711.8728,0,0,0,0,0,1,0,0,0,0,0,0
2294,Very Large,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,1.0,159.3,76.6,0.48,3720.4272,0,0,0,0,0,1,0,0,0,0,0,0
2303,Medium,5.6,641.0,0.0,31.0,0.0,85.7,102.4,69.0,26.19,44.38,30.0,3.0,1.0,54.2,18.9,0.35,4609.524,0,0,0,0,0,1,0,0,0,0,0,0
2320,Large,4.9,261.0,0.0,11.0,0.0,73.7,86.3,61.1,6.260000000000001,13.25,38.0,0.0,0.0,0.0,0.0,0.0,3421.8744,0,0,0,0,0,0,0,0,0,0,0,1
2328,Large,4.5,284.0,0.0,12.0,0.0,74.5,88.4,60.5,7.29,14.15,41.0,0.0,0.0,0.0,0.0,0.0,1617.4344,0,0,0,0,0,0,0,0,0,0,0,1
2333,Small,4.9,440.0,0.0,29.0,0.04,79.2,96.4,62.0,19.02,44.38,52.0,1.0,1.0,128.0,50.0,0.39,4235.5128,0,1,0,0,0,0,0,0,0,0,0,0
2335,Medium,4.9,6.0,0.0,0.0,0.04,59.8,68.9,50.8,2.24,13.45,0.0,0.0,0.0,0.0,0.0,0.0,3297.204,0,0,0,0,0,0,0,0,0,0,1,0
2356,Medium,4.7,0.0,0.0,0.0,0.04,52.8,72.4,33.3,7.2,29.3,2.0,1.0,1.0,59.8,21.1,0.35,6423.8064,0,0,0,0,0,0,0,0,0,0,0,1
2360,Very Large,11.0,211.0,0.0,7.0,0.0,70.9,80.9,60.9,4.739999999999999,11.85,28.0,1.0,0.0,0.0,0.0,0.0,3556.3872,0,0,0,0,0,0,0,0,0,0,0,1
2393,Very Large,5.1,0.0,0.0,0.0,0.09,57.0,63.5,50.4,35.11000000000001,59.89000000000001,0.0,5.0,0.0,0.0,0.0,0.0,3904.152,0,0,0,0,0,1,0,0,0,0,0,0
2437,Very Large,6.3,53.0,0.0,2.0,0.0,65.1,73.9,56.2,15.529999999999998,17.23,1.0,7.0,0.0,0.0,0.0,0.0,2171.8896,0,0,0,0,0,0,1,0,0,0,0,0
2438,Very Large,6.3,623.0,0.0,30.0,0.0,85.1,101.7,68.5,17.17,29.29,29.0,2.0,1.0,159.3,76.6,0.48,6276.1704,0,0,0,0,0,1,0,0,0,0,0,0
