,Fire Size Rank,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
33119,Large,5.8,322.0,0.0,17.0,0.0,75.7,90.6,60.8,2.03,12.24,36.0,0.0,0.0,0.0,0.0,0.0,2893.6656000000003,0,0,0,0,0,0,0,0,0,0,0,1
33120,Large,4.9,144.0,0.0,8.0,0.01,69.3,82.4,56.3,1.45,12.24,40.0,0.0,0.0,0.0,0.0,0.0,2332.6488,0,0,0,0,0,0,0,0,0,0,1,0
33131,Very Large,4.3,194.0,0.0,0.0,0.0,70.7,78.9,62.6,20.94,40.220000000000006,0.0,2.0,1.0,39.6,16.9,0.43,4986.816,0,1,0,0,0,0,0,0,0,0,0,0
33145,Very Large,4.7,0.0,1.0,0.0,0.3,48.8,66.6,31.0,1.87,6.48,0.0,2.0,1.0,0.0,0.0,0.0,4675.14,0,0,0,0,0,0,0,0,0,0,1,0
33146,Very Large,6.9,251.0,1.0,13.0,0.12,73.4,88.6,58.2,3.52,10.25,45.0,0.0,1.0,0.0,0.0,0.0,1338.5664000000002,0,0,0,0,0,0,0,0,0,0,0,1
33201,Medium,7.2,322.0,0.0,13.0,0.03,75.4,89.4,61.4,11.59,12.24,23.0,0.0,0.0,0.0,0.0,0.0,3943.5216,0,0,0,0,0,1,0,0,0,0,0,0
33207,Medium,11.6,457.0,0.0,25.0,0.01,80.2,94.7,65.8,5.7700000000000005,5.98,42.0,0.0,0.0,0.0,0.0,0.0,3011.7744,0,0,0,0,0,1,0,0,0,0,0,0
33209,Large,5.6,277.0,0.0,8.0,0.0,73.9,86.4,61.4,12.64,14.31,15.0,0.0,0.0,0.0,0.0,0.0,1735.5432,0,0,0,0,0,1,0,0,0,0,0,0
33229,Medium,11.6,539.0,0.0,31.0,0.0,82.4,100.3,64.5,4.989999999999999,6.48,45.0,0.0,0.0,0.0,0.0,0.0,3156.1296,0,1,0,0,0,0,0,0,0,0,0,0
33231,Medium,4.9,378.0,0.0,18.0,0.0,77.2,91.3,63.1,7.779999999999999,14.31,19.0,0.0,0.0,0.0,0.0,0.0,1348.4088000000002,0,1,0,0,0,0,0,0,0,0,0,0
33281,Very Large,4.9,252.0,0.0,17.0,0.01,73.1,89.7,56.6,8.180000000000001,12.44,15.0,0.0,0.0,0.0,0.0,0.0,1558.38,0,1,0,0,0,0,0,0,0,0,0,0
33292,Small,4.7,93.0,0.0,3.0,0.0,68.1,80.3,55.8,2.15,11.01,0.0,0.0,0.0,0.0,0.0,0.0,1656.804,0,0,0,0,0,0,0,0,0,0,0,1
33301,Large,5.1,224.0,0.0,16.0,0.0,73.3,90.4,56.2,1.9,12.79,32.0,1.0,0.0,0.0,0.0,0.0,1043.2944,0,0,0,0,0,0,0,0,0,0,0,1
33304,Large,7.2,0.0,1.0,0.0,0.8,52.7,68.4,37.0,0.8200000000000001,8.780000000000001,17.0,2.0,0.0,0.0,0.0,0.0,4032.1032,0,0,0,0,0,0,0,0,0,1,0,0
33312,Very Large,6.9,524.0,0.0,27.0,0.0,81.9,97.6,66.1,5.140000000000001,10.260000000000002,51.0,0.0,1.0,65.8,29.0,0.44,2873.9808000000003,0,1,0,0,0,0,0,0,0,0,0,0
33328,Medium,7.6,513.0,0.0,28.0,0.08,81.6,96.4,66.7,7.73,10.260000000000002,41.0,0.0,1.0,67.1,20.4,0.3,2158.7664,0,0,0,0,0,1,0,0,0,0,0,0
33356,Very Large,8.3,459.0,0.0,31.0,0.05,79.8,101.0,58.6,0.08,1.31,30.0,0.0,1.0,78.7,32.5,0.41,6568.1616,0,0,0,0,0,1,0,0,0,0,0,0
33358,Medium,6.7,34.0,2.0,0.0,1.83,61.0,71.1,50.8,0.01,2.869999999999999,1.0,0.0,0.0,0.0,0.0,0.0,846.4464,0,0,0,0,0,0,0,0,0,1,0,0
33359,Very Large,5.8,592.0,0.0,31.0,0.0,84.1,100.9,67.3,10.86,27.71,27.0,3.0,1.0,37.2,34.8,0.94,3011.7744,0,0,0,0,0,1,0,0,0,0,0,0
33371,Small,7.2,213.0,0.0,9.0,0.0,72.1,86.0,58.1,3.2,4.46,5.0,2.0,0.0,0.0,0.0,0.0,3100.356,0,0,0,0,0,0,1,0,0,0,0,0
33379,Medium,4.9,311.0,0.0,20.0,0.0,75.4,91.5,59.2,0.7,2.92,34.0,0.0,0.0,0.0,0.0,0.0,1689.612,0,1,0,0,0,0,0,0,0,0,0,0
33380,Medium,3.4,43.0,0.0,5.0,0.02,63.2,75.4,51.1,0.37,2.92,38.0,0.0,0.0,0.0,0.0,0.0,1751.9472,0,0,0,0,0,0,0,0,0,0,1,0
33381,Very Large,7.2,213.0,0.0,9.0,0.0,72.1,86.0,58.1,3.2,4.46,5.0,2.0,0.0,0.0,0.0,0.0,2795.2416000000003,0,0,0,0,0,0,1,0,0,0,0,0
33405,Very Large,7.6,419.0,0.0,24.0,0.0,79.0,92.7,65.2,2.26,3.4200000000000004,9.0,2.0,1.0,61.2,14.3,0.23,2752.5912000000003,0,0,0,0,0,0,1,0,0,0,0,0
33418,Very Large,5.1,0.0,1.0,1.0,0.15,55.2,73.7,36.7,1.97,2.8800000000000003,0.0,3.0,0.0,0.0,0.0,0.0,1377.936,0,0,0,1,0,0,0,0,0,0,0,0
33426,Medium,5.6,0.0,1.0,0.0,0.3,55.8,71.4,40.2,2.26,2.92,1.0,1.0,0.0,0.0,0.0,0.0,1256.5464,0,0,0,0,0,0,0,1,0,0,0,0
33431,Very Large,5.6,196.0,0.0,10.0,0.0,71.5,86.5,56.6,2.3000000000000003,4.48,7.0,0.0,0.0,0.0,0.0,0.0,4730.9136,0,0,0,0,0,1,0,0,0,0,0,0
33457,Large,12.3,130.0,0.0,6.0,0.02,67.6,82.8,52.4,1.34,1.55,2.0,0.0,0.0,0.0,0.0,0.0,3461.244,0,0,0,0,0,0,0,0,1,0,0,0
33469,Small,2.7,198.0,0.0,0.0,0.0,71.4,80.5,62.3,0.76,4.37,1.0,0.0,0.0,0.0,0.0,0.0,1630.5576,0,1,0,0,0,0,0,0,0,0,0,0
33479,Very Large,5.6,337.0,0.0,15.0,0.0,75.9,89.6,62.2,0.6699999999999999,2.61,8.0,0.0,0.0,0.0,0.0,0.0,1532.1336,0,0,0,0,0,1,0,0,0,0,0,0
33483,Large,13.2,496.0,0.0,29.0,0.0,81.0,98.1,63.9,0.38,2.03,54.0,0.0,0.0,0.0,0.0,0.0,3106.9176,0,1,0,0,0,0,0,0,0,0,0,0
33513,Very Large,6.0,186.0,0.0,4.0,0.0,71.1,83.6,58.7,1.3000000000000005,2.61,5.0,0.0,0.0,0.0,0.0,0.0,1387.7784,0,0,0,0,0,0,1,0,0,0,0,0
33521,Medium,12.8,274.0,0.0,9.0,0.0,73.8,84.2,63.4,0.4299999999999999,2.41,10.0,0.0,0.0,0.0,0.0,0.0,1256.5464,0,1,0,0,0,0,0,0,0,0,0,0
33524,Very Large,12.1,222.0,0.0,7.0,0.02,70.1,80.1,60.1,0.39,2.41,18.0,0.0,0.0,0.0,0.0,0.0,1627.2768,0,0,0,0,0,0,0,0,0,0,0,1
33526,Medium,4.5,350.0,0.0,19.0,0.04,76.5,90.8,62.2,0.18,2.61,28.0,0.0,0.0,0.0,0.0,0.0,1210.6152,0,0,0,0,0,0,0,0,0,0,0,1
33534,Medium,5.4,616.0,0.0,31.0,0.05,84.8,102.2,67.5,17.869999999999997,34.03,29.0,2.0,1.0,38.6,33.6,0.87,3782.7624,0,0,0,0,0,1,0,0,0,0,0,0
33535,Very Large,6.7,440.0,0.0,21.0,0.0,79.7,94.9,64.4,32.59,34.03,8.0,11.0,1.0,38.6,33.6,0.87,3605.5992,0,0,0,0,0,0,1,0,0,0,0,0
33539,Small,6.7,440.0,0.0,21.0,0.0,79.7,94.9,64.4,32.59,34.03,8.0,11.0,1.0,103.8,47.6,0.46,1988.1648,0,0,0,0,0,0,1,0,0,0,0,0
33580,Very Large,5.1,45.0,4.0,1.0,2.17,63.4,81.9,45.0,4.6000000000000005,8.26,0.0,3.0,1.0,0.0,0.0,0.0,2975.6856,0,0,0,0,0,1,0,0,0,0,0,0
33586,Very Large,7.6,513.0,0.0,31.0,0.0,81.6,99.4,63.8,5.01,9.68,24.0,2.0,1.0,84.0,37.2,0.44,1833.9672,0,0,0,0,0,1,0,0,0,0,0,0
33600,Very Large,11.4,315.0,0.0,9.0,0.0,75.2,85.7,64.7,4.84,11.73,19.0,0.0,0.0,0.0,0.0,0.0,3881.1864,0,0,0,0,0,0,0,0,0,0,0,1
33601,Very Large,5.4,60.0,1.0,9.0,0.37,64.3,80.8,47.9,2.6,14.34,1.0,0.0,0.0,0.0,0.0,0.0,1840.5288,0,0,0,0,0,0,0,0,0,0,1,0
33609,Very Large,7.4,920.0,1.0,31.0,0.17,94.7,108.1,81.2,2.84,3.4000000000000004,47.0,0.0,0.0,0.0,0.0,0.0,2007.8496,0,0,0,0,0,1,0,0,0,0,0,0
33611,Small,6.5,747.0,0.0,30.0,0.01,89.9,103.4,76.4,1.51,3.4000000000000004,62.0,3.0,0.0,0.0,0.0,0.0,2145.6432,0,0,0,0,0,0,0,0,0,0,0,1
33616,Medium,6.3,454.0,0.0,25.0,0.03,79.7,93.5,65.8,9.2,12.73,11.0,1.0,0.0,0.0,0.0,0.0,2447.4768,0,0,0,0,0,1,0,0,0,0,0,0
33617,Medium,6.3,454.0,0.0,25.0,0.03,79.7,93.5,65.8,9.2,12.73,11.0,1.0,0.0,0.0,0.0,0.0,3008.4936,0,0,0,0,0,1,0,0,0,0,0,0
33619,Very Large,5.4,250.0,0.0,15.0,0.01,72.6,86.9,58.3,1.74,12.73,48.0,0.0,0.0,0.0,0.0,0.0,1860.2136,0,0,0,0,0,0,0,0,0,0,1,0
33625,Large,5.1,450.0,0.0,28.0,0.0,80.5,97.4,63.7,9.01,11.36,36.0,0.0,0.0,0.0,0.0,0.0,3307.0464,0,1,0,0,0,0,0,0,0,0,0,0
33639,Medium,6.9,441.0,0.0,28.0,0.23,79.2,96.7,61.7,1.96,4.93,23.0,1.0,1.0,37.4,16.4,0.44,5695.468800000001,0,0,0,0,0,1,0,0,0,0,0,0
33679,Large,10.1,610.0,0.0,30.0,0.0,85.3,101.7,69.0,5.92,7.11,33.0,1.0,0.0,0.0,0.0,0.0,2490.1272,0,0,0,0,0,1,0,0,0,0,0,0
33715,Very Large,12.1,132.0,1.0,0.0,0.55,66.9,76.2,57.6,3.42,11.73,18.0,0.0,0.0,0.0,0.0,0.0,3352.9776,0,0,0,0,0,0,0,0,0,0,1,0
33717,Very Large,5.4,250.0,0.0,15.0,0.01,72.6,86.9,58.3,1.74,12.73,48.0,0.0,0.0,0.0,0.0,0.0,3389.0664,0,0,0,0,0,0,0,0,0,0,1,0
33723,Medium,14.8,0.0,4.0,0.0,1.16,41.6,47.5,35.8,0.81,11.73,0.0,1.0,0.0,0.0,0.0,0.0,1453.3944,0,0,1,0,0,0,0,0,0,0,0,0
33739,Medium,8.1,418.0,0.0,27.0,0.0,78.9,96.3,61.6,2.28,7.11,61.0,0.0,0.0,0.0,0.0,0.0,3484.2096,0,0,0,0,0,0,0,0,0,0,0,1
33745,Medium,4.7,232.0,1.0,12.0,0.53,72.1,85.0,59.2,2.46,11.22,32.0,0.0,0.0,0.0,0.0,0.0,1725.7008,0,0,0,0,0,0,0,0,0,0,1,0
33750,Medium,13.2,372.0,0.0,10.0,0.01,77.0,87.7,66.3,10.98,11.73,1.0,4.0,0.0,0.0,0.0,0.0,3270.9576,0,0,0,0,0,1,0,0,0,0,0,0
33762,Small,7.8,357.0,0.0,20.0,0.0,76.9,93.1,60.7,6.25,7.3,9.0,7.0,1.0,20.6,8.6,0.42,2483.5656,0,0,0,0,0,0,1,0,0,0,0,0
33773,Large,6.5,696.0,0.0,31.0,0.0,87.4,100.8,74.1,3.24,5.78,29.0,0.0,1.0,20.6,8.6,0.42,3175.8144,0,0,0,0,0,1,0,0,0,0,0,0
33801,Large,7.2,144.0,0.0,6.0,0.0,69.3,79.9,58.7,11.47,12.73,5.0,2.0,0.0,0.0,0.0,0.0,3313.608,0,0,0,0,0,0,1,0,0,0,0,0
33828,Small,4.9,247.0,1.0,8.0,0.2,72.4,85.5,59.3,1.45,5.78,50.0,0.0,1.0,20.6,8.6,0.42,3395.628,0,0,0,0,0,0,0,0,0,0,1,0
33834,Medium,4.0,218.0,0.0,17.0,0.0,71.5,88.1,54.9,1.79,11.36,51.0,0.0,0.0,0.0,0.0,0.0,1190.9304,0,0,0,0,0,0,0,0,0,0,1,0
33847,Very Large,7.6,262.0,0.0,10.0,0.08,73.5,86.9,60.1,3.2,3.28,17.0,4.0,0.0,0.0,0.0,0.0,3110.1984,1,0,0,0,0,0,0,0,0,0,0,0
33863,Medium,6.0,18.0,0.0,1.0,0.0,60.2,71.2,49.2,5.57,5.57,4.0,7.0,0.0,0.0,0.0,0.0,2080.0272,1,0,0,0,0,0,0,0,0,0,0,0
33864,Small,6.3,25.0,0.0,0.0,0.02,65.0,70.5,59.5,7.34,8.54,1.0,0.0,0.0,0.0,0.0,0.0,593.8248,0,0,0,0,0,0,1,0,0,0,0,0
33883,Large,9.2,461.0,0.0,23.0,0.0,80.4,95.0,65.7,3.28,3.28,27.0,1.0,0.0,0.0,0.0,0.0,1200.7728,0,0,0,0,0,0,0,0,1,0,0,0
33884,Medium,8.1,643.0,0.0,29.0,0.0,86.4,101.5,71.3,2.19,3.28,33.0,0.0,0.0,0.0,0.0,0.0,2122.6776,0,0,0,0,0,0,1,0,0,0,0,0
33887,Large,7.4,860.0,0.0,31.0,0.0,92.7,107.3,78.2,1.79,3.28,52.0,0.0,0.0,0.0,0.0,0.0,2214.54,0,0,0,0,0,1,0,0,0,0,0,0
33888,Very Large,7.4,860.0,0.0,31.0,0.0,92.7,107.3,78.2,1.79,3.28,52.0,0.0,0.0,0.0,0.0,0.0,2037.3768,0,0,0,0,0,1,0,0,0,0,0,0
33890,Very Large,7.4,860.0,0.0,31.0,0.0,92.7,107.3,78.2,1.79,3.28,52.0,0.0,0.0,0.0,0.0,0.0,1446.8328,0,0,0,0,0,1,0,0,0,0,0,0
33891,Large,6.5,782.0,0.0,30.0,0.0,91.1,105.0,77.2,1.73,3.28,60.0,0.0,0.0,0.0,0.0,0.0,2611.5168000000003,0,1,0,0,0,0,0,0,0,0,0,0
33896,Large,8.1,568.0,0.0,30.0,0.0,83.3,98.9,67.7,4.21,7.470000000000001,30.0,0.0,1.0,77.1,27.9,0.36,3966.4872,0,0,0,0,0,1,0,0,0,0,0,0
33919,Large,14.8,102.0,0.0,0.0,0.0,66.5,77.3,55.8,6.239999999999999,6.96,0.0,0.0,0.0,0.0,0.0,0.0,5308.334400000001,0,0,0,0,0,0,1,0,0,0,0,0
33926,Very Large,5.6,478.0,0.0,24.0,0.0,80.4,96.9,64.0,14.189999999999998,33.68,54.0,0.0,1.0,154.8,59.1,0.38,859.5696,0,1,0,0,0,0,0,0,0,0,0,0
33931,Very Large,4.5,0.0,0.0,0.0,0.0,61.7,69.9,53.4,8.41,10.11,1.0,0.0,0.0,0.0,0.0,0.0,341.20320000000004,0,0,0,0,0,0,1,0,0,0,0,0
33932,Small,8.3,29.0,0.0,9.0,0.0,63.6,83.1,44.2,6.82,7.25,5.0,3.0,0.0,0.0,0.0,0.0,3162.6912,0,0,0,0,0,0,1,0,0,0,0,0
33933,Very Large,5.6,569.0,0.0,30.0,0.0,83.4,99.4,67.3,17.18,33.68,29.0,5.0,1.0,78.0,34.0,0.44,4908.0768,0,0,0,0,0,1,0,0,0,0,0,0
33957,Small,6.0,187.0,0.0,4.0,0.0,71.2,81.9,60.6,3.28,3.4200000000000004,13.0,1.0,0.0,0.0,0.0,0.0,1453.3944,0,0,0,0,0,0,1,0,0,0,0,0
33969,Very Large,11.6,532.0,0.0,30.0,0.0,82.2,97.8,66.5,2.4400000000000004,3.810000000000001,28.0,0.0,0.0,0.0,0.0,0.0,2877.2616000000003,0,0,0,0,0,1,0,0,0,0,0,0
33972,Small,11.6,465.0,0.0,29.0,0.0,80.0,97.6,62.5,2.16,3.29,51.0,0.0,0.0,0.0,0.0,0.0,3087.2328,0,1,0,0,0,0,0,0,0,0,0,0
34003,Very Large,11.6,289.0,0.0,7.0,0.0,74.2,85.5,63.0,4.81,6.96,7.0,0.0,0.0,0.0,0.0,0.0,2559.0240000000003,0,1,0,0,0,0,0,0,0,0,0,0
34004,Large,6.7,356.0,0.0,17.0,0.0,76.5,90.6,62.4,5.759999999999999,7.22,30.0,0.0,0.0,0.0,0.0,0.0,4750.5984,0,1,0,0,0,0,0,0,0,0,0,0
34021,Very Large,5.4,386.0,0.0,18.0,0.0,77.5,91.2,63.7,2.83,3.4200000000000004,13.0,0.0,0.0,0.0,0.0,0.0,1843.8096,0,0,0,0,0,1,0,0,0,0,0,0
34023,Small,5.8,325.0,0.0,24.0,0.0,75.5,93.5,57.5,5.949999999999999,7.249999999999999,17.0,0.0,0.0,0.0,0.0,0.0,583.9824,0,0,0,0,0,1,0,0,0,0,0,0
34024,Medium,5.6,188.0,0.0,0.0,0.0,71.1,77.1,65.0,4.7,6.09,0.0,0.0,0.0,0.0,0.0,0.0,889.0968,0,1,0,0,0,0,0,0,0,0,0,0
34035,Small,5.6,256.0,0.0,3.0,0.01,73.5,81.9,65.2,1.09,6.09,0.0,0.0,0.0,0.0,0.0,0.0,1243.4232,0,0,0,0,0,0,0,0,0,0,0,1
34038,Very Large,5.4,11.0,0.0,0.0,0.0,62.0,74.0,50.0,9.25,10.11,1.0,1.0,0.0,0.0,0.0,0.0,3120.0408,0,0,0,0,0,0,0,0,1,0,0,0
34039,Medium,5.1,211.0,0.0,12.0,0.02,71.8,87.8,55.8,4.17,5.489999999999999,18.0,0.0,0.0,0.0,0.0,0.0,3943.5216,0,1,0,0,0,0,0,0,0,0,0,0
34050,Very Large,10.7,258.0,0.0,19.0,0.0,73.1,90.8,55.3,0.28,3.29,58.0,0.0,0.0,0.0,0.0,0.0,3070.8288,0,0,0,0,0,0,0,0,0,0,0,1
34053,Large,5.4,172.0,0.0,9.0,0.0,70.4,82.3,58.5,3.2900000000000005,3.4200000000000004,8.0,2.0,0.0,0.0,0.0,0.0,1082.664,0,0,0,0,0,0,0,0,1,0,0,0
34075,Very Large,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,1620.7152,0,0,0,0,0,0,1,0,0,0,0,0
34097,Small,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,1755.228,0,0,0,0,0,0,1,0,0,0,0,0
34098,Medium,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,2047.2192,0,0,0,0,0,0,1,0,0,0,0,0
34115,Very Large,6.9,869.0,0.0,31.0,0.12,93.0,106.7,79.4,3.5500000000000003,11.13,59.0,0.0,0.0,0.0,0.0,0.0,2801.8032000000003,0,1,0,0,0,0,0,0,0,0,0,0
34116,Medium,7.2,579.0,0.0,30.0,0.07,84.3,99.7,68.9,0.43,11.13,62.0,0.0,0.0,0.0,0.0,0.0,2821.4880000000003,0,0,0,0,0,0,0,0,0,0,0,1
34117,Large,7.2,579.0,0.0,30.0,0.07,84.3,99.7,68.9,0.43,11.13,62.0,0.0,0.0,0.0,0.0,0.0,2230.944,0,0,0,0,0,0,0,0,0,0,0,1
34142,Large,6.7,928.0,0.0,31.0,0.0,94.9,109.6,80.3,7.2,11.13,49.0,0.0,0.0,0.0,0.0,0.0,6207.2736,0,0,0,0,0,1,0,0,0,0,0,0
34144,Medium,4.3,239.0,0.0,0.0,0.0,72.4,78.7,66.2,44.82,49.06,0.0,14.0,1.0,79.6,34.0,0.43,3172.5336,0,0,0,0,0,1,0,0,0,0,0,0
34146,Medium,4.7,0.0,2.0,0.0,1.04,38.1,53.1,23.0,8.8,10.74,0.0,11.0,1.0,53.4,15.8,0.3,6574.7232,0,0,0,0,0,0,0,1,0,0,0,0
34147,Very Large,6.9,361.0,0.0,31.0,0.0,76.7,98.9,54.4,1.5399999999999998,6.470000000000001,53.0,1.0,1.0,87.1,38.2,0.44,8644.908000000001,0,1,0,0,0,0,0,0,0,0,0,0
34173,Small,4.0,89.0,1.0,1.0,0.33,67.4,74.8,59.9,0.95,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
34179,Medium,4.9,133.0,0.0,0.0,0.0,69.3,77.7,60.9,5.949999999999999,10.189999999999998,0.0,0.0,0.0,0.0,0.0,0.0,856.2888,0,1,0,0,0,0,0,0,0,0,0,0
34180,Medium,4.0,29.0,0.0,1.0,0.1,64.8,74.1,55.5,1.92,10.189999999999998,1.0,0.0,0.0,0.0,0.0,0.0,1092.5064,0,0,0,0,0,0,0,0,0,0,1,0
34181,Very Large,4.7,97.0,0.0,2.0,0.02,67.7,77.7,57.7,2.15,7.29,2.0,0.0,0.0,0.0,0.0,0.0,564.2976,0,0,0,0,0,0,0,0,0,0,1,0
34189,Small,5.6,0.0,3.0,0.0,1.45,51.8,62.5,41.1,1.6700000000000002,5.140000000000001,8.0,3.0,0.0,0.0,0.0,0.0,895.6584,0,0,1,0,0,0,0,0,0,0,0,0
34196,Very Large,11.4,89.0,0.0,3.0,0.04,61.8,71.7,51.8,7.6,10.59,0.0,0.0,1.0,33.5,14.5,0.43,1213.896,0,0,0,0,0,0,1,0,0,0,0,0
34198,Very Large,6.5,18.0,2.0,0.0,1.89,62.0,75.3,48.7,2.6,14.35,47.0,1.0,0.0,0.0,0.0,0.0,213.252,0,0,0,0,0,0,0,0,0,0,1,0
34199,Very Large,4.3,12.0,1.0,0.0,0.22,60.5,68.9,52.2,3.53,12.49,1.0,0.0,0.0,0.0,0.0,0.0,242.7792,0,0,0,0,0,0,0,0,0,0,0,1
34200,Very Large,7.4,288.0,0.0,19.0,0.0,74.6,92.2,57.0,12.84,14.78,8.0,0.0,0.0,0.0,0.0,0.0,26.2464,0,0,0,0,0,0,1,0,0,0,0,0
34201,Very Large,7.4,288.0,0.0,19.0,0.0,74.6,92.2,57.0,12.84,14.78,8.0,0.0,0.0,0.0,0.0,0.0,144.3552,0,0,0,0,0,0,1,0,0,0,0,0
34202,Very Large,9.2,268.0,0.0,18.0,0.0,74.0,91.1,56.8,8.35,9.77,8.0,0.0,1.0,19.5,9.0,0.46,787.392,0,0,0,0,0,0,1,0,0,0,0,0
34203,Very Large,4.9,239.0,0.0,19.0,0.0,72.9,91.5,54.4,0.34,14.78,56.0,0.0,1.0,65.4,29.4,0.45,45.9312,0,0,0,0,0,0,0,0,0,0,0,1
34206,Very Large,4.7,267.0,0.0,18.0,0.12,73.6,91.5,55.8,12.19,22.06,15.0,3.0,0.0,0.0,0.0,0.0,2139.0816,0,0,0,0,0,1,0,0,0,0,0,0
34207,Very Large,6.5,30.0,0.0,3.0,0.06,61.8,78.1,45.5,2.08,2.6500000000000004,0.0,4.0,0.0,0.0,0.0,0.0,1230.3,0,0,0,0,0,0,0,1,0,0,0,0
34208,Very Large,7.8,360.0,1.0,24.0,0.15,76.9,92.2,61.5,10.6,12.099999999999998,12.0,5.0,1.0,33.0,10.4,0.32,301.8336,0,0,0,0,0,0,1,0,0,0,0,0
34210,Very Large,6.7,49.0,0.0,3.0,0.09,63.1,76.5,49.7,2.77,3.74,0.0,6.0,0.0,0.0,0.0,0.0,3195.4992,0,0,0,0,0,0,0,1,0,0,0,0
34211,Very Large,7.6,195.0,2.0,12.0,0.49,69.9,85.3,54.5,12.0,12.099999999999998,0.0,5.0,0.0,0.0,0.0,0.0,285.4296,0,0,0,0,0,0,0,0,1,0,0,0
34212,Very Large,5.1,44.0,2.0,0.0,0.94,63.1,70.3,55.8,40.27,46.55,0.0,9.0,1.0,33.0,10.4,0.32,4320.8136,0,0,0,0,0,0,1,0,0,0,0,0
34213,Very Large,2.0,41.0,0.0,2.0,0.0,65.2,73.6,56.7,2.88,3.22,2.0,2.0,0.0,0.0,0.0,0.0,918.624,0,0,0,0,0,0,0,0,1,0,0,0
34214,Very Large,6.0,448.0,0.0,27.0,0.0,79.4,96.1,62.8,7.69,12.099999999999998,51.0,2.0,0.0,0.0,0.0,0.0,351.04560000000004,0,1,0,0,0,0,0,0,0,0,0,0
34218,Very Large,5.4,19.0,0.0,0.0,0.01,64.6,74.3,54.9,2.43,5.06,0.0,0.0,0.0,0.0,0.0,0.0,209.9712,0,1,0,0,0,0,0,0,0,0,0,0
34219,Very Large,8.1,23.0,0.0,0.0,0.01,64.2,72.7,55.8,4.06,8.29,0.0,0.0,0.0,0.0,0.0,0.0,1453.3944,0,1,0,0,0,0,0,0,0,0,0,0
34220,Very Large,7.6,477.0,0.0,27.0,0.0,80.4,95.8,64.9,3.91,7.460000000000001,49.0,0.0,1.0,0.2,0.2,1.0,223.0944,0,1,0,0,0,0,0,0,0,0,0,0
34221,Very Large,6.3,0.0,0.0,0.0,0.11,51.2,67.0,35.4,1.2000000000000002,2.6500000000000004,4.0,4.0,0.0,0.0,0.0,0.0,557.736,0,0,0,0,1,0,0,0,0,0,0,0
34223,Very Large,3.8,84.0,1.0,0.0,0.25,66.1,73.9,58.3,1.11,5.23,2.0,1.0,0.0,0.0,0.0,0.0,1417.3056,0,0,0,0,0,0,0,0,0,0,1,0
34224,Very Large,5.6,128.0,2.0,5.0,0.49,68.2,79.9,56.5,1.62,3.49,25.0,2.0,0.0,0.0,0.0,0.0,1102.3488,0,0,0,0,0,0,0,0,0,0,1,0
34226,Very Large,4.5,14.0,1.0,1.0,0.29,60.8,73.9,47.6,1.31,7.120000000000001,0.0,1.0,0.0,0.0,0.0,0.0,3267.6768,0,0,0,0,0,0,0,0,0,0,1,0
34227,Very Large,4.9,54.0,0.0,1.0,0.04,66.1,76.4,55.8,8.079999999999998,20.62,3.0,0.0,0.0,0.0,0.0,0.0,187.0056,0,1,0,0,0,0,0,0,0,0,0,0
34228,Very Large,7.4,920.0,1.0,31.0,0.17,94.7,108.1,81.2,2.84,3.4000000000000004,47.0,0.0,0.0,0.0,0.0,0.0,2162.0472,0,0,0,0,0,1,0,0,0,0,0,0
34229,Very Large,4.0,218.0,0.0,17.0,0.0,71.5,88.1,54.9,1.79,11.36,51.0,0.0,0.0,0.0,0.0,0.0,1876.6176,0,0,0,0,0,0,0,0,0,0,1,0
34231,Very Large,4.5,251.0,1.0,16.0,0.13,72.9,87.3,58.4,1.6800000000000002,7.479999999999999,40.0,0.0,0.0,0.0,0.0,0.0,1144.9992,0,0,0,0,0,0,0,0,0,0,1,0
34232,Very Large,4.5,251.0,1.0,16.0,0.13,72.9,87.3,58.4,1.6800000000000002,7.479999999999999,40.0,0.0,0.0,0.0,0.0,0.0,1601.0304,0,0,0,0,0,0,0,0,0,0,1,0
34233,Very Large,7.6,419.0,0.0,24.0,0.0,79.0,92.7,65.2,2.26,3.4200000000000004,9.0,2.0,1.0,61.2,14.3,0.23,1144.9992,0,0,0,0,0,0,1,0,0,0,0,0
34234,Very Large,8.1,2.0,0.0,0.0,0.0,59.6,69.4,49.8,3.87,6.340000000000001,0.0,1.0,0.0,0.0,0.0,0.0,912.0624,0,0,0,0,0,0,1,0,0,0,0,0
34235,Very Large,8.3,211.0,0.0,11.0,0.0,72.0,88.0,56.1,14.65,15.37,3.0,2.0,0.0,0.0,0.0,0.0,341.20320000000004,0,0,0,0,0,0,1,0,0,0,0,0
