,Fire Size Rank,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
0,Medium,6.7,430.0,0.0,26.0,0.0,78.9,96.0,61.7,2.6699999999999995,6.41,52.0,0.0,1.0,77.1,27.9,0.36,383.8536,0,1,0,0,0,0,0,0,0,0,0,0
1,Very Large,5.6,285.0,1.0,19.0,0.11,74.4,91.8,57.1,4.67,27.71,57.0,0.0,1.0,33.1,51.6,1.56,2621.3592000000003,0,0,0,0,0,0,0,0,0,0,0,1
2,Large,5.6,547.0,0.0,28.0,0.0,82.7,96.2,69.2,2.89,4.54,42.0,0.0,1.0,33.5,14.5,0.43,328.08000000000004,0,1,0,0,0,0,0,0,0,0,0,0
3,Large,6.5,107.0,0.0,1.0,0.0,68.3,77.6,58.9,3.76,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1811.0016,0,1,0,0,0,0,0,0,0,0,0,0
4,Medium,4.5,444.0,1.0,20.0,0.23,79.8,93.7,65.9,0.76,2.72,48.0,0.0,0.0,0.0,0.0,0.0,1197.492,0,0,0,0,0,0,0,0,0,0,0,1
5,Large,7.4,860.0,0.0,31.0,0.0,92.7,107.3,78.2,1.79,3.28,52.0,0.0,0.0,0.0,0.0,0.0,2214.54,0,0,0,0,0,1,0,0,0,0,0,0
6,Large,4.9,470.0,0.0,28.0,0.0,80.2,97.3,63.0,17.290000000000003,22.47,24.0,2.0,1.0,75.5,36.6,0.48,456.0312,0,0,0,0,0,1,0,0,0,0,0,0
7,Small,8.7,7.0,0.0,0.0,0.0,62.2,68.8,55.6,9.2,12.68,2.0,0.0,0.0,0.0,0.0,0.0,400.2576,0,0,0,0,0,1,0,0,0,0,0,0
8,Small,8.3,365.0,0.0,28.0,0.02,76.8,98.1,55.5,5.05,9.6,22.0,2.0,0.0,0.0,0.0,0.0,1519.0104,0,0,0,0,0,1,0,0,0,0,0,0
9,Small,8.9,131.0,2.0,4.0,0.82,67.5,81.4,53.6,16.64,17.439999999999998,3.0,7.0,1.0,97.8,44.2,0.45,400.2576,0,0,0,0,0,0,0,0,1,0,0,0
10,Medium,8.9,72.0,0.0,6.0,0.02,65.8,83.3,48.3,16.970000000000002,21.48,7.0,3.0,1.0,81.3,31.3,0.38,872.6928,0,0,0,0,0,0,1,0,0,0,0,0
11,Medium,3.8,0.0,0.0,0.0,0.0,32.1,47.4,16.8,4.680000000000001,25.53,0.0,6.0,1.0,56.5,20.6,0.36,4350.3408,0,0,1,0,0,0,0,0,0,0,0,0
12,Medium,5.1,0.0,2.0,0.0,2.23,49.2,55.8,42.6,0.0,32.61,0.0,0.0,1.0,6.5,2.0,0.31,3402.1896,0,0,0,0,1,0,0,0,0,0,0,0
13,Medium,7.8,108.0,3.0,6.0,1.81,66.9,81.4,52.4,12.099999999999998,14.669999999999998,0.0,9.0,1.0,98.0,43.4,0.44,183.7248,0,0,0,0,0,0,0,0,1,0,0,0
14,Small,5.1,521.0,1.0,27.0,1.15,81.8,98.8,64.8,11.99,21.22,32.0,3.0,1.0,69.9,25.8,0.37,4347.06,0,0,0,0,0,1,0,0,0,0,0,0
15,Very Large,5.1,0.0,2.0,0.0,0.87,59.6,65.4,53.8,24.78,43.06,0.0,3.0,1.0,88.0,27.6,0.31,3156.1296,0,0,0,0,0,1,0,0,0,0,0,0
16,Medium,6.7,385.0,0.0,23.0,0.0,77.4,94.1,60.8,7.48,12.82,15.0,4.0,1.0,162.0,64.2,0.4,1433.7096,0,0,0,0,0,1,0,0,0,0,0,0
17,Very Large,10.1,160.0,0.0,19.0,0.0,69.9,89.7,50.0,3.61,5.83,6.0,1.0,0.0,0.0,0.0,0.0,1643.6808,0,0,0,0,0,0,1,0,0,0,0,0
18,Medium,7.4,165.0,2.0,9.0,0.67,68.7,82.6,54.8,7.3,7.3,0.0,7.0,1.0,20.6,8.6,0.42,206.6904,0,0,0,0,0,0,0,0,1,0,0,0
19,Small,8.5,374.0,0.0,20.0,0.0,77.5,92.9,62.1,12.37,13.57,10.0,1.0,0.0,0.0,0.0,0.0,2818.2072000000003,0,0,0,0,0,0,1,0,0,0,0,0
20,Medium,8.5,261.0,0.0,18.0,0.08,73.3,89.5,57.2,12.07,14.73,9.0,5.0,1.0,38.8,7.4,0.19,370.7304,0,0,0,0,0,0,1,0,0,0,0,0
21,Small,4.9,358.0,0.0,29.0,0.0,76.9,95.5,58.4,7.079999999999999,17.1,55.0,0.0,1.0,75.5,36.6,0.48,826.7616,0,0,0,0,0,0,0,0,0,0,0,1
22,Small,8.1,312.0,0.0,22.0,0.0,75.1,92.8,57.3,6.459999999999999,8.0,21.0,0.0,0.0,0.0,0.0,0.0,216.5328,0,0,0,0,0,1,0,0,0,0,0,0
23,Small,5.6,0.0,3.0,0.0,1.8,37.2,51.3,23.1,0.78,8.59,0.0,0.0,1.0,9.7,4.3,0.44,4760.4408,0,0,0,0,0,0,0,0,0,1,0,0
24,Large,6.3,0.0,3.0,0.0,3.08,50.8,62.7,38.8,0.79,7.52,3.0,3.0,0.0,0.0,0.0,0.0,528.2088,0,0,1,0,0,0,0,0,0,0,0,0
25,Very Large,5.6,681.0,0.0,31.0,0.0,87.0,100.7,73.2,3.2,4.93,48.0,0.0,1.0,18.3,6.3,0.34,488.8392,0,1,0,0,0,0,0,0,0,0,0,0
26,Large,7.2,388.0,0.0,30.0,0.0,77.9,95.6,60.2,8.71,18.89,27.0,2.0,1.0,86.2,34.5,0.4,1528.8528,0,0,0,0,0,1,0,0,0,0,0,0
27,Large,8.1,550.0,0.0,30.0,0.0,82.8,98.5,67.0,3.96,4.91,36.0,0.0,0.0,0.0,0.0,0.0,229.656,0,0,0,0,0,1,0,0,0,0,0,0
28,Very Large,4.9,110.0,1.0,5.0,0.36,66.8,79.3,54.3,0.06,9.43,43.0,0.0,0.0,0.0,0.0,0.0,2683.6944000000003,0,0,0,0,0,0,0,0,0,0,1,0
29,Very Large,6.3,353.0,0.0,21.0,0.02,76.8,92.6,60.9,19.24,22.33,8.0,2.0,1.0,82.4,36.4,0.44,2076.7464,0,0,0,0,0,0,1,0,0,0,0,0
30,Very Large,8.9,162.0,0.0,11.0,0.09,69.9,86.1,53.7,1.46,1.9,6.0,3.0,1.0,36.9,15.8,0.43,5118.048000000001,0,0,0,0,0,0,1,0,0,0,0,0
31,Medium,4.9,133.0,0.0,0.0,0.0,69.3,77.7,60.9,5.949999999999999,10.189999999999998,0.0,0.0,0.0,0.0,0.0,0.0,856.2888,0,1,0,0,0,0,0,0,0,0,0,0
32,Medium,4.7,282.0,0.0,23.0,0.0,74.1,92.6,55.6,16.949999999999996,33.27,9.0,0.0,0.0,0.0,0.0,0.0,505.2432,0,0,0,0,0,1,0,0,0,0,0,0
33,Very Large,4.0,22.0,0.0,0.0,0.16,63.2,82.4,44.0,6.8500000000000005,11.72,0.0,2.0,1.0,7.1,2.3,0.32,4904.796,0,1,0,0,0,0,0,0,0,0,0,0
34,Small,7.2,211.0,1.0,10.0,0.13,72.0,87.2,56.8,7.32,7.86,15.0,3.0,0.0,0.0,0.0,0.0,167.32080000000002,0,0,0,0,0,0,1,0,0,0,0,0
35,Large,5.6,443.0,0.0,29.0,0.0,79.3,95.0,63.6,14.53,19.629999999999995,14.0,1.0,0.0,0.0,0.0,0.0,2454.0384,0,0,0,0,0,1,0,0,0,0,0,0
36,Very Large,5.6,285.0,1.0,19.0,0.11,74.4,91.8,57.1,4.67,27.71,57.0,0.0,1.0,73.1,34.9,0.48,6525.5112,0,0,0,0,0,0,0,0,0,0,0,1
37,Small,6.7,36.0,1.0,2.0,0.88,62.7,74.1,51.3,2.86,3.74,3.0,4.0,0.0,0.0,0.0,0.0,4094.4384,1,0,0,0,0,0,0,0,0,0,0,0
38,Small,6.3,162.0,0.0,16.0,0.02,70.1,89.7,50.6,4.81,13.74,37.0,0.0,0.0,0.0,0.0,0.0,643.0368000000001,0,0,0,0,0,0,0,0,0,0,0,1
39,Large,5.6,568.0,0.0,31.0,0.0,83.3,100.4,66.3,7.979999999999999,11.909999999999998,15.0,2.0,1.0,81.3,31.3,0.38,193.5672,0,0,0,0,0,1,0,0,0,0,0,0
40,Large,8.1,104.0,0.0,6.0,0.04,67.0,81.5,52.5,12.55,13.6,1.0,0.0,1.0,19.5,9.0,0.46,88.58160000000001,0,0,0,0,0,0,0,0,1,0,0,0
41,Small,6.3,466.0,0.0,26.0,0.0,80.1,97.0,63.1,13.340000000000002,17.1,27.0,2.0,1.0,38.8,7.4,0.19,239.4984,0,0,0,0,0,1,0,0,0,0,0,0
42,Small,8.1,104.0,0.0,6.0,0.04,67.0,81.5,52.5,12.55,13.6,1.0,0.0,0.0,0.0,0.0,0.0,167.32080000000002,0,0,0,0,0,0,0,0,1,0,0,0
43,Small,6.5,310.0,0.0,9.0,0.0,75.0,88.2,61.8,11.689999999999998,15.06,5.0,0.0,0.0,0.0,0.0,0.0,1417.3056,0,0,0,0,0,1,0,0,0,0,0,0
44,Large,8.5,261.0,0.0,18.0,0.08,73.3,89.5,57.2,12.07,14.73,9.0,5.0,0.0,0.0,0.0,0.0,160.75920000000002,0,0,0,0,0,0,1,0,0,0,0,0
45,Very Large,13.2,550.0,0.0,29.0,0.0,82.7,98.5,66.9,2.17,3.29,29.0,0.0,1.0,32.6,11.0,0.34,4511.1,0,0,0,0,0,1,0,0,0,0,0,0
46,Medium,4.9,468.0,0.0,29.0,0.0,80.1,97.1,63.0,15.340000000000002,19.25,44.0,4.0,1.0,56.9,21.8,0.38,5833.2624000000005,0,1,0,0,0,0,0,0,0,0,0,0
47,Small,6.7,552.0,0.0,29.0,0.02,82.8,98.4,67.2,3.8,5.98,57.0,0.0,1.0,47.9,17.6,0.37,2552.4624000000003,0,1,0,0,0,0,0,0,0,0,0,0
48,Very Large,7.8,381.0,0.0,29.0,0.0,77.3,98.3,56.3,11.92,21.48,13.0,1.0,0.0,0.0,0.0,0.0,1184.3688,0,0,0,0,0,1,0,0,0,0,0,0
49,Small,5.4,0.0,0.0,0.0,0.13,59.9,67.1,52.7,14.01,34.64,0.0,0.0,1.0,0.0,0.0,0.0,1771.632,0,0,0,0,0,1,0,0,0,0,0,0
50,Medium,7.4,530.0,0.0,29.0,0.0,82.1,98.3,65.9,10.45,14.78,14.0,4.0,1.0,37.0,14.5,0.39,521.6472,0,0,0,0,0,1,0,0,0,0,0,0
51,Large,7.2,492.0,0.0,30.0,0.0,80.9,97.0,64.7,2.04,3.36,37.0,0.0,1.0,17.1,4.4,0.26,3497.3328,0,0,0,0,0,1,0,0,0,0,0,0
52,Medium,11.0,455.0,0.0,18.0,0.06,79.7,90.7,68.6,3.89,6.76,11.0,0.0,0.0,0.0,0.0,0.0,2316.2448,0,1,0,0,0,0,0,0,0,0,0,0
53,Large,6.5,696.0,0.0,31.0,0.0,87.4,100.8,74.1,3.24,5.78,29.0,0.0,1.0,20.6,8.6,0.42,574.14,0,0,0,0,0,1,0,0,0,0,0,0
54,Small,6.5,376.0,0.0,27.0,0.0,77.1,95.2,59.1,14.41,18.45,13.0,3.0,0.0,0.0,0.0,0.0,429.7848,0,0,0,0,0,1,0,0,0,0,0,0
55,Very Large,7.6,419.0,0.0,24.0,0.0,79.0,92.7,65.2,2.26,3.4200000000000004,9.0,2.0,1.0,61.2,14.3,0.23,2385.1416,0,0,0,0,0,0,1,0,0,0,0,0
56,Medium,5.6,484.0,0.0,26.0,0.0,80.6,97.4,63.8,14.62,25.82,42.0,2.0,1.0,46.0,21.7,0.47,3123.3216,0,1,0,0,0,0,0,0,0,0,0,0
57,Large,7.2,405.0,0.0,23.0,0.0,78.5,93.3,63.7,20.17,27.71,5.0,8.0,1.0,97.8,44.2,0.45,649.5984000000001,0,0,0,0,0,0,1,0,0,0,0,0
58,Medium,13.2,372.0,0.0,10.0,0.01,77.0,87.7,66.3,10.98,11.73,1.0,4.0,1.0,20.6,8.6,0.42,2536.0584000000003,0,0,0,0,0,1,0,0,0,0,0,0
59,Medium,4.7,30.0,3.0,1.0,0.84,64.2,79.3,49.2,0.04,13.6,36.0,0.0,1.0,19.5,9.0,0.46,610.2288,0,0,0,0,0,0,0,0,0,0,1,0
60,Small,8.3,49.0,1.0,3.0,0.63,63.9,78.4,49.4,15.98,16.61,0.0,6.0,0.0,0.0,0.0,0.0,114.828,1,0,0,0,0,0,0,0,0,0,0,0
61,Large,15.9,38.0,0.0,2.0,0.05,61.8,76.1,47.6,8.08,9.83,0.0,2.0,0.0,0.0,0.0,0.0,2404.8264,0,0,0,0,0,0,0,0,1,0,0,0
62,Very Large,5.1,0.0,2.0,0.0,0.87,59.6,65.4,53.8,24.78,43.06,0.0,3.0,1.0,88.0,27.6,0.31,2647.6056000000003,0,0,0,0,0,1,0,0,0,0,0,0
63,Medium,6.3,236.0,0.0,19.0,0.03,72.3,90.2,54.4,0.77,7.02,55.0,0.0,1.0,70.8,45.3,0.64,255.9024,0,0,0,0,0,0,0,0,0,0,0,1
64,Medium,9.6,105.0,0.0,7.0,0.0,67.5,81.3,53.7,16.09,17.810000000000002,3.0,10.0,0.0,0.0,0.0,0.0,567.5784,0,0,0,0,0,0,1,0,0,0,0,0
65,Small,15.0,52.0,0.0,1.0,0.0,61.2,72.8,49.7,6.25,6.76,0.0,6.0,1.0,18.3,6.3,0.34,2224.3824,0,0,0,0,0,0,0,0,1,0,0,0
66,Very Large,7.4,422.0,0.0,24.0,0.0,79.1,96.1,62.0,4.92,5.279999999999999,8.0,4.0,1.0,10.5,4.0,0.38,3644.9688,0,0,0,0,0,0,1,0,0,0,0,0
67,Large,2.7,4.0,1.0,0.0,0.41,61.4,67.2,55.7,11.07,30.56,0.0,0.0,0.0,0.0,0.0,0.0,2004.5688,0,1,0,0,0,0,0,0,0,0,0,0
68,Medium,5.4,762.0,0.0,30.0,0.01,90.4,103.7,77.1,1.4,1.36,61.0,3.0,0.0,0.0,0.0,0.0,1824.1248,0,0,0,0,0,0,0,0,0,0,0,1
69,Medium,13.4,152.0,1.0,13.0,0.5,68.2,82.9,53.5,15.06,16.99,0.0,5.0,1.0,76.0,30.2,0.4,2411.388,0,0,0,0,0,0,0,0,1,0,0,0
70,Medium,6.7,552.0,0.0,29.0,0.02,82.8,98.4,67.2,3.8,5.98,57.0,0.0,1.0,47.9,17.6,0.37,2066.904,0,1,0,0,0,0,0,0,0,0,0,0
71,Very Large,6.9,240.0,0.0,13.0,0.0,73.0,89.6,56.4,23.59,26.83,7.0,9.0,0.0,0.0,0.0,0.0,341.20320000000004,0,0,0,0,0,0,1,0,0,0,0,0
72,Large,7.4,288.0,0.0,19.0,0.0,74.6,92.2,57.0,12.84,14.78,8.0,0.0,1.0,65.4,29.4,0.45,121.3896,0,0,0,0,0,0,1,0,0,0,0,0
73,Large,9.6,243.0,0.0,13.0,0.0,73.1,89.7,56.5,9.64,11.77,8.0,6.0,1.0,0.0,0.0,0.0,1233.5808,0,0,0,0,0,0,1,0,0,0,0,0
74,Small,1.1,224.0,0.0,3.0,0.0,72.2,81.7,62.8,7.71,19.74,0.0,0.0,0.0,0.0,0.0,0.0,236.2176,0,1,0,0,0,0,0,0,0,0,0,0
75,Large,5.6,484.0,0.0,26.0,0.0,80.6,97.4,63.8,14.62,25.82,42.0,2.0,1.0,71.4,31.2,0.44,2526.2160000000003,0,1,0,0,0,0,0,0,0,0,0,0
76,Medium,6.5,165.0,0.0,11.0,0.15,69.7,85.4,54.0,16.23,16.24,2.0,13.0,1.0,21.0,7.5,0.36,4816.2144,0,0,0,0,0,0,0,0,1,0,0,0
77,Small,4.9,119.0,1.0,10.0,0.45,68.0,83.5,52.6,1.42,7.23,40.0,1.0,0.0,0.0,0.0,0.0,265.7448,0,0,0,0,0,0,0,0,0,0,1,0
78,Small,7.8,407.0,0.0,23.0,0.0,78.6,94.7,62.4,3.12,3.43,16.0,1.0,0.0,0.0,0.0,0.0,196.848,0,0,0,0,0,0,1,0,0,0,0,0
79,Small,9.6,263.0,1.0,17.0,0.1,73.6,89.0,58.2,6.92,8.45,11.0,5.0,1.0,21.2,7.0,0.33,551.1744,0,0,0,0,0,0,1,0,0,0,0,0
80,Small,10.7,239.0,0.0,3.0,0.01,72.7,82.7,62.8,0.59,7.74,11.0,0.0,0.0,0.0,0.0,0.0,2007.8496,0,0,0,0,0,0,0,0,0,0,0,1
81,Medium,10.1,507.0,1.0,26.0,0.14,81.3,96.0,66.6,2.539999999999999,7.66,14.0,0.0,0.0,0.0,0.0,0.0,2145.6432,0,0,0,0,0,1,0,0,0,0,0,0
82,Medium,5.1,0.0,2.0,0.0,0.87,59.6,65.4,53.8,24.78,43.06,0.0,3.0,1.0,88.0,27.6,0.31,3064.2672,0,0,0,0,0,1,0,0,0,0,0,0
83,Medium,16.8,77.0,3.0,2.0,0.38,62.1,72.8,51.5,3.84,3.86,0.0,1.0,0.0,0.0,0.0,0.0,2831.3304000000003,0,0,0,0,0,0,0,0,1,0,0,0
84,Small,5.1,407.0,0.0,23.0,0.0,78.1,93.6,62.6,8.49,19.629999999999995,36.0,0.0,0.0,0.0,0.0,0.0,1154.8416,0,1,0,0,0,0,0,0,0,0,0,0
85,Very Large,6.0,174.0,0.0,28.0,0.01,70.5,93.4,47.7,7.580000000000001,11.32,27.0,4.0,1.0,60.5,20.5,0.34,4839.18,0,1,0,0,0,0,0,0,0,0,0,0
86,Very Large,9.6,243.0,0.0,13.0,0.0,73.1,89.7,56.5,9.64,11.77,8.0,6.0,0.0,0.0,0.0,0.0,521.6472,0,0,0,0,0,0,1,0,0,0,0,0
87,Medium,5.4,6.0,0.0,1.0,0.07,61.2,73.7,48.6,14.78,15.23,3.0,3.0,0.0,0.0,0.0,0.0,1017.048,0,0,0,0,0,0,0,0,1,0,0,0
88,Very Large,8.3,188.0,0.0,11.0,0.2,70.6,84.2,57.0,14.38,14.97,2.0,3.0,1.0,24.0,11.7,0.49,4379.868,0,0,0,0,0,0,0,0,1,0,0,0
89,Medium,4.9,126.0,0.0,13.0,0.0,68.4,86.8,50.0,25.44,28.34,6.0,1.0,0.0,0.0,0.0,0.0,1092.5064,0,0,0,0,0,0,1,0,0,0,0,0
90,Medium,8.1,369.0,0.0,24.0,0.0,76.9,92.9,60.9,4.2,9.68,47.0,0.0,1.0,84.0,37.2,0.44,1276.2312000000002,0,1,0,0,0,0,0,0,0,0,0,0
91,Small,5.6,262.0,4.0,15.0,1.91,72.1,85.1,59.2,27.09,30.58,1.0,8.0,1.0,155.0,62.5,0.4,2490.1272,0,0,0,0,0,0,1,0,0,0,0,0
92,Large,8.1,454.0,1.0,31.0,0.39,79.6,100.9,58.3,0.67,1.25,36.0,0.0,1.0,37.5,14.5,0.39,8159.3496,0,0,0,0,0,1,0,0,0,0,0,0
93,Small,8.1,13.0,3.0,3.0,0.79,60.2,76.9,43.5,15.739999999999998,16.46,0.0,7.0,1.0,86.5,38.0,0.44,587.2632,0,0,0,0,0,0,0,0,1,0,0,0
94,Very Large,6.0,589.0,0.0,29.0,0.0,84.0,97.4,70.6,1.97,4.609999999999999,53.0,0.0,1.0,3.0,1.0,0.33,1558.38,0,1,0,0,0,0,0,0,0,0,0,0
95,Small,4.9,420.0,1.0,25.0,0.64,78.6,94.6,62.5,11.27,34.03,52.0,0.0,1.0,95.7,47.3,0.49,574.14,0,1,0,0,0,0,0,0,0,0,0,0
96,Medium,4.9,0.0,3.0,0.0,0.87,43.8,57.8,29.7,2.31,10.74,0.0,3.0,1.0,53.4,15.8,0.3,6417.2448,0,0,0,0,0,0,0,0,0,0,1,0
97,Very Large,9.4,156.0,0.0,8.0,0.0,69.2,85.4,53.0,1.39,1.39,4.0,2.0,0.0,0.0,0.0,0.0,13.1232,1,0,0,0,0,0,0,0,0,0,0,0
98,Medium,6.7,396.0,0.0,24.0,0.11,78.2,92.9,63.5,28.84,33.68,8.0,11.0,1.0,154.8,59.1,0.38,1151.5608,0,0,0,0,0,0,1,0,0,0,0,0
99,Small,7.2,72.0,0.0,0.0,0.0,66.6,75.0,58.3,5.9,11.07,0.0,0.0,0.0,0.0,0.0,0.0,439.6272,0,1,0,0,0,0,0,0,0,0,0,0
100,Large,7.6,423.0,0.0,22.0,0.0,79.1,95.1,63.1,8.07,8.059999999999999,11.0,1.0,1.0,61.8,31.0,0.5,462.5928,0,0,0,0,0,0,1,0,0,0,0,0
101,Medium,6.9,821.0,1.0,31.0,0.35,91.5,105.9,77.1,1.5500000000000005,5.71,46.0,0.0,0.0,0.0,0.0,0.0,4025.5416,0,0,0,0,0,1,0,0,0,0,0,0
102,Small,4.5,1.0,2.0,0.0,0.49,56.7,72.9,40.4,2.25,2.53,0.0,2.0,0.0,0.0,0.0,0.0,-131.232,0,0,0,1,0,0,0,0,0,0,0,0
103,Very Large,9.6,54.0,0.0,2.0,0.0,65.6,79.5,51.8,10.43,12.59,4.0,1.0,0.0,0.0,0.0,0.0,2778.8376000000003,0,0,0,0,0,0,1,0,0,0,0,0
104,Very Large,3.8,467.0,0.0,31.0,0.0,80.1,97.5,62.6,19.01,30.58,37.0,5.0,1.0,127.6,60.0,0.47,6948.7344,0,1,0,0,0,0,0,0,0,0,0,0
105,Very Large,6.5,11.0,0.0,0.0,0.0,64.4,75.2,53.6,9.96,14.26,0.0,0.0,0.0,0.0,0.0,0.0,1154.8416,0,0,0,0,0,1,0,0,0,0,0,0
106,Medium,5.4,616.0,0.0,31.0,0.05,84.8,102.2,67.5,17.869999999999997,34.03,29.0,2.0,1.0,24.9,9.0,0.36,5403.4776,0,0,0,0,0,1,0,0,0,0,0,0
107,Very Large,4.9,11.0,0.0,2.0,0.0,62.4,81.4,43.5,3.65,10.8,0.0,0.0,1.0,49.9,23.6,0.47,7398.204000000001,0,1,0,0,0,0,0,0,0,0,0,0
108,Small,7.2,404.0,0.0,25.0,0.0,78.5,95.7,61.2,13.69,16.52,4.0,4.0,1.0,0.0,0.0,0.0,1528.8528,0,0,0,0,0,0,1,0,0,0,0,0
109,Small,7.6,392.0,0.0,25.0,0.05,77.7,94.5,60.8,6.3500000000000005,6.3500000000000005,40.0,0.0,1.0,67.1,20.4,0.3,183.7248,0,0,0,0,0,1,0,0,0,0,0,0
110,Very Large,7.6,917.0,1.0,31.0,0.13,94.6,105.5,83.6,0.33,1.74,50.0,0.0,0.0,0.0,0.0,0.0,5672.5032,0,0,0,0,0,1,0,0,0,0,0,0
111,Medium,5.8,241.0,0.0,18.0,0.0,72.8,90.3,55.4,2.1,7.58,51.0,0.0,1.0,98.0,43.9,0.45,1082.664,0,0,0,0,0,0,0,0,0,0,0,1
112,Small,7.2,187.0,1.0,8.0,0.13,70.0,83.5,56.6,3.2100000000000004,3.4200000000000004,1.0,3.0,1.0,61.2,14.3,0.23,1148.28,0,0,0,0,0,0,0,0,1,0,0,0
113,Medium,8.5,409.0,0.0,26.0,0.0,78.2,93.6,62.9,4.4,8.28,23.0,1.0,1.0,37.3,17.2,0.46,1079.3832,0,0,0,0,0,1,0,0,0,0,0,0
114,Small,6.3,10.0,0.0,1.0,0.0,58.4,73.5,43.4,1.1,17.6,14.0,0.0,0.0,0.0,0.0,0.0,206.6904,0,0,0,0,0,0,0,0,0,0,1,0
115,Medium,6.9,384.0,0.0,26.0,0.0,77.4,95.4,59.4,3.13,7.02,49.0,0.0,1.0,70.8,45.3,0.64,255.9024,0,1,0,0,0,0,0,0,0,0,0,0
116,Medium,4.3,1.0,1.0,0.0,0.38,53.1,68.3,37.8,27.96,28.34,0.0,11.0,0.0,0.0,0.0,0.0,3123.3216,1,0,0,0,0,0,0,0,0,0,0,0
117,Medium,3.4,0.0,5.0,0.0,5.82,46.3,58.9,33.8,6.33,22.47,0.0,7.0,1.0,25.0,7.4,0.3,5318.1768,0,0,0,0,1,0,0,0,0,0,0,0
118,Very Large,4.9,126.0,0.0,13.0,0.0,68.4,86.8,50.0,25.44,28.34,6.0,1.0,0.0,0.0,0.0,0.0,318.23760000000004,0,0,0,0,0,0,1,0,0,0,0,0
119,Large,6.0,813.0,0.0,30.0,0.11,91.2,104.4,78.0,1.2999999999999998,1.16,61.0,2.0,0.0,0.0,0.0,0.0,5410.0392,0,1,0,0,0,0,0,0,0,0,0,0
120,Medium,6.0,227.0,1.0,15.0,0.16,72.1,87.8,56.4,0.74,13.47,38.0,0.0,1.0,8.0,3.0,0.38,544.6128,0,0,0,0,0,0,0,0,0,0,0,1
121,Medium,8.5,374.0,0.0,20.0,0.0,77.5,92.9,62.1,12.37,13.57,10.0,1.0,1.0,91.7,57.3,0.62,547.8936,0,0,0,0,0,0,1,0,0,0,0,0
122,Medium,7.6,195.0,2.0,12.0,0.49,69.9,85.3,54.5,12.0,12.099999999999998,0.0,5.0,1.0,52.9,25.2,0.48,305.1144,0,0,0,0,0,0,0,0,1,0,0,0
123,Large,8.1,98.0,0.0,4.0,0.0,67.6,80.5,54.6,3.74,3.74,5.0,1.0,0.0,0.0,0.0,0.0,3408.7512,0,0,0,0,0,0,0,0,1,0,0,0
124,Medium,6.9,384.0,0.0,28.0,0.0,77.4,93.8,61.0,7.82,13.11,38.0,5.0,1.0,114.1,42.1,0.37,324.79920000000004,0,1,0,0,0,0,0,0,0,0,0,0
125,Small,6.0,340.0,0.0,21.0,0.0,76.0,92.7,59.2,1.9,13.6,30.0,0.0,0.0,0.0,0.0,0.0,164.04000000000002,0,1,0,0,0,0,0,0,0,0,0,0
126,Small,5.1,75.0,1.0,4.0,0.39,64.7,77.2,52.1,1.95,8.87,29.0,0.0,0.0,0.0,0.0,0.0,800.5152,0,0,0,0,0,0,0,0,0,0,1,0
127,Large,4.5,258.0,0.0,21.0,0.01,73.3,91.4,55.1,7.77,25.44,47.0,1.0,0.0,0.0,0.0,0.0,3585.9144,0,1,0,0,0,0,0,0,0,0,0,0
128,Medium,4.7,369.0,0.0,28.0,0.03,76.9,97.2,56.6,5.59,27.86,18.0,2.0,0.0,0.0,0.0,0.0,666.0024000000001,0,0,0,0,0,1,0,0,0,0,0,0
129,Small,5.4,327.0,0.0,20.0,0.0,75.8,91.2,60.4,8.379999999999999,14.17,60.0,0.0,1.0,105.3,45.6,0.43,1564.9416,0,0,0,0,0,0,0,0,0,0,0,1
130,Very Large,5.1,0.0,1.0,0.0,0.31,57.7,72.2,43.1,5.19,6.25,0.0,8.0,1.0,92.1,24.0,0.26,597.1056,0,0,0,0,0,0,0,1,0,0,0,0
131,Very Large,4.9,9.0,0.0,0.0,0.07,62.4,78.7,46.0,2.37,16.61,37.0,1.0,0.0,0.0,0.0,0.0,472.4352,0,0,0,0,0,0,0,0,0,0,1,0
132,Small,6.3,505.0,0.0,31.0,0.0,81.3,98.7,63.9,3.52,8.17,31.0,0.0,1.0,72.0,34.1,0.47,216.5328,0,0,0,0,0,1,0,0,0,0,0,0
133,Small,4.5,18.0,1.0,0.0,0.35,63.9,72.0,55.8,9.78,11.96,1.0,3.0,0.0,0.0,0.0,0.0,242.7792,0,0,0,0,0,0,1,0,0,0,0,0
134,Large,6.5,696.0,0.0,31.0,0.0,87.4,100.8,74.1,3.24,5.78,29.0,0.0,1.0,20.6,8.6,0.42,2007.8496,0,0,0,0,0,1,0,0,0,0,0,0
135,Large,4.0,0.0,6.0,0.0,3.56,54.2,62.2,46.2,10.14,42.68,0.0,0.0,0.0,0.0,0.0,0.0,810.3576,0,0,0,0,0,0,0,0,0,0,1,0
136,Medium,3.8,9.0,2.0,2.0,1.37,59.2,74.5,43.9,16.6,17.970000000000002,0.0,19.0,0.0,0.0,0.0,0.0,1692.8928,1,0,0,0,0,0,0,0,0,0,0,0
