,Fire Size Rank,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
3749,Very Large,7.2,170.0,1.0,11.0,0.54,70.1,85.4,54.8,10.78,10.79,0.0,16.0,1.0,85.3,26.8,0.31,203.4096,0,0,0,0,0,0,0,0,1,0,0,0
3750,Large,6.3,17.0,0.0,0.0,0.0,64.5,71.6,57.3,2.4799999999999995,8.94,0.0,0.0,0.0,0.0,0.0,0.0,3546.5448,0,0,0,0,0,1,0,0,0,0,0,0
3751,Large,4.9,468.0,0.0,29.0,0.0,80.1,97.1,63.0,15.340000000000002,19.25,44.0,4.0,1.0,63.7,29.3,0.46,2460.6,0,1,0,0,0,0,0,0,0,0,0,0
3752,Small,7.4,317.0,0.0,20.0,0.01,75.2,91.5,58.9,6.59,10.47,16.0,3.0,0.0,0.0,0.0,0.0,101.7048,0,0,0,0,0,1,0,0,0,0,0,0
3753,Medium,6.9,187.0,2.0,10.0,0.56,71.1,85.8,56.5,12.55,14.760000000000002,12.0,5.0,0.0,0.0,0.0,0.0,134.5128,0,0,0,0,0,0,1,0,0,0,0,0
3754,Large,8.3,283.0,0.0,22.0,0.0,74.4,91.3,57.6,14.79,18.89,5.0,2.0,0.0,0.0,0.0,0.0,108.2664,0,0,0,0,0,0,1,0,0,0,0,0
3755,Small,6.7,308.0,0.0,25.0,0.0,75.6,94.7,56.6,0.0,1.23,0.0,0.0,1.0,105.3,45.6,0.43,193.5672,0,1,0,0,0,0,0,0,0,0,0,0
3756,Small,5.6,325.0,1.0,19.0,0.17,75.8,92.1,59.6,1.58,5.279999999999999,58.0,1.0,1.0,10.5,4.0,0.38,147.636,0,0,0,0,0,0,0,0,0,0,0,1
3757,Large,8.5,281.0,0.0,17.0,0.0,74.4,92.3,56.4,8.739999999999998,9.16,8.0,8.0,1.0,84.0,37.2,0.44,232.9368,0,0,0,0,0,0,1,0,0,0,0,0
3758,Medium,4.0,1.0,2.0,0.0,0.94,57.1,70.6,43.7,3.63,8.76,0.0,6.0,0.0,0.0,0.0,0.0,3635.1264,0,0,0,0,1,0,0,0,0,0,0,0
3759,Large,5.6,557.0,0.0,26.0,0.0,83.0,96.0,70.0,1.95,3.08,53.0,0.0,1.0,17.1,4.4,0.26,2618.0784000000003,0,1,0,0,0,0,0,0,0,0,0,0
3760,Very Large,10.3,807.0,0.0,31.0,0.05,91.0,106.6,75.4,0.38,0.53,52.0,0.0,0.0,0.0,0.0,0.0,4055.0688,0,0,0,0,0,1,0,0,0,0,0,0
3761,Medium,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,869.412,0,0,0,0,0,0,1,0,0,0,0,0
3762,Large,3.4,0.0,1.0,0.0,0.38,50.4,66.0,34.8,2.3000000000000003,9.7,0.0,3.0,0.0,0.0,0.0,0.0,95.1432,0,0,0,0,1,0,0,0,0,0,0,0
3763,Very Large,7.6,438.0,0.0,30.0,0.0,79.1,96.3,61.9,4.06,7.58,24.0,1.0,1.0,98.0,43.9,0.45,7680.352800000001,0,0,0,0,0,1,0,0,0,0,0,0
3764,Very Large,5.1,4.0,0.0,0.0,0.0,58.4,78.4,38.5,3.07,8.59,2.0,2.0,1.0,94.3,30.9,0.33,7499.9088,0,1,0,0,0,0,0,0,0,0,0,0
3765,Large,3.6,0.0,0.0,0.0,0.2,54.0,62.2,45.8,8.67,37.940000000000005,0.0,2.0,0.0,0.0,0.0,0.0,134.5128,0,0,0,0,0,0,0,0,0,0,0,1
3766,Very Large,8.5,379.0,1.0,22.0,0.1,77.2,91.9,62.6,3.87,10.19,43.0,0.0,1.0,34.2,17.2,0.5,511.8048,0,1,0,0,0,0,0,0,0,0,0,0
3767,Large,5.4,342.0,0.0,19.0,0.0,76.4,91.3,61.5,6.26,11.14,47.0,0.0,0.0,0.0,0.0,0.0,2578.7088000000003,0,0,0,0,0,0,0,0,0,0,0,1
3768,Small,15.2,289.0,0.0,16.0,0.02,74.3,89.5,59.1,5.35,5.35,2.0,0.0,1.0,28.5,8.8,0.31,3234.8688,0,0,0,0,0,0,0,0,1,0,0,0
3769,Very Large,6.9,306.0,1.0,21.0,0.24,74.9,92.1,57.6,4.779999999999999,7.5,13.0,1.0,0.0,0.0,0.0,0.0,2388.4224,0,0,0,0,0,1,0,0,0,0,0,0
3770,Small,8.7,184.0,0.0,9.0,0.07,70.8,85.2,56.4,7.470000000000001,7.470000000000001,4.0,4.0,1.0,79.0,37.0,0.47,1122.0336,0,0,0,0,0,0,0,0,1,0,0,0
3771,Small,2.7,0.0,0.0,0.0,0.09,57.3,69.0,45.7,0.29,5.98,15.0,1.0,1.0,58.5,15.0,0.26,6715.7976,0,0,0,0,0,0,0,0,0,1,0,0
3772,Large,6.7,432.0,0.0,26.0,0.0,78.9,99.3,58.6,12.23,13.46,30.0,1.0,0.0,0.0,0.0,0.0,1125.3144,0,0,0,0,0,1,0,0,0,0,0,0
3773,Very Large,4.5,220.0,0.0,14.0,0.01,72.0,89.3,54.7,5.639999999999999,18.42,7.0,0.0,0.0,0.0,0.0,0.0,702.0912000000001,0,1,0,0,0,0,0,0,0,0,0,0
3774,Very Large,8.7,263.0,0.0,17.0,0.0,73.5,90.8,56.2,11.260000000000002,13.47,0.0,7.0,0.0,0.0,0.0,0.0,157.47840000000002,0,0,0,0,0,0,0,0,1,0,0,0
3775,Very Large,6.5,549.0,0.0,30.0,0.0,82.7,100.1,65.4,8.96,8.71,29.0,1.0,0.0,0.0,0.0,0.0,187.0056,0,0,0,0,0,1,0,0,0,0,0,0
3776,Very Large,9.2,345.0,2.0,18.0,0.43,76.4,90.6,62.2,14.990000000000002,19.28,19.0,5.0,1.0,71.4,31.2,0.44,416.6616,0,0,0,0,0,0,1,0,0,0,0,0
3777,Large,4.7,73.0,2.0,6.0,1.44,64.5,76.2,52.8,3.41,19.879999999999995,28.0,0.0,1.0,14.5,6.8,0.47,118.1088,0,0,0,0,0,0,0,0,0,0,1,0
3778,Small,11.6,465.0,0.0,29.0,0.0,80.0,97.6,62.5,2.16,3.29,51.0,0.0,0.0,0.0,0.0,0.0,3087.2328,0,1,0,0,0,0,0,0,0,0,0,0
3779,Large,8.5,51.0,0.0,0.0,0.09,65.9,73.7,58.1,2.63,6.85,3.0,0.0,0.0,0.0,0.0,0.0,1315.6008000000002,0,1,0,0,0,0,0,0,0,0,0,0
3780,Very Large,5.4,459.0,0.0,24.0,0.0,80.3,94.3,66.3,2.19,10.03,59.0,0.0,1.0,86.5,38.0,0.44,1706.016,0,0,0,0,0,0,0,0,0,0,0,1
3781,Very Large,6.7,634.0,0.0,28.0,0.04,85.5,99.7,71.2,6.789999999999999,22.13,32.0,2.0,1.0,0.0,0.0,0.0,2749.3104000000003,0,0,0,0,0,1,0,0,0,0,0,0
3782,Large,7.4,336.0,0.0,21.0,0.0,76.6,92.4,60.7,8.559999999999999,12.42,35.0,0.0,1.0,89.0,27.0,0.3,223.0944,0,0,0,0,0,1,0,0,0,0,0,0
3783,Large,4.0,286.0,0.0,23.0,0.0,74.2,93.3,55.2,18.78,28.34,19.0,0.0,0.0,0.0,0.0,0.0,2447.4768,0,0,0,0,0,1,0,0,0,0,0,0
3784,Medium,7.6,139.0,2.0,6.0,0.57,68.5,81.5,55.5,5.349999999999999,5.849999999999999,5.0,2.0,1.0,0.0,0.0,0.0,442.908,0,0,0,0,0,0,0,0,1,0,0,0
3785,Small,5.1,51.0,1.0,0.0,0.28,64.5,76.2,52.8,0.65,3.08,37.0,1.0,1.0,17.1,4.4,0.26,2467.1616,0,0,0,0,0,0,0,0,0,0,1,0
3786,Large,8.7,208.0,1.0,11.0,0.46,71.5,87.0,56.1,7.739999999999999,7.86,4.0,6.0,1.0,85.8,41.1,0.48,5223.033600000001,0,0,0,0,0,0,0,0,1,0,0,0
3787,Medium,5.8,592.0,0.0,31.0,0.0,84.1,100.9,67.3,10.86,27.71,27.0,3.0,1.0,55.5,20.7,0.37,5751.2424,0,0,0,0,0,1,0,0,0,0,0,0
3788,Medium,6.9,831.0,1.0,30.0,0.32,91.8,105.3,78.3,0.79,1.36,56.0,0.0,0.0,0.0,0.0,0.0,2014.4112,0,0,0,0,0,1,0,0,0,0,0,0
3789,Very Large,6.0,2.0,0.0,0.0,0.0,60.7,68.1,53.3,6.68,13.9,2.0,3.0,0.0,0.0,0.0,0.0,357.60720000000003,0,0,0,0,0,1,0,0,0,0,0,0
3790,Large,7.6,521.0,0.0,28.0,0.0,81.8,99.0,64.7,11.999999999999998,18.290000000000003,14.0,4.0,0.0,0.0,0.0,0.0,301.8336,0,0,0,0,0,1,0,0,0,0,0,0
3791,Very Large,7.2,10.0,0.0,1.0,0.0,61.5,70.8,52.3,6.66,18.67,1.0,0.0,0.0,0.0,0.0,0.0,797.2344,0,0,0,0,0,0,0,0,0,0,0,1
3792,Very Large,7.2,394.0,0.0,25.0,0.02,77.7,94.3,61.2,2.62,2.62,10.0,1.0,1.0,25.0,7.4,0.3,5875.9128,0,0,0,0,0,1,0,0,0,0,0,0
3793,Very Large,3.4,138.0,0.0,14.0,0.0,68.9,88.7,49.1,19.2,55.68000000000001,48.0,0.0,0.0,0.0,0.0,0.0,1771.632,0,0,0,0,0,0,0,0,0,0,0,1
3794,Very Large,11.6,826.0,0.0,31.0,0.0,91.6,107.0,76.2,4.85,7.899999999999999,40.0,0.0,0.0,0.0,0.0,0.0,1938.9528,0,0,0,0,0,1,0,0,0,0,0,0
3795,Large,9.2,193.0,0.0,9.0,0.06,70.6,86.1,55.2,7.220000000000001,7.460000000000001,3.0,6.0,1.0,0.2,0.2,1.0,242.7792,0,0,0,0,0,0,0,0,1,0,0,0
3796,Large,5.1,521.0,1.0,27.0,1.15,81.8,98.8,64.8,11.99,21.22,32.0,3.0,1.0,19.2,5.9,0.31,4740.756,0,0,0,0,0,1,0,0,0,0,0,0
3797,Medium,6.0,0.0,0.0,0.0,0.0,55.7,69.0,42.3,0.5700000000000001,1.64,0.0,2.0,0.0,0.0,0.0,0.0,3677.7768,0,0,0,0,1,0,0,0,0,0,0,0
3798,Medium,5.1,74.0,0.0,2.0,0.05,65.9,78.2,53.5,2.23,14.22,43.0,0.0,1.0,98.0,43.4,0.44,314.95680000000004,0,0,0,0,0,0,0,0,0,0,1,0
3799,Large,7.4,666.0,0.0,30.0,0.0,87.2,105.2,69.3,0.8400000000000001,0.77,28.0,0.0,0.0,0.0,0.0,0.0,-114.828,0,0,0,0,0,0,1,0,0,0,0,0
3800,Small,6.7,440.0,0.0,21.0,0.0,79.7,94.9,64.4,32.59,34.03,8.0,11.0,1.0,103.8,47.6,0.46,1988.1648,0,0,0,0,0,0,1,0,0,0,0,0
3801,Very Large,4.9,100.0,0.0,1.0,0.0,67.2,78.8,55.5,13.39,15.89,0.0,1.0,0.0,0.0,0.0,0.0,1998.0072,0,0,0,0,0,1,0,0,0,0,0,0
3802,Large,6.7,371.0,0.0,22.0,0.0,77.2,92.3,62.1,18.62,21.22,10.0,8.0,1.0,52.9,25.2,0.48,803.796,0,0,0,0,0,0,1,0,0,0,0,0
3803,Large,7.6,391.0,0.0,21.0,0.0,78.5,94.1,62.9,5.77,7.140000000000001,19.0,3.0,1.0,67.1,20.4,0.3,367.4496,0,0,0,0,0,0,1,0,0,0,0,0
3804,Small,7.4,0.0,11.0,0.0,3.92,47.2,57.7,36.8,10.84,24.12,0.0,16.0,0.0,0.0,0.0,0.0,3864.7824,0,0,0,0,1,0,0,0,0,0,0,0
3805,Large,4.9,31.0,2.0,2.0,0.38,62.6,77.5,47.8,7.87,32.72,44.0,0.0,1.0,110.0,49.0,0.45,816.9192,0,0,0,0,0,0,0,0,0,0,1,0
3806,Small,8.3,184.0,0.0,12.0,0.0,70.4,85.3,55.6,17.61,17.64,2.0,10.0,0.0,0.0,0.0,0.0,580.7016,0,0,0,0,0,0,1,0,0,0,0,0
3807,Very Large,6.7,125.0,0.0,8.0,0.0,67.9,79.2,56.5,3.52,4.13,4.0,4.0,0.0,0.0,0.0,0.0,367.4496,0,0,0,0,0,0,0,0,1,0,0,0
3808,Medium,6.5,316.0,0.0,13.0,0.0,75.5,87.0,64.0,11.75,13.25,1.0,6.0,0.0,0.0,0.0,0.0,2686.9752000000003,0,0,0,0,0,0,1,0,0,0,0,0
3809,Small,4.9,154.0,0.0,0.0,0.0,70.0,78.4,61.5,4.61,6.44,1.0,0.0,0.0,0.0,0.0,0.0,331.36080000000004,0,0,0,0,0,1,0,0,0,0,0,0
3810,Small,6.9,0.0,5.0,0.0,2.66,53.9,66.2,41.5,0.82,17.439999999999998,23.0,0.0,0.0,0.0,0.0,0.0,183.7248,0,0,0,0,0,0,0,0,0,1,0,0
3811,Small,8.5,674.0,0.0,29.0,0.0,88.2,106.0,70.5,0.09,0.16,45.0,0.0,0.0,0.0,0.0,0.0,-147.636,0,0,0,0,0,0,1,0,0,0,0,0
3812,Very Large,4.0,7.0,4.0,1.0,1.93,58.0,73.8,42.3,23.51,25.44,0.0,5.0,0.0,0.0,0.0,0.0,1210.6152,1,0,0,0,0,0,0,0,0,0,0,0
3813,Small,8.5,51.0,0.0,1.0,0.0,64.8,74.3,55.3,11.51,14.63,0.0,1.0,0.0,0.0,0.0,0.0,2926.4736000000003,0,0,0,0,0,1,0,0,0,0,0,0
3814,Medium,8.3,294.0,0.0,23.0,0.0,74.4,93.8,55.0,2.3,3.92,25.0,0.0,0.0,0.0,0.0,0.0,518.3664,0,0,0,0,0,1,0,0,0,0,0,0
3815,Small,9.8,3.0,0.0,0.0,0.0,59.9,68.2,51.5,2.6699999999999995,3.58,0.0,0.0,0.0,0.0,0.0,0.0,793.9536,0,0,0,0,0,0,1,0,0,0,0,0
3816,Small,4.7,0.0,3.0,0.0,0.72,59.5,66.0,53.1,15.08,40.1,0.0,0.0,1.0,133.1,47.4,0.36,4760.4408,0,1,0,0,0,0,0,0,0,0,0,0
3817,Very Large,7.4,451.0,0.0,28.0,0.0,79.5,96.0,63.1,5.989999999999999,8.200000000000001,30.0,0.0,0.0,0.0,0.0,0.0,639.7560000000001,0,0,0,0,0,1,0,0,0,0,0,0
3818,Small,6.0,621.0,0.0,29.0,0.0,85.0,98.1,72.0,0.8999999999999999,2.18,53.0,0.0,1.0,56.8,27.6,0.49,800.5152,0,1,0,0,0,0,0,0,0,0,0,0
3819,Very Large,7.2,251.0,0.0,14.0,0.08,73.4,89.0,57.8,12.46,14.760000000000002,16.0,3.0,0.0,0.0,0.0,0.0,193.5672,0,0,0,0,0,0,1,0,0,0,0,0
3820,Small,7.6,204.0,0.0,17.0,0.02,71.3,89.7,52.9,9.09,13.07,19.0,0.0,0.0,0.0,0.0,0.0,715.2144000000001,0,0,0,0,0,1,0,0,0,0,0,0
3821,Large,7.2,367.0,0.0,22.0,0.0,76.8,93.6,60.1,4.760000000000001,9.45,46.0,0.0,0.0,0.0,0.0,0.0,82.02000000000001,0,1,0,0,0,0,0,0,0,0,0,0
3822,Large,7.8,257.0,1.0,11.0,0.52,73.2,87.1,59.2,2.34,14.97,53.0,0.0,1.0,24.0,11.7,0.49,216.5328,0,0,0,0,0,0,0,0,0,0,0,1
3823,Medium,14.1,227.0,0.0,5.0,0.0,71.2,81.7,60.7,8.63,11.85,0.0,2.0,1.0,85.3,26.8,0.31,3156.1296,0,0,0,0,0,0,1,0,0,0,0,0
3824,Medium,7.8,456.0,0.0,20.0,0.0,80.2,94.1,66.3,4.640000000000001,5.78,9.0,4.0,1.0,20.6,8.6,0.42,1148.28,0,0,0,0,0,0,1,0,0,0,0,0
3825,Large,5.6,150.0,1.0,11.0,0.22,69.8,86.5,53.1,5.26,18.290000000000003,55.0,0.0,1.0,160.8,54.3,0.34,7634.421600000001,0,0,0,0,0,0,0,0,0,0,0,1
3826,Very Large,4.3,401.0,0.0,24.0,0.0,77.9,97.0,58.9,30.739999999999995,55.68000000000001,17.0,1.0,0.0,0.0,0.0,0.0,1870.056,0,0,0,0,0,1,0,0,0,0,0,0
3827,Medium,6.3,591.0,0.0,31.0,0.0,84.1,97.9,70.2,5.26,6.829999999999999,24.0,1.0,1.0,65.8,26.4,0.4,856.2888,0,0,0,0,0,1,0,0,0,0,0,0
3828,Very Large,6.5,696.0,0.0,31.0,0.0,87.4,100.8,74.1,3.24,5.78,29.0,0.0,1.0,20.6,8.6,0.42,4383.1488,0,0,0,0,0,1,0,0,0,0,0,0
3829,Small,5.6,443.0,0.0,29.0,0.0,79.3,95.0,63.6,14.53,19.629999999999995,14.0,1.0,0.0,0.0,0.0,0.0,1492.764,0,0,0,0,0,1,0,0,0,0,0,0
3830,Medium,4.9,210.0,0.0,15.0,0.0,71.9,89.4,54.3,4.930000000000001,14.89,47.0,0.0,1.0,109.5,34.0,0.31,2788.6800000000003,0,0,0,0,0,0,0,0,0,0,0,1
3831,Medium,3.6,2.0,0.0,0.0,0.19,60.9,76.7,45.2,3.55,10.79,48.0,0.0,1.0,85.3,26.8,0.31,1650.2424,0,0,0,0,0,0,0,0,0,0,1,0
3832,Very Large,5.4,559.0,0.0,31.0,0.0,83.0,98.0,68.1,2.68,10.03,46.0,0.0,1.0,86.5,38.0,0.44,1712.5776,0,1,0,0,0,0,0,0,0,0,0,0
3833,Medium,7.4,920.0,1.0,31.0,0.17,94.7,108.1,81.2,2.84,3.4000000000000004,47.0,0.0,0.0,0.0,0.0,0.0,2929.7544000000003,0,0,0,0,0,1,0,0,0,0,0,0
3834,Very Large,6.5,355.0,1.0,14.0,0.35,76.5,89.6,63.3,4.54,4.54,4.0,3.0,1.0,33.5,14.5,0.43,600.3864,0,0,0,0,0,0,0,0,1,0,0,0
3835,Very Large,5.4,60.0,1.0,9.0,0.37,64.3,80.8,47.9,2.6,14.34,1.0,0.0,0.0,0.0,0.0,0.0,1840.5288,0,0,0,0,0,0,0,0,0,0,1,0
3836,Very Large,11.0,565.0,0.0,31.0,0.04,83.2,98.4,68.1,5.74,6.78,18.0,0.0,0.0,0.0,0.0,0.0,3277.5192,0,0,0,0,0,1,0,0,0,0,0,0
3837,Medium,7.6,174.0,1.0,10.0,0.51,70.3,87.2,53.4,5.33,6.620000000000001,19.0,4.0,0.0,0.0,0.0,0.0,3129.8832,0,0,0,0,0,1,0,0,0,0,0,0
3838,Very Large,13.2,372.0,0.0,10.0,0.01,77.0,87.7,66.3,10.98,11.73,1.0,4.0,1.0,20.6,8.6,0.42,3198.78,0,0,0,0,0,1,0,0,0,0,0,0
3839,Medium,6.5,215.0,0.0,18.0,0.0,71.8,91.3,52.3,4.64,13.07,34.0,0.0,0.0,0.0,0.0,0.0,1833.9672,0,1,0,0,0,0,0,0,0,0,0,0
3840,Small,8.1,337.0,0.0,21.0,0.0,75.9,92.9,58.8,10.24,13.47,32.0,0.0,0.0,0.0,0.0,0.0,150.9168,0,0,0,0,0,1,0,0,0,0,0,0
3841,Small,4.9,9.0,0.0,0.0,0.07,62.4,78.7,46.0,2.37,16.61,37.0,1.0,0.0,0.0,0.0,0.0,118.1088,0,0,0,0,0,0,0,0,0,0,1,0
3842,Large,5.4,450.0,0.0,20.0,0.0,79.5,92.2,66.8,12.159999999999998,11.22,19.0,0.0,0.0,0.0,0.0,0.0,1728.9816,0,1,0,0,0,0,0,0,0,0,0,0
3843,Medium,7.2,455.0,0.0,25.0,0.0,79.7,96.4,63.0,9.61,19.28,43.0,2.0,1.0,71.4,31.2,0.44,495.4008,0,1,0,0,0,0,0,0,0,0,0,0
3844,Small,5.1,92.0,2.0,5.0,0.83,65.0,77.7,52.3,3.83,14.89,36.0,0.0,0.0,0.0,0.0,0.0,91.8624,0,0,0,0,0,0,0,0,0,0,1,0
3845,Very Large,6.9,298.0,0.0,20.0,0.0,74.6,91.5,57.7,15.75,18.68,20.0,0.0,0.0,0.0,0.0,0.0,452.7504,0,0,0,0,0,1,0,0,0,0,0,0
3846,Large,9.2,652.0,0.0,29.0,0.0,88.2,104.4,72.0,1.77,2.03,31.0,0.0,0.0,0.0,0.0,0.0,242.7792,0,0,0,0,0,0,1,0,0,0,0,0
3847,Medium,9.6,42.0,1.0,2.0,0.13,64.6,77.8,51.5,14.010000000000002,16.290000000000003,0.0,3.0,0.0,0.0,0.0,0.0,784.1112,0,0,0,0,0,0,1,0,0,0,0,0
3848,Large,7.6,139.0,2.0,6.0,0.57,68.5,81.5,55.5,5.349999999999999,5.849999999999999,5.0,2.0,1.0,0.0,0.0,0.0,770.988,0,0,0,0,0,0,0,0,1,0,0,0
3849,Small,6.3,591.0,0.0,31.0,0.0,84.1,97.9,70.2,5.26,6.829999999999999,24.0,1.0,1.0,65.8,26.4,0.4,1190.9304,0,0,0,0,0,1,0,0,0,0,0,0
3850,Small,8.3,306.0,0.0,19.0,0.01,74.9,91.1,58.6,11.52,17.79,4.0,5.0,0.0,0.0,0.0,0.0,593.8248,0,0,0,0,0,1,0,0,0,0,0,0
3851,Medium,12.5,58.0,0.0,0.0,0.12,61.3,70.2,52.4,0.57,7.74,8.0,0.0,0.0,0.0,0.0,0.0,2421.2304,0,0,0,0,0,0,0,0,0,0,1,0
3852,Large,3.4,100.0,1.0,10.0,0.12,67.3,85.4,49.2,10.15,34.849999999999994,4.0,0.0,0.0,0.0,0.0,0.0,131.232,0,0,0,0,0,0,0,0,0,0,0,1
3853,Very Large,7.6,508.0,0.0,25.0,0.01,81.9,96.8,67.1,5.52,5.849999999999999,9.0,4.0,1.0,3.5,1.5,0.43,2217.8208,0,0,0,0,0,0,1,0,0,0,0,0
3854,Very Large,4.9,126.0,0.0,13.0,0.0,68.4,86.8,50.0,25.44,28.34,6.0,1.0,0.0,0.0,0.0,0.0,4002.576,0,0,0,0,0,0,1,0,0,0,0,0
3855,Medium,8.7,247.0,0.0,15.0,0.0,73.0,89.1,56.9,1.04,1.04,8.0,0.0,0.0,0.0,0.0,0.0,-101.7048,1,0,0,0,0,0,0,0,0,0,0,0
3856,Large,4.3,314.0,0.0,21.0,0.0,75.5,93.8,57.1,1.11,22.33,57.0,0.0,1.0,65.6,33.8,0.52,5800.4544000000005,0,0,0,0,0,0,0,0,0,0,0,1
3857,Large,4.9,196.0,1.0,5.0,0.38,71.5,82.7,60.3,2.02,6.42,2.0,1.0,0.0,0.0,0.0,0.0,813.6384,0,0,0,0,0,0,0,0,0,0,0,1
3858,Very Large,4.3,0.0,3.0,0.0,4.08,53.9,66.9,40.8,0.96,21.649999999999995,22.0,0.0,0.0,0.0,0.0,0.0,544.6128,0,0,0,0,0,0,0,0,0,1,0,0
3859,Large,9.2,392.0,0.0,24.0,0.02,78.1,93.7,62.4,4.659999999999999,6.5600000000000005,10.0,3.0,1.0,48.3,18.6,0.39,721.7760000000001,0,0,0,0,0,0,1,0,0,0,0,0
3860,Medium,5.6,38.0,3.0,1.0,1.3,64.3,80.4,48.1,0.22,14.78,47.0,0.0,0.0,0.0,0.0,0.0,98.424,0,0,0,0,0,0,0,0,0,0,1,0
3861,Medium,5.8,440.0,1.0,21.0,0.28,79.7,94.7,64.7,39.81,44.38,12.0,12.0,1.0,54.2,18.9,0.35,5685.6264,0,0,0,0,0,0,1,0,0,0,0,0
3862,Medium,4.7,0.0,3.0,0.0,1.72,54.2,68.2,40.2,3.85,26.019999999999992,13.0,2.0,1.0,54.2,23.4,0.43,672.5640000000001,0,0,0,0,0,0,0,0,0,1,0,0
3863,Small,7.4,193.0,0.0,9.0,0.0,71.1,85.0,57.3,4.35,4.55,9.0,1.0,1.0,65.4,22.4,0.34,1082.664,0,0,0,0,0,0,0,0,1,0,0,0
3864,Medium,6.7,385.0,0.0,31.0,0.0,77.4,99.6,55.2,2.6100000000000003,2.9600000000000004,27.0,0.0,1.0,24.9,9.0,0.36,6381.156,0,0,0,0,0,1,0,0,0,0,0,0
3865,Small,7.8,327.0,0.0,20.0,0.0,75.9,93.6,58.2,8.52,9.7,15.0,2.0,0.0,0.0,0.0,0.0,180.444,0,0,0,0,0,0,1,0,0,0,0,0
3866,Very Large,3.6,126.0,1.0,6.0,0.1,68.5,80.8,56.3,0.84,14.31,32.0,0.0,0.0,0.0,0.0,0.0,1669.9272,0,0,0,0,0,0,0,0,0,0,1,0
3867,Very Large,8.7,328.0,0.0,20.0,0.0,75.6,92.6,58.6,4.7700000000000005,10.91,39.0,0.0,1.0,8.0,3.0,0.38,1856.9328,0,1,0,0,0,0,0,0,0,0,0,0
3868,Large,9.2,381.0,0.0,23.0,0.0,77.7,93.6,61.8,8.48,9.51,13.0,0.0,1.0,49.9,23.6,0.47,236.2176,0,0,0,0,0,0,1,0,0,0,0,0
3869,Medium,8.3,423.0,0.0,27.0,0.0,79.2,94.1,64.3,3.09,7.109999999999999,29.0,2.0,0.0,0.0,0.0,0.0,108.2664,0,0,0,0,0,1,0,0,0,0,0,0
3870,Large,6.9,240.0,0.0,13.0,0.0,73.0,89.6,56.4,23.59,26.83,7.0,9.0,0.0,0.0,0.0,0.0,354.32640000000004,0,0,0,0,0,0,1,0,0,0,0,0
3871,Small,7.2,222.0,0.0,11.0,0.0,72.4,89.0,55.8,11.74,13.6,7.0,0.0,1.0,19.5,9.0,0.46,91.8624,0,0,0,0,0,0,1,0,0,0,0,0
3872,Medium,7.4,247.0,1.0,11.0,0.51,73.3,89.2,57.3,12.38,14.35,14.0,3.0,0.0,0.0,0.0,0.0,141.0744,0,0,0,0,0,0,1,0,0,0,0,0
3873,Very Large,5.6,484.0,0.0,26.0,0.0,80.6,97.4,63.8,14.62,25.82,42.0,2.0,1.0,71.4,31.2,0.44,2089.8696,0,1,0,0,0,0,0,0,0,0,0,0
3874,Small,8.3,154.0,1.0,8.0,0.88,69.2,84.3,54.1,15.31,17.1,2.0,10.0,1.0,75.5,36.6,0.48,282.1488,0,0,0,0,0,0,0,0,1,0,0,0
3875,Very Large,6.3,58.0,0.0,2.0,0.0,62.8,72.0,53.5,9.54,9.579999999999998,1.0,5.0,0.0,0.0,0.0,0.0,2342.4912,0,0,0,0,0,0,0,0,1,0,0,0
3876,Small,8.9,796.0,0.0,30.0,0.0,91.5,105.3,77.8,4.880000000000001,7.6,37.0,0.0,0.0,0.0,0.0,0.0,4599.6816,0,0,0,0,0,0,1,0,0,0,0,0
3877,Large,6.7,546.0,0.0,26.0,0.0,82.6,96.4,68.8,3.62,5.770000000000001,48.0,0.0,1.0,28.9,15.9,0.55,2680.4136000000003,0,1,0,0,0,0,0,0,0,0,0,0
3878,Large,6.5,479.0,1.0,29.0,0.2,80.5,96.2,64.8,2.01,2.43,17.0,1.0,1.0,12.0,3.5,0.29,6322.1016,0,0,0,0,0,1,0,0,0,0,0,0
3879,Very Large,6.7,415.0,1.0,28.0,0.12,78.4,95.7,61.1,2.77,5.27,18.0,2.0,1.0,68.9,25.0,0.36,6102.2880000000005,0,0,0,0,0,1,0,0,0,0,0,0
3880,Very Large,6.5,880.0,2.0,31.0,0.94,93.4,105.8,81.0,0.97,1.16,56.0,0.0,0.0,0.0,0.0,0.0,4520.9424,0,0,0,0,0,1,0,0,0,0,0,0
3881,Large,6.7,470.0,0.0,28.0,0.0,80.2,96.5,63.8,11.879999999999995,15.38,42.0,3.0,1.0,63.7,29.3,0.46,265.7448,0,1,0,0,0,0,0,0,0,0,0,0
3882,Medium,9.2,193.0,0.0,9.0,0.06,70.6,86.1,55.2,7.220000000000001,7.460000000000001,3.0,6.0,1.0,0.2,0.2,1.0,544.6128,0,0,0,0,0,0,0,0,1,0,0,0
