,Fire Size Rank,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
136,Medium,5.4,285.0,0.0,17.0,0.0,74.2,91.3,57.1,9.67,12.97,12.0,1.0,0,0.0,0.0,0.0,1814.2824,0,0,0,0,0,1,0,0,0,0,0,0
137,Medium,7.6,330.0,0.0,26.0,0.0,75.6,93.2,58.0,7.22,16.340000000000003,46.0,0.0,1,1.0,0.5,0.5,580.7016,0,1,0,0,0,0,0,0,0,0,0,0
138,Medium,5.8,549.0,0.0,27.0,0.0,82.7,98.4,67.0,30.630000000000003,37.07,30.0,8.0,1,77.0,34.0,0.44,2647.6056000000003,0,0,0,0,0,1,0,0,0,0,0,0
139,Medium,4.3,47.0,0.0,4.0,0.0,63.5,75.6,51.4,8.350000000000001,24.47,0.0,0.0,0,0.0,0.0,0.0,511.8048,0,0,0,0,0,0,0,0,0,0,0,1
140,Medium,4.3,0.0,0.0,0.0,0.0,61.4,68.6,54.2,8.990000000000002,24.47,0.0,0.0,0,0.0,0.0,0.0,426.504,0,1,0,0,0,0,0,0,0,0,0,0
141,Medium,6.5,1.0,0.0,0.0,0.02,58.3,75.8,40.8,18.99,20.56,0.0,9.0,1,1.0,0.5,0.5,2083.308,0,0,0,0,0,0,1,0,0,0,0,0
142,Medium,8.1,53.0,0.0,6.0,0.0,64.3,80.4,48.3,8.03,8.09,3.0,4.0,0,0.0,0.0,0.0,948.1512,0,0,0,0,0,0,0,0,1,0,0,0
143,Medium,6.0,420.0,3.0,21.0,2.46,78.7,93.6,63.9,36.38,37.07,12.0,7.0,1,50.5,29.5,0.58,807.0768,0,0,0,0,0,0,1,0,0,0,0,0
144,Medium,4.5,0.0,0.0,0.0,0.04,56.9,62.3,51.5,15.259999999999998,46.74,0.0,2.0,0,0.0,0.0,0.0,118.1088,0,1,0,0,0,0,0,0,0,0,0,0
145,Medium,5.8,549.0,0.0,27.0,0.0,82.7,98.4,67.0,30.630000000000003,37.07,30.0,8.0,1,107.0,37.0,0.35,2906.7888000000003,0,0,0,0,0,1,0,0,0,0,0,0
146,Medium,4.5,0.0,0.0,0.0,0.02,56.4,62.9,49.9,18.03,54.17,0.0,2.0,0,0.0,0.0,0.0,3241.4304,0,1,0,0,0,0,0,0,0,0,0,0
147,Small,6.0,323.0,0.0,15.0,0.0,75.7,89.5,61.9,2.98,6.45,55.0,0.0,0,0.0,0.0,0.0,3139.7256,0,0,0,0,0,0,0,0,0,0,0,1
148,Small,4.3,273.0,0.0,24.0,0.0,73.8,93.5,54.0,13.539999999999996,35.709999999999994,34.0,2.0,0,0.0,0.0,0.0,1377.936,0,1,0,0,0,0,0,0,0,0,0,0
149,Small,5.4,285.0,0.0,17.0,0.0,74.2,91.3,57.1,9.67,12.97,12.0,1.0,0,0.0,0.0,0.0,5108.2056,0,0,0,0,0,1,0,0,0,0,0,0
155,Very Large,8.7,26.0,0.0,0.0,0.0,59.8,74.2,45.5,0.09,19.36,9.0,0.0,0,0.0,0.0,0.0,1000.644,0,0,1,0,0,0,0,0,0,0,0,0
156,Very Large,8.7,26.0,0.0,0.0,0.0,59.8,74.2,45.5,0.09,19.36,9.0,0.0,0,0.0,0.0,0.0,1000.644,0,0,1,0,0,0,0,0,0,0,0,0
157,Very Large,6.5,479.0,0.0,31.0,0.04,80.5,97.2,63.7,11.289999999999996,14.349999999999998,18.0,1.0,1,87.0,41.0,0.47,4209.2664,0,0,0,0,0,1,0,0,0,0,0,0
158,Very Large,7.2,518.0,0.0,30.0,0.0,81.7,99.6,63.8,11.820000000000002,15.81,30.0,1.0,1,169.0,85.0,0.5,1637.1192,0,0,0,0,0,1,0,0,0,0,0,0
159,Very Large,4.5,0.0,0.0,0.0,0.01,58.4,64.6,52.2,31.64,68.14000000000001,0.0,3.0,1,77.0,24.5,0.32,4347.06,0,1,0,0,0,0,0,0,0,0,0,0
160,Very Large,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0,0,0.0,0.0,0.0,725.0568000000001,0,0,0,0,0,0,0,0,0,0,1,0
161,Very Large,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0,0,0.0,0.0,0.0,725.0568000000001,0,0,0,0,0,0,0,0,0,0,1,0
162,Very Large,5.6,15.0,1.0,2.0,0.19,60.5,77.9,43.2,3.39,36.85,11.0,0.0,0,0.0,0.0,0.0,1348.4088000000002,0,0,0,0,0,0,0,0,0,0,1,0
163,Very Large,5.6,15.0,1.0,2.0,0.19,60.5,77.9,43.2,3.39,36.85,11.0,0.0,0,0.0,0.0,0.0,1348.4088000000002,0,0,0,0,0,0,0,0,0,0,1,0
164,Very Large,7.2,372.0,0.0,27.0,0.0,77.0,98.7,55.3,12.47,15.97,32.0,1.0,0,0.0,0.0,0.0,2634.4824000000003,0,0,0,0,0,1,0,0,0,0,0,0
165,Very Large,4.5,0.0,0.0,0.0,0.01,58.4,64.6,52.2,31.64,68.14000000000001,0.0,3.0,1,77.0,24.5,0.32,5200.068,0,1,0,0,0,0,0,0,0,0,0,0
166,Very Large,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0,0,0.0,0.0,0.0,659.4408000000001,0,0,0,0,0,0,0,0,0,0,1,0
167,Very Large,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0,0,0.0,0.0,0.0,659.4408000000001,0,0,0,0,0,0,0,0,0,0,1,0
168,Very Large,5.8,573.0,0.0,30.0,0.0,83.5,100.2,66.8,4.829999999999999,10.669999999999998,54.0,0.0,1,86.5,44.0,0.51,2043.9384,0,1,0,0,0,0,0,0,0,0,0,0
169,Very Large,2.0,35.0,1.0,7.0,0.21,61.1,80.7,41.6,3.82,52.06,39.0,0.0,0,0.0,0.0,0.0,954.7128,0,0,0,0,0,0,0,0,0,0,1,0
170,Very Large,5.8,25.0,0.0,0.0,0.0,64.6,75.3,53.9,13.66,18.130000000000003,0.0,1.0,0,0.0,0.0,0.0,580.7016,0,0,0,0,0,1,0,0,0,0,0,0
171,Very Large,5.6,0.0,0.0,0.0,0.01,56.5,62.4,50.5,42.66,68.14000000000001,0.0,7.0,1,112.0,56.0,0.5,1735.5432,0,0,0,0,0,1,0,0,0,0,0,0
172,Very Large,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,112.0,56.0,0.5,1610.8728,0,1,0,0,0,0,0,0,0,0,0,0
173,Very Large,7.6,358.0,1.0,22.0,0.19,76.5,92.3,60.7,0.1,4.33,59.0,0.0,1,86.5,44.0,0.51,7476.943200000001,0,0,0,0,0,0,0,0,0,0,0,1
174,Very Large,6.3,312.0,0.0,27.0,0.02,75.1,94.1,56.0,2.38,4.879999999999999,48.0,1.0,1,51.5,20.0,0.39,5646.2568,0,1,0,0,0,0,0,0,0,0,0,0
175,Very Large,5.4,62.0,0.0,0.0,0.04,66.6,74.1,59.1,19.42,24.110000000000003,0.0,1.0,0,0.0,0.0,0.0,1427.148,0,0,0,0,0,1,0,0,0,0,0,0
176,Very Large,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0,0,0.0,0.0,0.0,1433.7096,0,0,0,0,0,0,0,0,0,0,1,0
177,Very Large,4.5,7.0,0.0,0.0,0.0,61.2,75.4,47.0,0.13,13.7,14.0,0.0,0,0.0,0.0,0.0,2247.348,0,0,1,0,0,0,0,0,0,0,0,0
178,Very Large,6.9,351.0,1.0,16.0,0.42,76.6,91.2,62.1,5.0,27.11,62.0,0.0,1,112.0,56.0,0.5,4123.9656,0,0,0,0,0,0,0,0,0,0,0,1
179,Very Large,6.7,535.0,0.0,30.0,0.0,82.3,98.8,65.7,4.94,14.18,54.0,0.0,1,169.0,85.0,0.5,4878.5496,0,1,0,0,0,0,0,0,0,0,0,0
180,Very Large,8.5,176.0,1.0,12.0,0.37,69.5,86.0,53.0,9.24,9.83,0.0,4.0,1,73.5,37.5,0.51,705.3720000000001,0,0,0,0,0,0,0,0,1,0,0,0
181,Very Large,6.0,31.0,1.0,0.0,0.36,63.3,80.3,46.2,2.98,27.78,42.0,0.0,1,87.0,41.0,0.47,505.2432,0,0,0,0,0,0,0,0,0,0,1,0
182,Very Large,4.9,243.0,0.0,16.0,0.0,72.9,89.9,55.8,0.8200000000000001,14.669999999999998,45.0,1.0,0,0.0,0.0,0.0,383.8536,0,0,0,0,0,0,0,0,0,0,1,0
183,Very Large,3.8,25.0,1.0,0.0,0.54,64.0,81.5,46.5,20.17,45.99,1.0,1.0,1,102.5,46.0,0.45,6092.4456,0,1,0,0,0,0,0,0,0,0,0,0
184,Very Large,6.0,31.0,1.0,0.0,0.36,63.3,80.3,46.2,2.98,27.78,42.0,0.0,0,0.0,0.0,0.0,1404.1824,0,0,0,0,0,0,0,0,0,0,1,0
185,Very Large,6.7,535.0,0.0,30.0,0.0,82.3,98.8,65.7,4.94,14.18,54.0,0.0,1,169.0,85.0,0.5,7378.519200000001,0,1,0,0,0,0,0,0,0,0,0,0
186,Very Large,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,51.5,20.0,0.39,5679.0648,0,1,0,0,0,0,0,0,0,0,0,0
187,Very Large,5.4,293.0,0.0,9.0,0.05,74.7,85.2,64.1,0.43,13.7,28.0,0.0,0,0.0,0.0,0.0,1686.3312,0,0,0,0,0,0,0,0,0,0,0,1
188,Very Large,6.7,535.0,0.0,30.0,0.0,82.3,98.8,65.7,4.94,14.18,54.0,0.0,1,169.0,85.0,0.5,5114.7672,0,1,0,0,0,0,0,0,0,0,0,0
189,Very Large,7.6,810.0,0.0,29.0,0.0,92.0,108.5,75.5,6.69,6.98,42.0,0.0,0,0.0,0.0,0.0,4885.1112,0,0,0,0,0,0,1,0,0,0,0,0
190,Very Large,6.0,31.0,1.0,0.0,0.36,63.3,80.3,46.2,2.98,27.78,42.0,0.0,0,0.0,0.0,0.0,816.9192,0,0,0,0,0,0,0,0,0,0,1,0
191,Very Large,7.2,25.0,0.0,0.0,0.0,61.5,75.3,47.7,0.09,16.859999999999996,18.0,0.0,0,0.0,0.0,0.0,1279.5120000000002,0,0,1,0,0,0,0,0,0,0,0,0
192,Very Large,5.8,425.0,0.0,28.0,0.17,78.7,94.5,62.9,5.760000000000001,14.349999999999998,47.0,0.0,1,87.0,41.0,0.47,4507.8192,0,1,0,0,0,0,0,0,0,0,0,0
193,Very Large,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0,0,0.0,0.0,0.0,1515.7296,0,0,0,0,0,1,0,0,0,0,0,0
194,Very Large,9.8,2.0,3.0,0.0,0.67,60.5,76.4,44.7,9.16,9.83,0.0,10.0,1,73.5,37.5,0.51,1000.644,1,0,0,0,0,0,0,0,0,0,0,0
195,Very Large,4.5,26.0,1.0,0.0,0.11,64.2,83.1,45.2,33.900000000000006,45.99,1.0,2.0,1,106.5,44.5,0.42,7608.175200000001,0,0,0,0,0,1,0,0,0,0,0,0
196,Very Large,6.0,597.0,0.0,31.0,0.0,84.3,100.1,68.4,10.51,27.11,52.0,1.0,1,112.0,56.0,0.5,2230.944,0,1,0,0,0,0,0,0,0,0,0,0
197,Very Large,4.7,248.0,0.0,0.0,0.0,73.0,80.4,65.6,49.74,87.17999999999999,0.0,5.0,1,87.0,41.0,0.47,5183.664000000001,0,0,0,0,0,1,0,0,0,0,0,0
199,Very Large,6.0,473.0,0.0,28.0,0.0,80.3,97.2,63.4,13.29,27.78,50.0,1.0,0,0.0,0.0,0.0,2296.56,0,1,0,0,0,0,0,0,0,0,0,0
200,Very Large,5.4,339.0,1.0,15.0,0.22,76.3,89.4,63.1,0.5700000000000001,13.2,52.0,1.0,0,0.0,0.0,0.0,1945.5144,0,0,0,0,0,0,0,0,0,0,0,1
201,Very Large,4.5,0.0,0.0,0.0,0.01,58.4,64.6,52.2,31.64,68.14000000000001,0.0,3.0,1,77.0,24.5,0.32,4839.18,0,1,0,0,0,0,0,0,0,0,0,0
202,Very Large,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,86.5,44.0,0.51,1272.9504000000002,0,0,0,0,0,1,0,0,0,0,0,0
203,Very Large,6.0,348.0,1.0,18.0,0.2,76.6,91.7,61.6,0.79,14.669999999999998,56.0,0.0,0,0.0,0.0,0.0,593.8248,0,0,0,0,0,0,0,0,0,0,0,1
204,Very Large,5.4,106.0,3.0,3.0,1.13,62.8,70.7,54.8,21.770000000000003,87.17999999999999,1.0,1.0,1,87.0,41.0,0.47,6315.54,0,0,0,0,0,0,0,0,0,0,0,1
205,Very Large,7.8,616.0,0.0,30.0,0.0,84.9,102.3,67.4,4.15,9.83,54.0,0.0,0,0.0,0.0,0.0,524.928,0,1,0,0,0,0,0,0,0,0,0,0
206,Very Large,7.4,681.0,0.0,31.0,0.06,87.0,103.2,70.7,1.0,4.33,54.0,0.0,1,72.0,33.0,0.46,8018.2752,0,1,0,0,0,0,0,0,0,0,0,0
207,Very Large,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,86.5,44.0,0.51,1003.9248,0,0,0,0,0,1,0,0,0,0,0,0
208,Very Large,6.5,447.0,0.0,30.0,0.0,79.4,98.1,60.7,37.41,46.74,26.0,1.0,0,0.0,0.0,0.0,164.04000000000002,0,0,0,0,0,1,0,0,0,0,0,0
209,Very Large,2.0,35.0,1.0,7.0,0.21,61.1,80.7,41.6,3.82,52.06,39.0,0.0,0,0.0,0.0,0.0,1476.36,0,0,0,0,0,0,0,0,0,0,1,0
210,Very Large,5.8,23.0,1.0,0.0,1.32,63.1,71.1,55.1,13.37,13.38,0.0,0.0,0,0.0,0.0,0.0,803.796,0,0,0,0,0,0,0,0,1,0,0,0
211,Very Large,7.2,372.0,0.0,27.0,0.0,77.0,98.7,55.3,12.47,15.97,32.0,1.0,0,0.0,0.0,0.0,1728.9816,0,0,0,0,0,1,0,0,0,0,0,0
212,Very Large,7.2,372.0,0.0,27.0,0.0,77.0,98.7,55.3,12.47,15.97,32.0,1.0,0,0.0,0.0,0.0,1728.9816,0,0,0,0,0,1,0,0,0,0,0,0
213,Very Large,7.6,148.0,1.0,8.0,0.19,68.4,83.6,53.3,14.38,15.81,0.0,10.0,0,0.0,0.0,0.0,383.8536,0,0,0,0,0,0,0,0,1,0,0,0
214,Very Large,4.3,5.0,2.0,0.0,0.71,53.4,69.2,37.6,8.030000000000001,45.99,0.0,2.0,1,106.5,44.5,0.42,6581.2848,0,0,0,0,0,0,0,0,0,0,0,1
215,Very Large,5.6,15.0,1.0,2.0,0.19,60.5,77.9,43.2,3.39,36.85,11.0,0.0,0,0.0,0.0,0.0,16.404,0,0,0,0,0,0,0,0,0,0,1,0
216,Very Large,7.2,372.0,0.0,27.0,0.0,77.0,98.7,55.3,12.47,15.97,32.0,1.0,1,73.5,37.5,0.51,2247.348,0,0,0,0,0,1,0,0,0,0,0,0
217,Very Large,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,86.5,44.0,0.51,751.3032000000001,0,0,0,0,0,1,0,0,0,0,0,0
218,Very Large,8.9,63.0,0.0,3.0,0.0,66.3,79.2,53.4,22.42,25.28,1.0,4.0,0,0.0,0.0,0.0,1837.248,0,0,0,0,0,0,1,0,0,0,0,0
219,Very Large,8.3,567.0,0.0,31.0,0.0,83.3,102.6,63.9,6.96,9.83,35.0,1.0,1,73.5,37.5,0.51,2257.1904,0,0,0,0,0,1,0,0,0,0,0,0
220,Very Large,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0,1,86.5,44.0,0.51,2207.9784,0,0,0,0,0,0,1,0,0,0,0,0
221,Very Large,7.6,810.0,0.0,29.0,0.0,92.0,108.5,75.5,6.69,6.98,42.0,0.0,0,0.0,0.0,0.0,7024.192800000001,0,0,0,0,0,0,1,0,0,0,0,0
222,Very Large,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,169.0,85.0,0.5,738.1800000000001,0,0,0,0,0,0,1,0,0,0,0,0
223,Very Large,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,86.5,44.0,0.51,2526.2160000000003,0,0,0,0,0,1,0,0,0,0,0,0
224,Very Large,5.6,73.0,1.0,3.0,0.1,66.3,80.6,52.1,13.1,13.2,2.0,8.0,0,0.0,0.0,0.0,1200.7728,1,0,0,0,0,0,0,0,0,0,0,0
225,Very Large,7.6,358.0,1.0,22.0,0.19,76.5,92.3,60.7,0.1,4.33,59.0,0.0,1,86.5,44.0,0.51,3792.6048,0,0,0,0,0,0,0,0,0,0,0,1
226,Very Large,6.5,414.0,0.0,28.0,0.0,78.3,95.8,60.9,23.630000000000003,32.93,23.0,1.0,0,0.0,0.0,0.0,239.4984,0,0,0,0,0,1,0,0,0,0,0,0
227,Very Large,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0,1,86.5,44.0,0.51,1309.0392000000002,0,0,0,0,0,0,1,0,0,0,0,0
229,Very Large,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,86.5,44.0,0.51,2975.6856,0,0,0,0,0,1,0,0,0,0,0,0
230,Very Large,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0,0,0.0,0.0,0.0,1249.9848,0,1,0,0,0,0,0,0,0,0,0,0
231,Very Large,6.3,369.0,1.0,16.0,0.16,77.2,90.1,64.2,4.62,17.09,61.0,0.0,1,178.5,82.0,0.46,2772.2760000000003,0,0,0,0,0,0,0,0,0,0,0,1
232,Very Large,5.8,425.0,0.0,28.0,0.17,78.7,94.5,62.9,5.760000000000001,14.349999999999998,47.0,0.0,1,87.0,41.0,0.47,5410.0392,0,1,0,0,0,0,0,0,0,0,0,0
234,Very Large,5.6,360.0,1.0,16.0,0.61,76.7,91.5,62.0,9.38,46.22,62.0,1.0,1,87.5,43.0,0.49,4396.272,0,0,0,0,0,0,0,0,0,0,0,1
235,Very Large,9.8,2.0,3.0,0.0,0.67,60.5,76.4,44.7,9.16,9.83,0.0,10.0,1,73.5,37.5,0.51,187.0056,1,0,0,0,0,0,0,0,0,0,0,0
236,Very Large,4.3,356.0,0.0,29.0,0.0,76.5,96.5,56.4,34.529999999999994,52.06,22.0,0.0,0,0.0,0.0,0.0,1479.6408,0,0,0,0,0,1,0,0,0,0,0,0
237,Very Large,6.0,473.0,0.0,28.0,0.0,80.3,97.2,63.4,13.29,27.78,50.0,1.0,1,87.0,41.0,0.47,364.1688,0,1,0,0,0,0,0,0,0,0,0,0
239,Very Large,5.8,425.0,0.0,28.0,0.17,78.7,94.5,62.9,5.760000000000001,14.349999999999998,47.0,0.0,1,87.0,41.0,0.47,5593.764,0,1,0,0,0,0,0,0,0,0,0,0
240,Very Large,5.1,24.0,2.0,0.0,0.89,57.7,65.7,49.7,14.82,87.17999999999999,4.0,4.0,1,87.0,41.0,0.47,1968.48,0,0,0,0,0,0,0,0,0,0,1,0
241,Very Large,14.3,349.0,0.0,15.0,0.0,75.3,87.0,63.5,11.41,12.78,3.0,0.0,0,0.0,0.0,0.0,1843.8096,0,0,0,0,0,0,1,0,0,0,0,0
242,Very Large,6.7,366.0,0.0,24.0,0.0,76.7,96.0,57.5,5.56,15.97,49.0,0.0,0,0.0,0.0,0.0,623.352,0,1,0,0,0,0,0,0,0,0,0,0
243,Very Large,5.4,303.0,0.0,13.0,0.0,75.1,88.2,62.0,15.37,16.859999999999996,10.0,0.0,0,0.0,0.0,0.0,1640.4,0,0,0,0,0,0,1,0,0,0,0,0
244,Very Large,6.5,479.0,0.0,31.0,0.04,80.5,97.2,63.7,11.289999999999996,14.349999999999998,18.0,1.0,1,138.0,51.0,0.37,6148.2192000000005,0,0,0,0,0,1,0,0,0,0,0,0
245,Very Large,7.8,560.0,0.0,31.0,0.0,83.1,99.9,66.3,11.9,16.779999999999998,33.0,1.0,1,106.5,44.5,0.42,1263.1080000000002,0,0,0,0,0,1,0,0,0,0,0,0
246,Very Large,6.0,317.0,0.0,16.0,0.08,75.8,90.8,60.7,1.09,14.18,61.0,0.0,1,169.0,85.0,0.5,1489.4832,0,0,0,0,0,0,0,0,0,0,0,1
247,Very Large,5.8,335.0,0.0,18.0,0.0,76.2,91.3,61.0,11.3,13.2,12.0,1.0,0,0.0,0.0,0.0,2040.6576,0,0,0,0,0,0,1,0,0,0,0,0
248,Very Large,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,169.0,85.0,0.5,2011.1304,0,0,0,0,0,0,1,0,0,0,0,0
249,Very Large,6.7,477.0,2.0,22.0,0.59,80.5,95.1,66.0,33.77,46.22,14.0,8.0,1,87.5,43.0,0.49,4310.9712,0,0,0,0,0,0,1,0,0,0,0,0
250,Very Large,6.7,936.0,1.0,31.0,0.71,95.2,108.9,81.5,1.73,6.98,60.0,0.0,0,0.0,0.0,0.0,2736.1872000000003,0,1,0,0,0,0,0,0,0,0,0,0
251,Very Large,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,51.5,20.0,0.39,5022.9048,0,1,0,0,0,0,0,0,0,0,0,0
252,Very Large,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0,1,86.5,44.0,0.51,1040.0136,0,0,0,0,0,0,0,0,1,0,0,0
254,Very Large,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,77.0,24.5,0.32,2864.1384000000003,0,0,0,0,0,1,0,0,0,0,0,0
255,Very Large,6.9,119.0,0.0,1.0,0.0,68.8,79.9,57.6,9.23,25.28,6.0,0.0,0,0.0,0.0,0.0,2001.288,0,1,0,0,0,0,0,0,0,0,0,0
256,Very Large,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,0.0,0.0,0.0,1925.8296,0,0,0,0,0,1,0,0,0,0,0,0
257,Very Large,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,73.5,37.5,0.51,173.88240000000002,0,0,0,0,0,0,1,0,0,0,0,0
258,Very Large,6.7,122.0,2.0,3.0,0.47,68.1,80.1,56.1,2.38,18.130000000000003,0.0,0.0,0,0.0,0.0,0.0,131.232,0,0,0,0,0,0,0,0,0,0,0,1
259,Very Large,6.0,317.0,0.0,16.0,0.08,75.8,90.8,60.7,1.09,14.18,61.0,0.0,1,169.0,85.0,0.5,413.3808,0,0,0,0,0,0,0,0,0,0,0,1
260,Very Large,3.6,0.0,1.0,0.0,0.47,44.8,63.1,26.5,6.48,45.99,0.0,3.0,1,102.5,46.0,0.45,6345.0672,0,0,0,0,0,0,0,0,0,0,1,0
261,Very Large,4.0,11.0,0.0,0.0,0.0,60.1,71.1,49.0,0.18,17.87,5.0,0.0,0,0.0,0.0,0.0,1112.1912,0,0,1,0,0,0,0,0,0,0,0,0
262,Very Large,6.3,582.0,0.0,31.0,0.0,83.8,101.6,66.0,8.2,10.669999999999998,35.0,1.0,1,86.5,44.0,0.51,406.8192,0,0,0,0,0,1,0,0,0,0,0,0
263,Very Large,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,87.5,43.0,0.49,4143.6504,0,0,0,0,0,1,0,0,0,0,0,0
264,Very Large,5.4,360.0,0.0,25.0,0.01,76.6,92.2,61.0,15.71,21.59,16.0,2.0,0,0.0,0.0,0.0,1394.34,0,0,0,0,0,1,0,0,0,0,0,0
265,Very Large,8.5,176.0,1.0,12.0,0.37,69.5,86.0,53.0,9.24,9.83,0.0,4.0,1,73.5,37.5,0.51,259.1832,0,0,0,0,0,0,0,0,1,0,0,0
266,Very Large,4.5,266.0,1.0,1.0,0.11,73.5,80.9,66.2,49.74,87.17999999999999,0.0,3.0,1,87.0,41.0,0.47,1899.5832,0,1,0,0,0,0,0,0,0,0,0,0
267,Very Large,5.1,77.0,1.0,3.0,0.22,66.0,79.5,52.4,1.74,18.4,14.0,0.0,0,0.0,0.0,0.0,1689.612,0,0,0,0,0,0,0,0,0,0,1,0
268,Very Large,6.5,9.0,7.0,0.0,3.9,57.7,68.6,46.7,42.32,46.22,0.0,22.0,1,51.5,20.0,0.39,6213.8352,1,0,0,0,0,0,0,0,0,0,0,0
269,Very Large,8.1,0.0,6.0,0.0,6.22,40.8,51.8,29.8,3.1,45.99,0.0,3.0,1,106.5,44.5,0.42,7086.528,0,0,0,0,0,0,0,0,0,1,0,0
270,Very Large,9.4,352.0,0.0,23.0,0.0,76.4,93.7,59.0,19.24,24.97,20.0,0.0,0,0.0,0.0,0.0,150.9168,0,0,0,0,0,1,0,0,0,0,0,0
271,Very Large,9.2,392.0,0.0,23.0,0.0,77.8,96.2,59.5,8.159999999999998,9.83,12.0,4.0,1,73.5,37.5,0.51,2388.4224,0,0,0,0,0,0,1,0,0,0,0,0
272,Very Large,6.5,109.0,0.0,3.0,0.0,68.3,81.6,55.0,19.71,25.28,4.0,1.0,0,0.0,0.0,0.0,1683.0504,0,0,0,0,0,1,0,0,0,0,0,0
273,Very Large,7.8,430.0,0.0,23.0,0.01,79.2,95.5,62.8,10.06,10.669999999999998,12.0,3.0,1,86.5,44.0,0.51,1072.8216,0,0,0,0,0,0,1,0,0,0,0,0
274,Very Large,11.0,454.0,2.0,16.0,0.88,79.6,90.7,68.4,5.75,12.78,39.0,0.0,1,86.5,44.0,0.51,1745.3856,0,1,0,0,0,0,0,0,0,0,0,0
275,Very Large,5.6,500.0,1.0,23.0,0.28,81.1,95.8,66.5,2.48,13.2,47.0,0.0,0,0.0,0.0,0.0,3182.376,0,1,0,0,0,0,0,0,0,0,0,0
276,Very Large,5.6,0.0,0.0,0.0,0.01,56.5,62.4,50.5,42.66,68.14000000000001,0.0,7.0,0,0.0,0.0,0.0,1161.4032,0,0,0,0,0,1,0,0,0,0,0,0
278,Very Large,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0,1,86.5,44.0,0.51,866.1312,0,0,0,0,0,0,0,0,1,0,0,0
279,Very Large,5.8,2.0,0.0,0.0,0.0,60.0,74.5,45.5,0.54,13.2,19.0,0.0,0,0.0,0.0,0.0,1459.956,0,0,1,0,0,0,0,0,0,0,0,0
280,Very Large,5.4,360.0,0.0,25.0,0.01,76.6,92.2,61.0,15.71,21.59,16.0,2.0,0,0.0,0.0,0.0,3612.1608,0,0,0,0,0,1,0,0,0,0,0,0
281,Very Large,6.7,122.0,2.0,3.0,0.47,68.1,80.1,56.1,2.38,18.130000000000003,0.0,0.0,0,0.0,0.0,0.0,787.392,0,0,0,0,0,0,0,0,0,0,0,1
282,Very Large,7.6,395.0,0.0,21.0,0.0,78.1,94.6,61.5,1.63,9.83,61.0,0.0,1,73.5,37.5,0.51,954.7128,0,0,0,0,0,0,0,0,0,0,0,1
283,Very Large,6.5,414.0,0.0,28.0,0.0,78.3,95.8,60.9,23.630000000000003,32.93,23.0,1.0,1,0.0,0.0,0.0,521.6472,0,0,0,0,0,1,0,0,0,0,0,0
